268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;508302916137111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR VD AMB GOT X 20 ML (EMB HOSP); FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;508302910139110; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR PLAST OPC GOT X 20 ML (EMB HOSP); FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;510409202133119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; GOB
267741; PREDNISONA; PREDNISONA; 5 MG COMPRIMIDO; NO_ACR;507720802112418; PREDNIS; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 20; EMS
352192; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO BOLSA 500.00 ML; NO_ACR;509507101151418; RINGER; NOT FOUND; SOL INJ IV CX 24 FR PLAS TRANS SIST FECH X 500 ML ; FRS
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;537100311114111; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250 (EMB FRAC); M1L
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;537100313117116; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 500 (EMB FRAC); M1L
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;505209702136117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML ; NO_ACR
352192; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO BOLSA 500.00 ML; NO_ACR;514901302157417; RINGER; NOT FOUND; SOL INJ IV CX 20 BOLS PVC SIST FECH X 500 ML ; JPI
267140; AZITROMICINA; AZITROMICINA; 500 MG FRASCO-AMPOLA; NO_ACR;531600404112418; AZI; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 3; EMS
270791; ATENOLOL; ATENOLOL; ASSOCIADO A CLORTALIDONA. 100MG + 25MG COMPRIMIDO; NO_ACR;502300501119319; ATENOL; NOT FOUND; 100 MG COM CT BL PLAS INC X 28; AZN
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;528502501113125; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS TRANS X 100 (EMB MULT); PZ8
267523; CLOMIPRAMINA; CLOMIPRAMINA; 10 MG COMPRIMIDO; NO_ACR;531626401110418; CLO; NOT FOUND; 10 MG COM REV CT BL AL PLAS INC X 20; EMS
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;532300602138126; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR GOT PLAS OPC X 20 ML; NO_ACR
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;542012040000606; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC  GOT X 20 ML; NV7
338411; ACIDO ZOLEDRONICO; NOT FOUND; 4 MG. PO LIOFILO P/ INJETAVEL FRASCO-AMPOLA; NO_ACR;532413030009506; ACIDO ZOLEDRONICO; NOT FOUND; 4 MG PO LIOF SOL INJ IV CT FA VD TRANS; TKS
272901; CLOBAZAM; CLOBAZAM; 10 MG COMPRIMIDO; NO_ACR;531626401110418; CLO; NOT FOUND; 10 MG COM REV CT BL AL PLAS INC X 20; EMS
292732; FUROSEMIDA; FUROSEMIDA; ASSOCIADA COM CLORETO DE POTASSIO. 40 MG + 100 MG COMPRIMIDO; NO_ACR;525006501114411; FUROSEM; NOT FOUND; 40 MG COM CT BL AL PLAS AMB X 20; MD7
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;537100311114111; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250 (EMB FRAC); M1L
286816; DIPIRONA SODICA; NOT FOUND; 1000 MG. SUPOSITORIO ADULTO SUPOSITÓRIO; NO_ACR;528513110124906; DIPIRONA SODICA; NOT FOUND; 1000 MG COM CT BL AL PLAS TRANS X 240 (EMB FRAC); PZ8
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;505209702136117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML ; NO_ACR
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;538802103137117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; LG6
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;532312100005506; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 242 FR PLAS OPC GOT X 20 ML (EMB HOSP); NO_ACR
352192; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR;509507101151418; RINGER; NOT FOUND; SOL INJ IV CX 24 FR PLAS TRANS SIST FECH X 500 ML ; FRS
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;508302915130111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR VD AMB GOT X 10 ML (EMB HOSP); FM_
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;537100301135114; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; M1L
273257; OXCARBAZEPINA; OXCARBAZEPINA; 300 MG COMPRIMIDO; NO_ACR;533020804111416; OXCARB; NOT FOUND; 300 MG COM REV CT BL AL PLAS INC X 60; U_Q
352192; RINGER; NOT FOUND; SIMPLES. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR;514901301150419; RINGER; NOT FOUND; SOL INJ IV CX 24 FR PLAS TRANS SIST FECH X 500 ML; JPI
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;528502503132127; DIPIRONA SODICA; NOT FOUND; 500MG/ML SOL OR CT FR PLAS OPC GOT X 10ML; PZ8
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;538802104133115; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; LG6
382563; CLORETO SODIO; NOT FOUND; A 10%. SOLUCAO INJETAVEL AMPOLA 20.00 ML; NO_ACR;539013100004203; CLORETO SODIO; NOT FOUND; 20% SOL INJ CX 50 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;537100311114111; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250 (EMB FRAC); M1L
292195; HALOPERIDOL; HALOPERIDOL; 2 MG/ML. SOLUCAO ORAL-GOTAS FRASCO 20.00 ML; NO_ACR;506706903138411; HALO; NOT FOUND; 2 MG/ML SOL GOT OR CX 10 FR GOT PLAS OPC X 20 ML (EMB HOSP); CT6
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;524308801139116; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML ; LR3
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;537100312110118; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 10 (EMB FRAC); M1L
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;532300602138126; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR GOT PLAS OPC X 20 ML; NO_ACR
371273; CLORETO SODIO; NOT FOUND; 0.9 %. SOLUCAO ESTERIL NAO INJETAVEL AMPOLA 10.00 ML; NO_ACR;539013100003803; CLORETO SODIO; NOT FOUND; 0.9% SOL INJ  CX 50 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG CONJUNTO; NO_ACR;538812070043706; ALENDRONATO SODIO; NOT FOUND; 70 MG COM CT BL AL PLAS OPC X 4; LG6
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) AMPOLA 2.00 ML; NO_ACR;511607101153116; DIPIRONA SODICA; NOT FOUND; 500 MG/ ML  SOL INJ CX 100 AMP VD AMB X 2 ML (EMB HOSP); HPO
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;542012040000606; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC  GOT X 20 ML; NV7
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;520713010087106; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ; TTB
267203; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR;519003502158111; DIPIRONA SODICA; NOT FOUND; INJ 500MG/ML (CX C/50 AMP C/2ML); N_Q
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;504612120015016; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 100; BF8
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;537100303138110; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; M1L
410023; DIPIRONA SODICA; NOT FOUND; 1 G COMPRIMIDO; NO_ACR;504612120014816; DIPIRONA SODICA; NOT FOUND; 1G COM CT BL AL PLAS INC X 10 ; BF8
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;537114080011506; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250; M1L
267635; CLORPROMAZINA; CLORPROMAZINA; 25 MG COMPRIMIDO; NO_ACR;531626403113414; CLO; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 20; EMS
390439; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 100MG. PO LIOFILO P/ INJETAVEL COMPRIMIDO; NO_ACR;507701701111411; AMOX; NOT FOUND; EMS - 500 MG 1 BL X 21 CAPS; EMS
