135042; ELIQUIS; NOT FOUND; CPR REVEST 5 MG x 20; BMS;505113090020002; ELIQUIS; NOT FOUND; 5.0 MG COM REV CT BL AL PLAS INC X 20 ; BMS
74964; NIMESULIDA; NIMESULIDA; GOTAS 50 MG 15 ML x 1 (/ML); TTB;520728901133118; NIMESULIDA; NIMESULIDA; 50 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML; TTB
42243; APRESOLINA; NOT FOUND; DRAG 50 MG x 20; NVR;526501202116417; APRESOLINA; NOT FOUND; 50 MG DRG CT BL AL PLAS INC X 20; NVR
49580; CALCORT; NOT FOUND; CPR 30 MG x 10; S_A;502801901111315; CALCORT; NOT FOUND; 30 MG COM CT 1 BL AL PLAS INC X 10; S_A
95765; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 15; NQA;525312050035206; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS TRANS X 15; NQA
49159; JUMEXIL; NOT FOUND; CPR 5 MG x 20; CHS;508502101110413; JUMEXIL; NOT FOUND; 5 MG COM CT 2 BL AL PLAS INC X 10; CHS
69460; VARFARINA SODIC; VARFARINA SODICA; CPR 5 MG x 30; U_Q;533020404113111; VARFARINA SODICA; VARFARINA SODICA; 5 MG COM CT STR AL X 30; U_Q
32525; NOCTAL; NOT FOUND; CPR 2 MG x 20; ABT;500205801112313; NOCTAL; NOT FOUND; 2 MG COM CT BL AL PLAS INC X 20; ABT
62284; RANITZEN; NOT FOUND; CPR REVEST 150 MG x 20; P7B;527903302113417; RANITZEN; NOT FOUND; 150 MG COM REV CT 2 ENV AL X 10; P7B
64059; NIMEDALIN; NOT FOUND; GOTAS 50 MG 15 ML x 1 (/ML); BFR;503903403133412; NIMEDALIN; NOT FOUND; 50 MG/ML SUS OR CT FR PLAS OPC X 15 ML + GOT; BFR
57741; DIURETIC; NOT FOUND; CPR 50 MG x 20; ROY;530202102118419; DIURETIC; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 20; ROY
93119; IBUVIX; NOT FOUND; CPR 300 MG x 20; GOB;510411724117419; IBUVIX; NOT FOUND; 300 MG COM CT BL AL PVC INC X 20; GOB
100836; ATRED; NOT FOUND; F A PO LIOF 100 MG x 1; LIB;523712110026304; ATRED; NOT FOUND; 100 MG PO LIOF SOL INJ CT FA VD TRANS; LIB
76178; CICLOPIROX OLAM; CICLOPIROX OLAMINA; SOLN TOP. 10 MG 15 ML x 1; GM2;526130501171116; CICLOPIROX OLAMINA; CICLOPIROX OLAMINA; 10 MG/ML SOL TOP CT FR GOT PLAS TRANS X 15 ML; GM2
65654; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); PZ8;528523302160118; ACICLOVIR; ACICLOVIR; 50MG/G CREM DERM CT BG AL X 10 G; PZ8
52990; NICORD; NOT FOUND; CPR 5 MG x 20; MJA;524801704110413; NICORD; NOT FOUND; 5.0 MG COM CT 2 BL AL PLAS LEITOSO X 10; MJA
68083; FLANCOX; NOT FOUND; CPR REVEST 300 MG x 30; APS;501604202113315; FLANCOX; NOT FOUND; 300 MG COM REV CT BL AL PLAS INC X 30; APS
57892; MESOPRAN; NOT FOUND; CAPS 10 MG x 14; ROY;530203201111410; MESOPRAN; NOT FOUND; 10 MG - CX. C/ 14 CAPS.; ROY
68406; BEZAFIBRATO; BEZAFIBRATO; CPR REVEST 200 MG x 20; LG6;538807701113115; BEZAFIBRATO; BEZAFIBRATO; 200 MG COM REV CT BL AL PLAS LEIT X 20; LG6
64664; NIMOBAL; NOT FOUND; CPR REVEST 30 MG x 30; BAL;521002701116411; NIMOBAL; NOT FOUND; 30 MG COM REV CT BL AL PLAS AMB X 30; BAL
78933; TEUFRON; NOT FOUND; CPR 1 MG x 30; TTB;520732003111415; TEUFRON; NOT FOUND; 1.0 MG COM CT BL AL PLAS INC X 30; TTB
6253; LIORESAL; NOT FOUND; CAPS 10 MG x 20; NVR;526508601113419; LIORESAL; NOT FOUND; 10 MG COM CT BL AL PLAS INC  X 20; NVR
103494; BROMEPINA; NOT FOUND; CPR REV 100 MG x 30; GM2;526113050089103; BROMEPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS OPC X 30; GM2
64042; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 20; NQA;525301605111113; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT BL AL PLAS OPC X 20; NQA
64118; TRIAXON; NOT FOUND; F.IV 1 G 10 ML x 1; TTB;520720001151416; TRIAXON; NOT FOUND; 1 G IV PO INJ CT FA VD INC + DIL X 10 ML; TTB
9171; RIVOTRIL; NOT FOUND; CPR 2 MG x 30; ROC;529204805112318; RIVOTRIL; NOT FOUND; 2 MG COM CX BL AL PLAS INC X 30; ROC
61026; ALERGOLON; NOT FOUND; CPR 4 MG x 21; BS2;504100301112416; ALERGOLON; NOT FOUND; 4 MG COM CT BL AL PLAS INC X 21; BS2
72212; ADAPALENO; ADAPALENO; GEL. 1 MG 30 G x 1 (/G); MD7;525071701165115; ADAPALENO; ADAPALENO; 1 MG/G GEL DERM CT BG PLAS OPC X 30 G; MD7
104624; FLUCONAZOL; FLUCONAZOL; CAPS 150 MG x 90; PZ8;528529308111118; FLUCONAZOL; FLUCONAZOL; 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 90 (EMB FRAC); PZ8
66093; BETAMETASONA; BETAMETASONA; GOTAS 0.50 MG 15 ML x 1 (/ML); GM2;526113501132110; BETAMETASONA; BETAMETASONA; 0.5 MG/ML SOL OR CT FR VD AMB X 15 ML ; GM2
62887; DERMOMICIN; NOT FOUND; POM. 3.50 MG 20 G x 1 (/G); BFR;503901801166411; DERMOMICIN; NOT FOUND; 3.5 MG/G  POM DERM CT BG AL X 20 G; BFR
47281; NISULID; NOT FOUND; CPR 100 MG x 12; A4H;500509309110312; NISULID; NOT FOUND; 100 MG COM DISP CT BL AL PLAS INC X 12; A4H
62066; PROCIMAX; NOT FOUND; CPR 20 MG x 28; LIB;523704002117410; PROCIMAX; NOT FOUND; 20 MG COM REV CT BL AL PLAS INC X 28 CALEND; LIB
61942; CITALOPRAM; CITALOPRAM; CPR REVEST 20 MG x 14; RBY;529902101110111; CITALOPRAM; CITALOPRAM; 20 MG COM REV CT BL AL PLAS INC X 14; RBY
77312; IBUPROFENO; IBUPROFENO; CPR REVEST 400 MG x 10; BF8;504613050016916; IBUPROFENO; IBUPROFENO; 400 MG COM CT BL AL PVC X 10 ; BF8
76826; CAPOX; NOT FOUND; CPR 50 MG x 750; GOB;510400206111418; CAPOX; NOT FOUND; 50 MG COM CT 50 BL AL PLAS INC X 15 ( EMB HOSPITALAR ); GOB
55963; NORMAPRIL; NOT FOUND; CPR 25 MG x 28; CAZ;505507402114412; NORMAPRIL; NOT FOUND; 25 MG COM CT ENV KRAFT POLIET X 28; CAZ
72244; CIZAX; NOT FOUND; CPR 10 MG x 10; MQF;512405502112417; CIZAX; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 10; MQF
66105; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CAPS 20 MG x 28; GM2;526116904114115; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG CAP GEL DURA CT BL AL PLAS INC X 28; GM2
75975; CLOR DONEPEZILA; CLORIDRATO DONEPEZILA; CPR REVEST 10 MG x 30; RBY;529915301113116; CLORIDRATO DONEPEZILA; CLORIDRATO DONEPEZILA; 10 MG COM REV BL AL PLAS INC X 30; RBY
81727; CLOR MEMANTINA; CLORIDRATO MEMANTINA; CPR REVEST 10 MG x 60; EUF;508029802110118; CLORIDRATO MEMANTINA; CLORIDRATO MEMANTINA; 10 MG COM REV CT BL AL PLAS INC X 60; EUF
144326; TEUCIPROX; NOT FOUND; CPR REVEST 500 MG x 14; TTB;520712030080904; TEUCIPROX; NOT FOUND; 500 MG COM REV CT BL AL PVDC INC X 14; TTB
85528; MOTRIN; NOT FOUND; CPR REVEST 600 MG x 12; PFZ;522240602113318; MOTRIN; NOT FOUND; 600 MG COM REV CT BL AL PLAS INC X 12; PFZ
68177; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 30; LG6;538820203113110; CAPTOPRIL; CAPTOPRIL; 25 MG COM CT BL AL PLAS LEIT X 30; LG6
82745; LOSARTAN POTAS; NOT FOUND; CPR REVEST 50 MG x 60; RBY;529915701111110; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS OPC X 60; RBY
66432; FINASTERIDA; FINASTERIDA; CPR REVEST 5 MG x 30; MD7;525065402119117; FINASTERIDA; FINASTERIDA; 5 MG COM REV CT BL AL PLAS INC X 30 ; MD7
63252; LORAZEPAM; LORAZEPAM; CPR 1 MG x 20; MD7;525007601112115; LORAZEPAM; LORAZEPAM; 1 MG COM CT BL AL PLAS INC X 20 ; MD7
66960; CICLOPIROX OLAM; CICLOPIROX OLAMINA; SOLN TOP. 10 MG 15 ML x 1 (/ML; MD7;525066702175118; CICLOPIROX OLAMINA; CICLOPIROX OLAMINA; 10 MG/ML SOL TOP CT FR PLAS TRANSL GOT X 15 ML ; MD7
158999; DEXTAMINE; NOT FOUND; CPR 2 MG x 20 (/.25); CF2;506314070028604; DEXTAMINE; NOT FOUND; 2 MG + 0.25 MG COM CT BL AL PLAS OPC X 20; CF2
56783; VALIUM; NOT FOUND; CPR 10 MG x 30; ROC;529206102119315; VALIUM; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 30; ROC
112807; ZITROMAX; NOT FOUND; A.IV 500 MG x 10; PFZ;522212050052703; ZITROMAX; NOT FOUND; 500 MG PO LIOF P/ SOL P/ INFUS CT 10 FA VD INC; PFZ
73584; SPRYCEL; NOT FOUND; CPR REVEST 20 MG x 60; BMS;505107801119218; SPRYCEL; NOT FOUND; 20 MG COM REV CT FR PLAS OPC X 60; BMS
53152; PLAGEX; NOT FOUND; GOTAS 4 MG 10 ML x 1 (/ML); TTB;520716903136412; PLAGEX; NOT FOUND; 4 MG/ML SOL OR CT FR PLAS GOT OPC X 10 ML; TTB
51819; FLUFENAN DEPOT; NOT FOUND; AMP. 25 MG 1 ML x 50; CT6;506706401159412; FLUFENAN DEPOT; NOT FOUND; 25 MG/ML SOL INJ CX 50 AMP VD AMB X 1 ML (EMB HOSP); CT6
68699; ERITROMAX; NOT FOUND; F.AMP 2000 IU 1 ML x 12; BU_;504401934157417; ERITROMAX; NOT FOUND; 2000 UI/ML SOL INJ CX 12 AMP VD INC X 1 ML; BU_
61925; PANTOPRAZOL; PANTOPRAZOL; CPR GASTROR 40 MG x 28; MD7;525009605115115; PANTOPRAZOL; PANTOPRAZOL; 40 MG COM REV CT BL AL/AL X  28; MD7
58442; PRESSAT; NOT FOUND; CPR 10 MG x 30; BS2;504104603113418; PRESSAT; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 30 ; BS2
83464; TECTA; NOT FOUND; CPR GASTROR 40 MG x 60; TAK;501105007110414; TECTA; NOT FOUND; 40 MG COM REV CT BL AL/AL X 60; TAK
52060; SALICIN; NOT FOUND; CPR 100 MG x 200 (INF); GP8;510806101112427; SALICIN; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 200; GP8
66271; MACRODANTINA; NOT FOUND; CAPS 100 MG x 28; MQF;512402802115311; MACRODANTINA; NOT FOUND; 100 MG CAPGEL DURA CT BL AL PLAS INC X 28; MQF
55988; COREG; NOT FOUND; CPR REVEST 12.5 MG x 14; ROC;529201201119312; COREG; NOT FOUND; 12.5 MG COM CT BL AL/AL X 14; ROC
75612; PARACETAMOL; PARACETAMOL; CPR 750 MG x 20; MB9;525904302110113; PARACETAMOL; PARACETAMOL; 750 MG COM CT BL AL PLAS LAR X 20; MB9
33171; TONICO BLUMEN; NOT FOUND; LIQD 250 ML x 1; LR3;524307601136417; TONICO BLUMEN; NOT FOUND; 250 ML; LR3
58382; CONCOR; NOT FOUND; CPR 5 MG x 14; M_S;525403004117411; CONCOR; NOT FOUND; 5 MG COM REV EST CART BL AL PLAS INC X 14; M_S
58331; CLO TERBINAFINA; CLORIDRATO TERBINAFINA; CPR 250 MG x 28; MD7;525004004113117; CLORIDRATO TERBINAFINA; CLORIDRATO TERBINAFINA; 250 MG COM CT BL AL PLAS INC X 28; MD7
58593; LANSOPRAZOL; LANSOPRAZOL; CAPS GELATIN 30 MG x 7; MD7;525007106111118; LANSOPRAZOL; LANSOPRAZOL; 30 MG CAP GEL DURA MCGRAN DESINT GRAD CT BL AL PLAS INC X 7; MD7
63849; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; SDZ;511508610114110; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 30; SDZ
76748; CLOCEF; NOT FOUND; F.AMP 1 G x 50; TTB;520724103151418; CLOCEF; NOT FOUND; 1 G PO INJ CX 50 FR AMP VD AMB (EMB HOSP); TTB
62350; DIPIRONA SODICA; NOT FOUND; CPR 500 MG x 100; PZ8;528502501113125; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS TRANS X 100 (EMB MULT); PZ8
101275; LEPTICO; NOT FOUND; CPR 50 MG x 30; EUF;508012080093104; LEPTICO; NOT FOUND; 50 MG COM CT BL AL PLAS TRANS X 30; EUF
66090; AMOXICILINA; AMOXICILINA; CPR REVEST 875 MG x 14; GM2;526100406111118; AMOXICILINA; AMOXICILINA; 875 MG COM REV CT BL AL/AL X 14; GM2
96200; HEM ZOLPIDEM; NOT FOUND; CPR REVEST 10 MG x 20; LG6;538812060042106; HEMITARTARATO ZOLPIDEM; HEMITARTARATO ZOLPIDEM; 10 MG COM REV CT BL AL PLAS OPC X 20; LG6
72106; ATENOPRESS; NOT FOUND; CPR REVEST 100 MG x 30; SDZ;511500804114412; ATENOPRESS; NOT FOUND; 100 MG COM BL AL PLAS INC X 30; SDZ
59005; FUROSEMIDA; FUROSEMIDA; CPR 40 MG x 20; TTB;520712100084606; FUROSEMIDA; FUROSEMIDA; 40 MG COM CT BL AL PLAS PVC OPC X 20; TTB
76157; OMEPRAZOL; OMEPRAZOL; CAPS 10 MG x 14; NQA;525303504118119; OMEPRAZOL; OMEPRAZOL; 10 MG CAP GEL DURA C/ MCGRAN CT BL AL PLAS INC X 14; NQA
70763; CLOR AMIODARONA; CLORIDRATO AMIODARONA; A.IV 50 MG 3 ML x 100 (/ML); HPO;511614010041806; CLORIDRATO AMIODARONA; CLORIDRATO AMIODARONA; 50 MG/ML SOL INJ IV CX 100 AMP VD AMB X 3 ML (EMB HOSP); HPO
84943; CLO GRANISETRON; CLORIDRATO GRANISETRONA; A.IV 1 MG 3 ML x 10 (/ML); EUF;508014003152113; CLORIDRATO GRANISETRONA; CLORIDRATO GRANISETRONA; 1 MG/ML SOL INJ CT 10 AMP VD INC X 3ML; EUF
77648; HIDAZOL; NOT FOUND; SOL INJ BOLS 5 MG 100 ML x 60 (/ML); H_I;511203103154413; HIDAZOL; NOT FOUND; 5 MG/ML SOL INJ CX 60 BOLS PE TRANS SIST FECH X 100 ML; H_I
53567; ZETALERG; NOT FOUND; SOLN 1 MG 75 ML x 1 (/ML); UCI;532904902137411; ZETALERG; NOT FOUND; 1 MG/ML SOL OR CT FR VD AMB X 75 ML; UCI
76400; ATENOLOL; ATENOLOL; CPR 50 MG x 14; AOB;500103205111113; ATENOLOL; ATENOLOL; 50 MG COM CT BL AL PLAS INC X 14 ; AOB
68617; BROMAZEPAM; BROMAZEPAM; CPR 6 MG x 20; M_S;525418402113112; BROMAZEPAM; BROMAZEPAM; 6 MG COM CT BL AL PLAS INC X 20 ; M_S
75295; FLUCONAZOL; FLUCONAZOL; CAPS 150 MG x 20; PZ8;528529304114112; FLUCONAZOL; FLUCONAZOL; 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 20; PZ8
78195; PRELONE; NOT FOUND; GOTAS 11 MG 20 ML x 1 (/ML); A4H;500509406132414; PRELONE; NOT FOUND; 11 MG/ML CT FR PLAS OPC GOT X 20 ML; A4H
73669; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR 850 MG x 50; TTB;520728001116111; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM CT BL AL PLAS INC X 50 (EMB HOSP); TTB
70580; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; AOB;500102503119114; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 21; AOB
93218; IBUPROFENO; IBUPROFENO; GOTAS 100 MG 20 ML x 1 (/ML); GOB;510412060072906; IBUPROFENO; IBUPROFENO; 20 MG/ML SUS OR CT FR PLAS OPC X 100 ML + SER DOS; GOB
51586; CELLCEPT; NOT FOUND; CPR 500 MG x 50; ROC;529200901117314; CELLCEPT; NOT FOUND; 500 MG COM REV CT  BL AL PLAS OPC X 50; ROC
64005; OMEPRAZOL; OMEPRAZOL; CAPS 20 MG x 14; GM2;526115704111114; OMEPRAZOL; OMEPRAZOL; 20 MG CAP GEL DURA MCGRAN CT BL AL PLAS INC X 14; GM2
73677; CLOR TRAMADOL; CLORIDRATO TRAMADOL; CAPS 50 MG x 50; TTB;520728102117111; CLORIDRATO TRAMADOL; CLORIDRATO TRAMADOL; 50 MG CAP GEL DURA CT BL AL PLAS INC X 50 (EMB HOSP); TTB
164081; IBUPRIL; NOT FOUND; CPR REVEST 400 MG x 10; TTB;520714070092203; IBUPRIL; NOT FOUND; 400 MG COM REV CT BL AL PLAS TRANS X 10; TTB
95514; PINAZAN; NOT FOUND; CPR 100 MG x 450; CT6;506719301115415; PINAZAN; NOT FOUND; 100 MG COM CX BL AL PLAS TRANS X 450 (EMB HOSP); CT6
75336; PRATIPRAZOL; NOT FOUND; CAPS 20 MG x 280; PZ8;528524314111417; PRATIPRAZOL; NOT FOUND; 20 MG CAP GEL DURA MICROG CT BL AL PLAS INC X 280; PZ8
74013; STER; NOT FOUND; SUSP OFTAL 10 MG 5 ML x 1; U_Q;533022902171411; STER; NOT FOUND; 10 MG/ML SUS OFT CT PLAS  OPC GOT X 5 ML; U_Q
77964; BONEPREV; NOT FOUND; CPR REVEST 70 MG x 4; SDZ;511516301117418; BONEPREV; NOT FOUND; 70 MG COM REV CT BL AL/AL X 4; SDZ
57327; CALTREN; NOT FOUND; CPR 10 MG x 30; LIB;523700702114411; CALTREN; NOT FOUND; 10 MG COM CT BL AL PLAS AMB X 30; LIB
66104; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CPR REVEST 20 MG x 14; GM2;526116903118117; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG CAP GEL DURA CT BL AL PLAS INC X 14; GM2
59577; DORMONID; NOT FOUND; CPR 7.50 MG x 30; ROC;529201407116319; DORMONID; NOT FOUND; 7.5 MG COM REV CT 3 BL AL PLAS INC X 10; ROC
84662; CLOR TETRACICLI; CLORIDRATO TETRACICLINA; CAPS 500 MG x 140; PZ8;528526906113111; CLORIDRATO TETRACICLINA; CLORIDRATO TETRACICLINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 140 (EMB FRAC); PZ8
74617; MOTILIUM; NOT FOUND; SUSP 1 MG 200 ML x 1 (/ML); J_C;514502405130311; MOTILIUM; NOT FOUND; 1 MG/ML SUS OR CT FR VD AMB X 200 ML; J_C
73280; CLO PROPRANOLOL; CLORIDRATO PROPRANOLOL; CPR 40 MG x 20; PZ8;528526708117119; CLORIDRATO PROPRANOLOL; CLORIDRATO PROPRANOLOL; 40 MG COM CT BL AL PLAS INC X 20; PZ8
63613; BES ANLODIPINO; BESILATO ANLODIPINO; CPR 5 MG x 30; BF8;504600302118118; BESILATO ANLODIPINO; BESILATO ANLODIPINO; 5 MG COM CT 3 BL AL PLAS BRANCO OPC X 10 ; BF8
56966; STARLIX; NOT FOUND; CPR REVEST 120 MG x 24; NVR;526514401112219; STARLIX; NOT FOUND; 120 MG COM REV CT BL PVC/PVDC/AL X 24; NVR
73991; PREDCORT; NOT FOUND; CPR 5 MG x 500; VAP;533505704119413; PREDCORT; NOT FOUND; 5.0 MG COM CT 25 BL AL PLAS INC X 20; VAP
73330; LOSARTAN POTAS; NOT FOUND; CPR REVEST 50 MG x 30; TTB;520727901113119; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS BCO OPC X 30; TTB
77263; ALENDRONATO SOD; NOT FOUND; CPR REVEST 70 MG x 4; SDZ;511516202119110; ALENDRONATO SODIO; NOT FOUND; 70 MG COM REV CT BL AL/AL X 4; SDZ
69558; HIDROCLOROTIAZI; NOT FOUND; CPR 25 MG x 30; GM2;526125501116119; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 25 MG COM CT BL AL PLAS LEIT X 30; GM2
63549; UNI DIAZEPAX; NOT FOUND; CPR 10 MG x 200; U_Q;533012301114414; UNI DIAZEPAX; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 200 ( EMB HOSP); U_Q
66144; PANTOPRAZOL; PANTOPRAZOL; CPR REVEST 40 MG x 14; EUF;508013060097306; PANTOPRAZOL; PANTOPRAZOL; 40 MG COM REV LIB RETARD CT BL AL/AL X 14; EUF
77550; ALPRAZOLAM; ALPRAZOLAM; CPR 1 MG x 30; ZYD;536201801119117; ALPRAZOLAM; ALPRAZOLAM; 1 MG COM CT STRIP AL/AL X 30; ZYD
77448; TIORFAN; NOT FOUND; SACHETS 10 MG 1 G x 18; BAG;536500306136313; TIORFAN; NOT FOUND; 10 MG PO OR CT 18 SACH AL / PE X 1G; BAG
62478; ATENOTON; NOT FOUND; CPR 50 MG x 28; ROY;530204502113410; ATENOTON; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 28; ROY
71973; ACEBROFILINA; ACEBROFILINA; XAR. AD 50 MG 120 ML x 1 (/5ML); PZ8;528525703138111; ACEBROFILINA; ACEBROFILINA; 5 MG/ ML XPE CX 50 FR PLAS AMB X 120 ML + 50 CP MED (EMB HOSP); PZ8
70766; FLUCONAZOL; FLUCONAZOL; SOL INJ BOLS 2 MG 100 ML x 1 (/ML); IS5;514312030011606; FLUCONAZOL; FLUCONAZOL; 2MG/ML SOL INJ BOLS PLAS FLEX TRANS SIST FECH X 100 ML + ENV AL; IS5
69603; DERMITRAT; NOT FOUND; CREME 20 MG 30 G x 1 (/G); VAP;533508602163418; DERMITRAT; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 30 G; VAP
63914; TOPISON; NOT FOUND; POM. 1 MG 20 G x 1 (/G); LIB;523705602169411; TOPISON; NOT FOUND; 1 MG/G POM DERM CT BG PLAS OPC X 20 G; LIB
62723; CIPROFLONAX; NOT FOUND; CPR REVEST 500 MG x 14; P7B;527900903116416; CIPROFLONAX; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 14; P7B
87132; LIPTHAL; NOT FOUND; CPR REVEST 20 MG x 30; TTB;520733502111419; LIPTHAL; NOT FOUND; 20 MG COM REV CT BL AL/AL X 30; TTB
76051; VALDOXAN; NOT FOUND; CPR REVEST 25 MG x 28; SVR;531302302117310; VALDOXAN; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 28; SVR
65162; LIPOTEX; NOT FOUND; CPR REVEST 40 MG x 30; MD7;525065506119415; LIPOTEX; NOT FOUND; 40 MG COM REV CT 2 BL AL PVC/PVDC INC X 15; MD7
66610; DIMEFOR; NOT FOUND; CPR 500 MG x 30; FQM;509001502110411; DIMEFOR; NOT FOUND; 500 MG COM REV CT FR PLAS INC X 30; FQM
104589; CARVEDILOL; CARVEDILOL; CPR 25 MG x 15; NQA;525313010038406; CARVEDILOL; CARVEDILOL; 25 MG COM CT BL AL/AL X 15; NQA
75462; LOSARTAN POTAS; NOT FOUND; CPR REVEST 50 MG x 75; TTB;520727902111111; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS BCO OPC X 75 (EMB HOSP); TTB
32365; FLUVERT; NOT FOUND; CPR 10 MG x 30; MD7;525006201110419; FLUVERT; NOT FOUND; 10 MG COM CT 3 BL AL PLAS INC X 10; MD7
5594; INDERAL; NOT FOUND; CPR 40 MG x 20; AZN;502313080023203; INDERAL; NOT FOUND; 40 MG COM CT BL AL/AL X 20; AZN
70902; FLUMAZENIL; FLUMAZENIL; A.IV 0.50 MG 5 ML x 5; U_Q;533006001155412; FLUMAZEN; NOT FOUND; 0.5 MG/5 ML SOL INJ CT 5 AMP VD AMB X 5 ML; U_Q
60125; TAMIRAM; NOT FOUND; CPR REVEST 500 MG x 10; EUF;508017102119410; TAMIRAM; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 10; EUF
72833; ALZEPINOL; NOT FOUND; CPR REVEST 300 MG x 20; MD7;525014030103703; ALZEPINOL; NOT FOUND; 300 MG COM REV CT BL AL PVC/PVDC INC X 20; MD7
53244; FENAFLAN D; NOT FOUND; CPR ENT.COAT 50 MG x 20; TTB;520712050081603; FENAFLAN D; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 20; TTB
76818; DICLOFENACO SOD; DICLOFENACO SODICO; CPR REVEST 100 MG x 10; LG6;538800702114118; DICLOFENACO SODICO; DICLOFENACO SODICO; 100 MG COM  REV DESINT LENTA BL AL PLAS INC X 10 ; LG6
73900; PARACETAMOL; PARACETAMOL; SACHETS 500 MG 5 G x 5; PZ8;528504419139120; PARACETAMOL; PARACETAMOL; 500 MG PO P/ SOL OR CT 5 SACH AL PE X 5 G; PZ8
76919; BENZIDROL; NOT FOUND; SPRAY MENTA 1.50 MG 30 ML x 1 (/ML); PZ8;528530705178425; BENZIDROL; NOT FOUND; 1.5 MG/ML COLUT CT FR SPR PLAS TRANS X 30 ML (SABOR MENTA); PZ8
70871; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 20 MG x 30; LG6;538815903110118; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 20 MG COM CT BL AL/AL X 30; LG6
70275; EVOTERIN; NOT FOUND; F.AMP INFUS 20 MG 2 ML x 1 (/ML); EVB;536701302154415; EVOTERIN; NOT FOUND; 20 MG/ML SOL INJ CT FA VD AMB X 2 ML (EMB HOSP); EVB
53301; VIAGRA; NOT FOUND; CPR REVEST 50 MG x 4; PFZ;522204103110211; VIAGRA; NOT FOUND; 50 MG COM REV CT  BL AL PLAS INC X 4; PFZ
154130; CETROLAC MD; NOT FOUND; COLIRIO 4 MG 10 ML x 1; U_Q;533014060060603; CETROLAC MD; NOT FOUND; 4 MG/ML SOL OFT CT FR PLAS OPC GOT X 10 ML ; U_Q
77065; DIPROSONE; NOT FOUND; POM. 0.64 MG 10 G x 1 (/G); MQF;512401605162317; DIPROSONE; NOT FOUND; 0.64 MG/G POM DERM CT BG AL X 10 G ; MQF
60304; DORFEN; NOT FOUND; GOTAS 200 MG 15 ML x 1; CAZ;505504202130428; DORFEN; NOT FOUND; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML; CAZ
59965; RENAPRIL; NOT FOUND; CPR RECUB. 20 MG x 30; VAP;533512100023603; RENAPRIL; NOT FOUND; 20 MG COM CT ENV AL X 30; VAP
80658; PIOTAZ; NOT FOUND; CPR 15 MG x 30; GM2;526135702114412; PIOTAZ; NOT FOUND; 15 MG COM CT FR PLAS OPC X 30; GM2
78166; BESIL ATRACURIO; BESILATO ATRACURIO; A.IV 10 MG 5 ML x 25 (/ML); NVA;526305401152111; BESILATO ATRACURIO; BESILATO ATRACURIO; 10 MG/ML SOL INJ IV CX 25 AMP VD INC X 5 ML (EMB HOSP); NVA
