77003, CARVEDILOL, CARVEDILOL, CPR 25 MG x 30, MD7,525071504114119, CARVEDILOL, CARVEDILOL, 25 MG COM CT BL AL/AL X 30, MD7
61995, VERTIGIUM, NOT FOUND, CPR 10 MG x 50, N_Q,519016701111419, VERTIGIUM, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 50, N_Q
69197, OXCARBAZEPINA, OXCARBAZEPINA, CPR REVEST 600 MG x 30, MD7,525067606110114, OXCARBAZEPINA, OXCARBAZEPINA, 600 MG COM REV CT BL AL PLAST INC X 30, MD7
59259, MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 2 MG x 10, SDZ,511506301114111, MESILATO DOXAZOSINA, MESILATO DOXAZOSINA, 2 MG COM CT BL AL PLAS INC X 10, SDZ
78252, SINVASTATINA, SINVASTATINA, CPR REVEST 40 MG x 30, E3S,507722509110111, SINVASTATINA, SINVASTATINA, 40 MG COM REV CT BL AL PLAS OPC X 30, E3S
61721, AMLOVASC, NOT FOUND, CPR 10 MG x 20, SDZ,511500405112416, AMLOVASC, NOT FOUND, 10 MG COM CT BL AL PLAS LEIT X 20, SDZ
71539, AROTIN, NOT FOUND, CPR REVEST 20 MG x 20, SDZ,511510403112416, AROTIN, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 20, SDZ
64526, PANTOPAZ, NOT FOUND, CPR REVEST 20 MG x 14, SDZ,511515401118116, PANTOPRAZOL SODICO, PANTOPRAZOL SODICO SESQUI-HIDRATADO, 20 MG COM REV CT BL AL/AL X 14, SDZ
61533, PREDINIS, NOT FOUND, CPR 5 MG x 20, LG6,538809102111413, PREDINIS, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 20, LG6
74302, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 60, SDZ,511508615116111, SINVASTATINA, SINVASTATINA, 20 MG COM REV CT BL AL PLAS INC X 60, SDZ
76783, FENOFIBRATO, FENOFIBRATO, CAPS 200 MG x 30, GM2,526131401111111, FENOFIBRATO, FENOFIBRATO, 200 MG CAP GEL DURA CT BL AL PLAS OPC X 30, GM2
64733, LOZIL, NOT FOUND, CPR REVEST 900 MG x 12, N_Q,519019401119419, LOZIL, NOT FOUND, 900 MG COM REV CT BL AL PLAS INC X 12, N_Q
80681, FUM QUETIAPINA, NOT FOUND, CPR REVEST 25 MG x 30, GM2,526136004119115, FUMARATO QUETIAPINA, NOT FOUND, 25 MG COM REV CT BL AL PLAS OPC X 30, GM2
69560, TOPIRAMATO, TOPIRAMATO, CPR REVEST 50 MG x 60, GM2,526125903117111, TOPIRAMATO, TOPIRAMATO, 50 MG COM REV CT BL AL PLAS LEIT X 60, GM2
68975, MESALAZINA, MESALAZINA, CPR REVEST 800 MG x 30, E3S,507731902113111, MESALAZINA, MESALAZINA, 800 MG COM REV CT BL AL PLAS LEIT X 30, E3S
65207, VALTRIAN, NOT FOUND, CPR REVEST 50 MG x 30, MD7,525065803113411, VALTRIAN, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 30, MD7
65161, LIPOTEX, NOT FOUND, CPR REVEST 20 MG x 30, MD7,525065505112417, LIPOTEX, NOT FOUND, 20 MG COM REV CT BL AL PVC/PVDC INC X 30, MD7
79981, IMIQUIMODE, IMIQUIMODE, SACHE. 50 MG 0.25 G x 12 (/G), MD7,525072501161114, IMIQUIMODE, IMIQUIMODE, 50 MG/G CREM DERM CT 12 SACH X 0.25 G, MD7
77933, SOLLEVARE, NOT FOUND, CPR REVEST 50 MG x 12, E3S,507744511118417, SOLLEVARE, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 12, E3S
77704, TAR METOPROLOL, NOT FOUND, CPR REVEST 100 MG x 30, GM2,526131002118110, TARTARATO METOPROLOL, TARTARATO METOPROLOL, 100 MG COM REV CT BL AL PLAS OPC X 30, GM2
71375, GABAPENTINA, GABAPENTINA, CAPS 400 MG x 30, GM2,526126602110114, GABAPENTINA, GABAPENTINA, 400 MG CAP GEL DURA CT BL AL PLAS LEIT X 30, GM2
46656, DILAFLUX RETARD, NOT FOUND, CPR 20 MG x 20, MD7,525005106114412, DILAFLUX, NOT FOUND, 20 MG COM REV CT BL AL PLAS AMB X 20, MD7
66128, DEXAMETASONA, DEXAMETASONA, CPR 0.75 MG x 20, E3S,507709503112113, DEXAMETASONA, DEXAMETASONA, 0.75 MG COM CT BL AL PLAS BCO LEIT X 20, E3S
73719, BROMAZEPAM, BROMAZEPAM, CPR 3 MG x 20, SDZ,511514001116118, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 20, SDZ
81144, VALSARTANA, VALSARTANA, CPR REVEST 160 MG x 30, LG6,538806701111114, VALSARTANA, VALSARTANA, 160 MG COM REV CT BL AL AL X 30, LG6
61534, PREDINIS, NOT FOUND, CPR 20 MG x 10, LG6,538809101113412, PREDINIS, NOT FOUND, 20 MG COM CT BL AL PLAS INC X 10, LG6
76914, RISEDRONATO SOD, RISEDRONATO SODICO, CPR REVEST 35 MG x 2, E3S,507740302115110, RISEDRONATO SODICO, RISEDRONATO SODICO, 35 MG COM REV CT BL AL PLAS OPC X 2, E3S
78989, KOLEVAS, NOT FOUND, CPR REVEST 40 MG x 30, E3S,507743201115411, KOLEVAS, NOT FOUND, 40 MG COM REV CT BL AL/AL X 30, E3S
78693, ATORVASTATINA, ATORVASTATINA, CPR REVEST 20 MG x 30, LG6,538805603114110, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL/AL X 30, LG6
72557, FLUCONAZOL, FLUCONAZOL, CAPS 150 MG x 1, N_Q,519026001112118, FLUCONAZOL, FLUCONAZOL, 150 MG CAP GEL DURA CT BL AL PLAS INC X 1, N_Q
80206, VOLUNTA, NOT FOUND, CPR REVEST 40 MG x 30, MD7,525073815117418, VOLUNTA, NOT FOUND, 40 MG COM REV CT BL AL/AL X 30, MD7
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507714005117111, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG COM REV CT BL AL PLAS LEIT X 30, E3S
63625, MAGNOSTASE, NOT FOUND, CPR 2 MG x 12, N_Q,519018501111411, MAGNOSTASE, NOT FOUND, 2 MG COM CT BL AL PLAS INC X 12, N_Q
76121, CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA, CAPS L.P. 150 MG x 14, GM2,526130701111117, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 14, GM2
66085, ALBENDAZOL, ALBENDAZOL, CPR MASC 400 MG x 1, GM2,526118301115116, ALBENDAZOL, ALBENDAZOL, 400 MG COM MAST CT STR X 1, GM2
78057, BROM CITALOPRAM, NOT FOUND, CPR REVEST 20 MG x 30, GM2,526131901112115, BROMIDRATO CITALOPRAM, BROMIDRATO CITALOPRAM, 20 MG COM REV CT BL AL PLAS OPC X 30, GM2
77942, CIT SILDENAFILA, CITRATO SILDENAFILA, CPR REVEST 50 MG x 1, GM2,526133003111116, CITRATO SILDENAFILA, CITRATO SILDENAFILA, 50 MG COM REV CT BL AL PLAS OPC X 1, GM2
77277, FENOFIBRATO, FENOFIBRATO, CAPS 200 MG x 30, E3S,507740501118111, FENOFIBRATO, FENOFIBRATO, 200 MG CAP GEL DURA CT BL AL PLAS OPC X 30, E3S
52081, DORIFLAN, NOT FOUND, DRAG 50 MG x 20, LR3,524302802117419, DORIFLAN, NOT FOUND, 50 MG DRG CT BL AL PLAS INC X 20, LR3
76944, LOSARTAN POTAS, NOT FOUND, CPR REVEST 100 MG x 30, N_Q,519029902110111, LOSARTANA POTASSICA, LOSARTANA POTASSICA, 100 MG COM REV CT BL AL PLAS INC X 30, N_Q
66095, BROMAZEPAM, BROMAZEPAM, CPR 3 MG x 20, GM2,526120001115112, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 20, GM2
64582, LANSOPRAZOL, LANSOPRAZOL, CAPS 30 MG x 7, E3S,507726601119112, LANSOPRAZOL, LANSOPRAZOL, 30 MG CAP GEL DURA C/ MICROG LIB RET CT BL AL PLAS INC X 7, E3S
54511, NEOTAFLAN, NOT FOUND, DRAG 50 MG x 20, N_Q,519013101113416, NEOTAFLAN, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 20, N_Q
65519, ACICLOVIR, ACICLOVIR, CPR 200 MG x 25, N_Q,519000102116115, ACICLOVIR, ACICLOVIR, 200 MG COM CT BL AL PLAS INC X 25, N_Q
52089, ENERGIL C EFERVESC, NOT FOUND, ROSE HIPS 2 G x 10, E3S,507712304133412, ENERGIL C, NOT FOUND, 2 G COMP EFERV C/10, E3S
75040, MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 2 MG x 30, BF8,504612401116117, MESILATO DOXAZOSINA, MESILATO DOXAZOSINA, 2 MG COM CT BL AL PLAS INC X 30, BF8
68173, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 30 MG x 50, LG6,538813301113112, CLORIDRATO DILTIAZEM, CLORIDRATO DILTIAZEM, 30 MG COM CT FR PLAS OPC X 50, LG6
75536, NAPROFLEN, NOT FOUND, CPR 250 MG x 15, SDZ,511514902113410, NAPROFLEN, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 15, SDZ
78246, VIDENFIL, NOT FOUND, CPR 100 MG x 4, SDZ,511517002113419, VIDENFIL, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 4, SDZ
78251, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30, E3S,507722508114111, SINVASTATINA, SINVASTATINA, 20 MG COM REV CT BL AL PLAS OPC X 30, E3S
52317, KETOMICOL, NOT FOUND, CPR 200 MG x 10, LR3,524304601119410, KETOMICOL, NOT FOUND, 200 MG COM CT FR PLAS OPC X 10, LR3
60185, NEOFLOXIN, NOT FOUND, CPR 400 MG x 14, N_Q,519011502110411, NEOFLOXIN, NOT FOUND, 400 MG COM REV CT BL AL PLAS INC X 14, N_Q
68206, CETOCONAZOL, CETOCONAZOL, CPR 200 MG x 10, LG6,538807902119110, CETOCONAZOL, CETOCONAZOL, 200 MG COM CT BL AL PLAS BCO LEIT X 10, LG6
70869, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, LG6,538815901118111, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 5 MG COM CT BL AL / AL X 30, LG6
64113, RAMIPRIL, RAMIPRIL, CPR 5 MG x 30, SDZ,511514202111113, RAMIPRIL, RAMIPRIL, 5 MG COM CT STR AL/AL X 30, SDZ
74641, CLOR RANITIDINA, CLORIDRATO RANITIDINA, CPR REVEST 300 MG x 20, GM2,526127303117115, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COM REV CT STR X 20, GM2
8451, POLARAMINE, NOT FOUND, REPETABS 6 MG x 12, MQF,512403504118319, POLARAMINE, NOT FOUND, 6 MG DRG (REPETABS) CT BL AL PLAST INC X 12, MQF
73375, MAGNOSTASE, NOT FOUND, CPR 2 MG x 200, N_Q,519018502116417, MAGNOSTASE, NOT FOUND, 2 MG COM CT BL AL PLAS INC X 200, N_Q
77966, CANDESARTA CILE, CANDESARTANA CILEXETILA, CPR 16 MG x 30, SDZ,511516401111111, CANDESARTANA CILEXETILA, CANDESARTANA CILEXETILA, 16 MG COM CT BL AL/AL X 30, SDZ
74921, NIMESULIDA, NIMESULIDA, CPR 100 MG x 12, LG6,538800201115111, NIMESULIDA, NIMESULIDA, 100 MG COM CT BL AL PLAS INC X 12, LG6
82727, MIOFIBRAX, NOT FOUND, CPR REVEST 5 MG x 15, LG6,538805102115416, MIOFIBRAX, NOT FOUND, 5 MG COM REV CT BL AL PLAS OPC X 15, LG6
68967, LEVOFLOXACINO, LEVOFLOXACINO, CPR REVEST 500 MG x 10, E3S,507733501116114, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS LEIT X 10, E3S
55778, CORTICORTEN, NOT FOUND, CPR 5 MG x 20, N_Q,519002901113415, CORTICORTEN, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 20, N_Q
76110, CIBRATO, NOT FOUND, CPR 100 MG x 10, MQF,512406301110415, CIBRATO, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 10, MQF
71601, ATENOLOL, ATENOLOL, CPR 50 MG x 30, LG6,538807603111118, ATENOLOL, ATENOLOL, 50 MG COM CT BL AL PLAS OPC X 30, LG6
75910, RAZAPINA, NOT FOUND, CPR REVEST 30 MG x 14, SDZ,511515602113413, RAZAPINA, NOT FOUND, 30 MG COM REV CT BL AL/PLAS INC X 14, SDZ
79980, IMIQUIMODE, IMIQUIMODE, SACHE. 50 MG 0.25 G x 6 (/G), MD7,525072502166111, IMIQUIMODE, IMIQUIMODE, 50 MG/G CREM DERM CT 6 SACH X 0.25 G, MD7
66752, MELOXICAM, MELOXICAM, CPR 15 MG x 10, GM2,526119701117114, MELOXICAM, MELOXICAM, 15 MG COM CT BL AL PLAS BCO LEIT X 10, GM2
79620, CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA, CAPS L.P. 37.5 MG x 15, MD7,525068505113116, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 37.5 MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 15, MD7
78655, CLO HIDROXIZINA, NOT FOUND, CPR 25 MG x 30, E3S,507740902112112, CLORIDRATO HIDROXIZINA, NOT FOUND, 25 MG COM CT FR PLAS OPC X 30, E3S
69864, MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 2 MG x 30, GM2,526123201115110, MESILATO DOXAZOSINA, MESILATO DOXAZOSINA, 2 MG COM CT BL AL PLAS LEIT X 30, GM2
57216, NEO FOLICO, NOT FOUND, CPR 5 MG x 20, N_Q,519011601119417, NEO FOLICO, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 20, N_Q
76202, SIBUCTIL, NOT FOUND, CAPS 10 MG x 30, E3S,507741302119416, SIBUCTIL, NOT FOUND, 10 MG CAP GEL DURA CT BL AL PLAS OPC X 30, E3S
77008, CARVEDILOL, CARVEDILOL, CPR 25 MG x 15, MD7,525071501115114, CARVEDILOL, CARVEDILOL, 25 MG COM CT BL AL/AL X 15, MD7
68300, TIABENDAZOL, TIABENDAZOL, CPR 500 MG x 6, GM2,526122001112111, TIABENDAZOL, TIABENDAZOL, 500 MG COM CT BL AL PLAS LEIT X 6, GM2
58872, MELOXICAM, MELOXICAM, CPR 15 MG x 10, MD7,525064001110110, MELOXICAM, MELOXICAM, 15 MG COM CT BL AL PLAST INC X 10, MD7
68306, TOPIRAMATO, TOPIRAMATO, CPR REVEST 25 MG x 60, E3S,507735002117111, TOPIRAMATO, TOPIRAMATO, 25 MG COM REV CT BL AL PLAS LEIT X 60, E3S
78119, HIDROCLOROTIAZI, NOT FOUND, CPR 25 MG x 30, N_Q,519005503119116, HIDROCLOROTIAZIDA, HIDROCLOROTIAZIDA, 25 MG COM CT BL AL PLAS INC X 30, N_Q
77154, DESLORATADINA, DESLORATADINA, CPR REVEST 5 MG x 10, E3S,507740101111118, DESLORATADINA, DESLORATADINA, 5 MG COM REV CT BL AL PLAS OPC X 10, E3S
95677, DIAZEPAM, DIAZEPAM, CPR 10 MG x 30, E3S,507709705114117, DIAZEPAM, DIAZEPAM, 10 MG COM CT BL AL PLAS INC X 30, E3S
76379, SIMETICONA, SIMETICONA, CPR 40 MG x 20, SDZ,511515502119118, SIMETICONA, SIMETICONA, 40 MG COM CT BL AL PLAS INC X 20, SDZ
52088, ENERGIL C, NOT FOUND, ROSE HIPS 1 G x 10, E3S,507712301134418, ENERGIL C, NOT FOUND, 1 G COMP EFERV C/10, E3S
56697, CLARITROMICINA, CLARITROMICINA, CPR REVEST 250 MG x 14, MD7,525002902114116, CLARITROMICINA, CLARITROMICINA, 250 MG COM REV CT BL AL PLAS INC X 14, MD7
77946, CIT SILDENAFILA, CITRATO SILDENAFILA, CPR REVEST 100 MG x 4, GM2,526133002115118, CITRATO SILDENAFILA, CITRATO SILDENAFILA, 100 MG COM REV CT BL AL PLAS OPC X 4, GM2
76556, MALEA MIDAZOLAM, MALEATO MIDAZOLAM, CPR REVEST 15 MG x 20, MD7,525071102113118, MALEATO MIDAZOLAM, MALEATO MIDAZOLAM, 15 MG COM REV CT BL AL PLAS INC X 20, MD7
59250, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, SDZ,511503503115112, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 20 MG COM CT BL AL/AL X 30, SDZ
69964, PARACETAMOL, PARACETAMOL, CPR 750 MG x 200, N_Q,519014109118113, PARACETAMOL, PARACETAMOL, 750 MG COM DISPLAY BL AL PLAS LAR X 200, N_Q
69525, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 100 MG x 14, LG6,538817702112111, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 100 MG COM REV CT BL AL PLAS OPC X 14, LG6
73692, LORSACOR, NOT FOUND, CPR REVEST 50 MG x 30, SDZ,511506004111418, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 30, SDZ
57259, ENAPROTEC, NOT FOUND, CPR 20 MG x 30, SDZ,511503605112414, ENAPROTEC, NOT FOUND, 20 MG COM CT BL AL/AL X 30, SDZ
80414, ROSTATIN, NOT FOUND, CPR REVEST 20 MG x 30, GM2,526135602111411, ROSTATIN, NOT FOUND, 20 MG COM REV CT BL AL/AL X 30, GM2
72991, CLONAZEPAM, CLONAZEPAM, CPR 2 MG x 30, MD7,525065707114119, CLONAZEPAM, CLONAZEPAM, 2 MG COM CT BL AL PLAS INC X 30, MD7
53434, HECLIVIR, NOT FOUND, CPR 200 MG x 25, N_Q,519005401111418, HECLIVIR, NOT FOUND, 200 MG COM CT BL AL PLAS AMB X 25, N_Q
78273, ATORVASTATINA, ATORVASTATINA, CPR REVEST 20 MG x 60, E3S,507743403117113, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL AL X 60, E3S
57638, MEBENDAZOL, MEBENDAZOL, CPR 100 MG x 6, N_Q,519007001110119, MEBENDAZOL, MEBENDAZOL, 100 MG COM CT BL AL PLAS INC X 6, N_Q
77004, CARVEDILOL, CARVEDILOL, CPR 6.25 MG x 30, MD7,525071507113113, CARVEDILOL, CARVEDILOL, 6.25 MG COM CT BL AL/AL X 30, MD7
69521, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 250 MG x 7, MD7,525067704112111, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 250 MG COM REV CT BL AL PLAS INC X 7, MD7
76496, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 250 MG x 14, GM2,526120903119111, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 250 MG COM REV CT BL AL PLAS OPC X 14, GM2
62305, FLUCONAZOL, FLUCONAZOL, CAPS 150 MG x 2, E3S,507713802110110, FLUCONAZOL, FLUCONAZOL, 150 MG CAP GEL DURA CT BL AL PLAS INC X 2, E3S
78713, MILGAMMA, NOT FOUND, DRAG 150 MG x 30, MQF,512406702115310, MILGAMMA, NOT FOUND, 150 MG DRG CT BL AL PLAS INC X 30, MQF
72323, CARBAMAZEPINA, CARBAMAZEPINA, CPR 200 MG x 30, MD7,525068203117119, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 30, MD7
62534, CLO, NOT FOUND, CPR REVEST 10 MG x 20, E3S,507714008116114, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 10 MG CAP GEL DURA CT BL AL PLAS INC X 20, E3S
63920, PANTOPAZ, NOT FOUND, CPR REVEST 40 MG x 14, SDZ,511507504116417, PANTOPAZ, NOT FOUND, 40 MG COM REV CT BL AL/AL X 14, SDZ
69520, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 14, MD7,525067705119111, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 14, MD7
77932, SOLLEVARE, NOT FOUND, CPR REVEST 50 MG x 8, E3S,507744510111419, SOLLEVARE, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 8, E3S
61988, LANZACOR, NOT FOUND, CPR REVEST 50 MG x 28, N_Q,519006202112412, LANZACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 28, N_Q
76262, PANTOPRAZOL, PANTOPRAZOL, CPR REVEST 20 MG x 42, MD7,525009607118111, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL/AL X 42, MD7
58396, ENDCOFF, NOT FOUND, PAST MENTA x 12, E3S,507712202111411, ENDCOFF, NOT FOUND, PAST MEL E LIMAO C/12UN, E3S
78675, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 60, E3S,507722506111115, SINVASTATINA, SINVASTATINA, 20 MG COM REV CT BL AL PLAS OPC X 60, E3S
72990, CLONAZEPAM, CLONAZEPAM, CPR 2 MG x 20, MD7,525065706118110, CLONAZEPAM, CLONAZEPAM, 2 MG COM CT BL AL PLAS INC X 20, MD7
58818, BROMAZEPAM, BROMAZEPAM, CPR 3 MG x 30, MD7,525001402118114, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 30, MD7
47410, NEO MEBEND, NOT FOUND, CPR 100 MG x 6, N_Q,519012001115419, NEOMEBEND, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 6, N_Q
68265, LORAZEPAM, LORAZEPAM, CPR 2 MG x 20, LG6,538814002111116, LORAZEPAM, LORAZEPAM, 2 MG COM CT BL AL PLAS OPC X 20, LG6
69195, OXCARBAZEPINA, OXCARBAZEPINA, CPR REVEST 300 MG x 30, MD7,525067602115111, OXCARBAZEPINA, OXCARBAZEPINA, 300 MG COM REV CT BL AL PLAST INC X 30, MD7
77981, SINVASTATINA, SINVASTATINA, CPR REVEST 80 MG x 10, SDZ,511508614111116, SINVASTATINA, SINVASTATINA, 80 MG COM REV CT BL AL PLAS INC X 10, SDZ
80416, ROSUVASTATI CAL, NOT FOUND, CPR REVEST 20 MG x 30, GM2,526135402110111, ROSUVASTATINA CALCICA, ROSUVASTATINA CALCICA, 20 MG COM REV CT BL AL/AL X 30, GM2
59058, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR 500 MG x 10, SDZ,511502005111117, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 10, SDZ
57774, NIMALGEX, NOT FOUND, CPR 100 MG x 12, SDZ,511507201113411, NIMALGEX, NOT FOUND, 100 MG COM CT BL AL PLAS AMB X 12, SDZ
58555, FLUCONAZOL, FLUCONAZOL, CAPS GELATIN 150 MG x 1, MD7,525006101116113, FLUCONAZOL, FLUCONAZOL, 150 MG CX C/ 1, MD7
62447, CIPROCILIN, NOT FOUND, CPR REVEST 500 MG x 14, LG6,538812701118415, CIPROCILIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS OPC X 14, LG6
162437, OMEPRAZOL, OMEPRAZOL, CAPS 20 MG x 42, MD7,525009308110119, OMEPRAZOL, OMEPRAZOL, 20 MG CAP GEL DURA C/ MCGRAN CT BL AL PLAS INC X 42, MD7
77598, MORATUS, NOT FOUND, CPR REVEST 20 MG x 30, MD7,525072001116411, MORATUS, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 30, MD7
78995, ATORVASTATINA, ATORVASTATINA, CPR REVEST 20 MG x 30, GM2,526133203110113, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL AL X 30, GM2
64104, MIRTAZAPINA, MIRTAZAPINA, CPR REVEST 30 MG x 28, SDZ,511515201119119, MIRTAZAPINA, MIRTAZAPINA, 30 MG COM REV CT BL AL PLAS INC X 28, SDZ
75908, RAZAPINA, NOT FOUND, CPR REVEST 45 MG x 28, SDZ,511515604116411, RAZAPINA, NOT FOUND, 45 MG COM REV CT BL AL/PLAS INC X 28, SDZ
48593, NEO BENDAZOL, NOT FOUND, CPR 200 MG x 2, N_Q,519008001114414, NEO BENDAZOL, NOT FOUND, 200 MG COM CT BL AL PLAS INC X 2, N_Q
61103, LISINOPRIL, LISINOPRIL, CPR 20 MG x 10, MD7,525007304118119, LISINOPRIL, LISINOPRIL, 20 MG COM CT BL AL PLAS INC X 10, MD7
71621, RISPERIDONA, RISPERIDONA, CPR REVEST 1 MG x 60, SDZ,511516102114117, RISPERIDONA, RISPERIDONA, 1 MG COM REV CT BL AL PLAS INC X 60, SDZ
71822, CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA, CAPS L.P. 75 MG x 15, MD7,525068501118113, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 75 MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 15, MD7
76980, GLIMEPIRIDA, GLIMEPIRIDA, CPR 4 MG x 60, GM2,526131102112114, GLIMEPIRIDA, GLIMEPIRIDA, 4 MG COM CT BL PLAS OPC X 60, GM2
68308, PREDNISONA, PREDNISONA, CPR 20 MG x 10, N_Q,519023901112111, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 10, N_Q
72519, GLIMEPIRIDA, GLIMEPIRIDA, CPR 1 MG x 30, MD7,525068903119114, GLIMEPIRIDA, GLIMEPIRIDA, 1 MG COM CT BL AL PLAS INC X 30, MD7
76246, CLO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CAPS 15 MG x 30, E3S,507740002111111, CLORIDRATO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 15 MG CAP GEL DURA CT BL AL PLAS OPC X 30, E3S
77596, MORATUS, NOT FOUND, CPR REVEST 20 MG x 20, MD7,525072002112411, MORATUS, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 20, MD7
69118, MESALAZINA, MESALAZINA, CPR REVEST 800 MG x 30, LG6,538810001119110, MESALAZINA, MESALAZINA, 800 MG COM REV CT BL AL PLAS LEIT X 30, LG6
64497, CETOCONAZOL, CETOCONAZOL, CPR 200 MG x 10, N_Q,519002102113112, CETOCONAZOL, CETOCONAZOL, 200 MG COM CT BL AL PLAST INC X 10, N_Q
70022, ALPRAZOLAM, ALPRAZOLAM, CPR 0.25 MG x 30, GM2,526118404119114, ALPRAZOLAM B1, NOT FOUND, 0.25 MG COM CT BL AL PLAS INC X 30, GM2
83348, VALSACOR, NOT FOUND, CPR REV . 80 MG x 30, LG6,538807101116415, VALSACOR, NOT FOUND, 80 MG COM REV CT BL AL/AL X 30, LG6
78272, ATORVASTATINA, ATORVASTATINA, CPR REVEST 20 MG x 30, E3S,507743407112116, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL AL X 30, E3S
67942, BROMAZEPAM, BROMAZEPAM, CPR 6 MG x 30, E3S,507725202113112, BROMAZEPAM, BROMAZEPAM, 6 MG COM CT BL AL PLAS INC X 30, E3S
72558, FLUCONAZOL, FLUCONAZOL, CAPS 150 MG x 2, N_Q,519026002119116, FLUCONAZOL, FLUCONAZOL, 150 MG CAP GEL DURA CT BL AL PLAS INC X 2, N_Q
