73676; CLO TICLOPIDINA; CLORIDRATO TICLOPIDINA; CPR REVEST 250 MG x 30; LG6;5,08026E+14; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV CT BL AL PLAS INCX 30; EUF
63893; CEFADROXILA; CEFADROXILA; CAPS 500 MG x 8; MD7;5,07704E+14; CEFADROXIL; NOT FOUND; 500MG 1 BL X 8 CAPS; E3S
59529; SULFATO TERBUTA; SULFATO TERBUTALINA; XAROPE 0.30 MG 100 ML x 1 (/ML); MD7;5,07738E+14; SULFATO TERBUTALINA; SULFATO TERBUTALINA; 0.3 MG/ML XPE CT FR VD AMB X 100 ML + CP MED ; E3S
57282; MASSAGEOL; NOT FOUND; AERO 120 ML x 1; N_Q;5,19007E+14; MASSAGEOL; NOT FOUND; TUBO AL C/120 ML; N_Q
145089; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 5; N_Q;5,11516E+14; AZITROMICINA; AZITROMICINA;  500 MG COM REV CT BL AL PLAS OPC X 5; SDZ
63161; NITRA MICONAZOL; NITRATO MICONAZOL; PO 20 MG 30 G x 1 (/G); E3S;5,31608E+14; NITRATO MICONAZOL; NITRATO MICONAZOL; 20 MG/G PO TOP CT FR PLAS OPC X 30 GR; NO_ACR
75176; CLOR TRAMADOL; CLORIDRATO TRAMADOL; GOTAS 100 MG 10 ML x 1 (/ML); N_Q;5,25305E+14; CLORIDRATO TRAMADOL; CLORIDRATO TRAMADOL; 100 MG/ML SOL OR CT FR VD AMB CGT X 10 ML; NO_ACR
62750; PREDNISONA; PREDNISONA; CPR 5 MG x 20; BF8;5,04602E+14; PREDNISONA; PREDNISONA; 5MG COM CT BL AL PLAS INC X 20; BF8
113408; CLO VENLAFAXINA; CLORIDRATO VENLAFAXINA; CAPS L.P. 150 MG x 30; GM2;5,25069E+14; CLORIDRATO VENLAFAXINA; CLORIDRATO VENLAFAXINA; 150MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 30; MD7
80050; STILNOX CR; NOT FOUND; CPR 12.5 MG x 20; S_A;5,02821E+14; STILNOX CR; NOT FOUND; 12.5 MG COM MULT LIB PROL CT BL AL PLAS INC X 20; NO_ACR
32308; ZYLIUM; NOT FOUND; CPR 150 MG x 20; FAS;5,08707E+14; ZYLIUM; NOT FOUND; 150 MG COMP REV CT 2 BL AL PLAST INC X 10; FAS
76185; LACTULIV; NOT FOUND; XAROPE AMEIX 667 MG 120 ML x 1 (/ML); LG6;5,38806E+14; LACTULIV; NOT FOUND; 667 MG/ML XPE CT FR VD AMB X 120 ML + CP MED (SABOR SALADA DE FRUTAS); LG6
66706; DESONIDA; DESONIDA; POM. 0.50 MG 30 G x 1 (/G); GM2;5,25064E+14; DESONIDA; DESONIDA; 0.5 MG/G CREM DERM CT BG AL X 30 G ; MD7
77323; CITALOPRAM; CITALOPRAM; CPR REVEST 20 MG x 28; E3S;5,06902E+14; CITALOPRAM; CITALOPRAM; 20 MG COM REV CT 2 BL AL PLAS X 14; NO_ACR
72991; CLONAZEPAM; CLONAZEPAM; CPR 2 MG x 30; MD7;5,08024E+14; CLONAZEPAM; CLONAZEPAM; 2 MG COM REV CT BL AL PLAS INC X 30; EUF
64447; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 500 MG x 30; E3S;5,31605E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
66092; BETAMETASONA; BETAMETASONA; CPR 2 MG x 10; GM2;5,07727E+14; BETAMETASONA; BETAMETASONA; 2.0MG COM CT BL AL PLAS BCO LEIT X 10; E3S
69768; CETOPROFENO; CETOPROFENO; GEL. 25 MG 30 G x 1 (/G); LG6;5,25003E+14; CETOPROFENO; CETOPROFENO; 25 MG/G GEL CT BG AL X 30 G; MD7
73718; BROMAZEPAM; BROMAZEPAM; CPR 3 MG x 30; SDZ;5,11514E+14; BROMAZEPAM; BROMAZEPAM; 3 MG COM CT BL ALPLAS INC X 30; SDZ
56381; CAPTOPRIL; CAPTOPRIL; CPR 50 MG x 60; MD7;5,37101E+14; CAPTOPRIL; CAPTOPRIL; 50.00 MG COM CT BL AL PLAS INC X 60 (EMB FRAC); NO_ACR
66674; ACETON TRIANCIN; NOT FOUND; POM.BUCAL 1 MG 10 G x 1 (/G); GM2;5,10411E+14; ACETONIDA TRIANCINOLONA; NOT FOUND; 1 MG/G POM BUCAL CT BG AL X 10 G; GOB
68735; GLIANSOR; NOT FOUND; CPR 4 MG x 30; LG6;5,38814E+14; GLIANSOR; NOT FOUND; 4 MG COM CT BL AL PLAS INC X 30; LG6
70209; CETOCONAZOL CRE; NOT FOUND; CREME 20 MG 30 G x 1 (/G); GM2;5,31611E+14; CETOCONAZOL; CETOCONAZOL; 20 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
76513; SIMETICONA; SIMETICONA; GOTAS 75 MG 15 ML x 1 (/ML); SDZ;5,38816E+14; SIMETICONA; SIMETICONA; 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML; LG6
48132; SYLADOR; NOT FOUND; AMP. 50 MG 1 ML x 6; S_A;5,02819E+14; SYLADOR; NOT FOUND; 50 MG SOL INJ CX 6 AMP VD INC X 1 ML; NO_ACR
73840; MALENA; NOT FOUND; CPR 5 MG x 30; E3S;5,19023E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 5 MG COM CT ENV AL X 30; N_Q
73393; MALEAT DEXCLORF; MALEATO DEXCLORFENIRAMINA; CREME 10 MG 30 G x 1 (/G); E3S;5,25008E+14; MALEATO DEXCLORFENIRAMINA; MALEATO DEXCLORFENIRAMINA; 10 MG/G CREM DERM CT BG AL X 30 G; MD7
73554; FENOBARBITAL; FENOBARBITAL; CPR 100 MG x 20; S_A;5,10003E+14; FURP FENOBARBITAL; NOT FOUND; 100 MG COM CX 25 BL AL PLAS INC X 20 (EMB HOSP); NO_ACR
57021; BROMAZEPAM; BROMAZEPAM; CPR 6 MG x 20; E3S;5,08001E+14; BROMAZEPAM; BROMAZEPAM; 6 MG COM CT BL AL PLAS INC X 20; EUF
101664; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CAPS 20 MG x 30; N_Q;5,21104E+14; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG CAP CT BL AL PLAS INC X 30; NO_ACR
59015; NORFLOXACINO; NORFLOXACINO; CPR REVEST 400 MG x 14; SDZ;5,25904E+14; NORFLOXACINO; NORFLOXACINO; 400 MG COM REV CT BL AL/AL14 ; MB9
73897; LOSARTAN POTAS; NOT FOUND; CPR REVEST 50 MG x 30; GM2;5,21109E+14; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
100282; OMEPRAZOL; OMEPRAZOL; CAPS 20 MG x 14; SDZ;5,06502E+14; OMEPRAZOL; OMEPRAZOL; 20 MG CAPS GEL DURA CT BL AL/AL X 14; NO_ACR
75464; MELOXICAM; MELOXICAM; CPR 15 MG x 10; N_Q;5,07717E+14; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PLAS BCO LEIT X 10; E3S
73549; DIPIRONA SODICA; NOT FOUND; CPR 500 MG x 240; S_A;5,381E+14; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); B0B
69654; CEFALEXINA; CEFALEXINA; CPR REVEST 500 MG x 60; E3S;5,07705E+14; CEFALEXINA; CEFALEXINA; 500MG X 60 COMP REV (EMB FRAC); E3S
59048; BES ANLODIPINO; BESILATO ANLODIPINO; CPR 10 MG x 20; MD7;5,11512E+14; BESILATO ANLODIPINO; BESILATO ANLODIPINO; 10 MG COM CT BL AL/AL X 20; SDZ
73627; ALPRAZOLAM; ALPRAZOLAM; CPR 0.50 MG x 30; MD7;5,25308E+14; ALPRAZOLAM; ALPRAZOLAM; 0.5 MG COM CT BL AL PLAS INC X 30; NO_ACR
56377; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 30; MD7;5,065E+14; CAPTOPRIL; CAPTOPRIL; 25 MG COMP CT 3 BL AL PLAS INC X 10; NO_ACR
61527; ACICLOVIR; ACICLOVIR; CPR 200 MG x 25; SDZ;5,21126E+14; ACICLOVIR; ACICLOVIR; 200 MG COM CT BL AL PLAS INC X 25; NO_ACR
69535; HIDROCLOROTIAZI; NOT FOUND; CPR 50 MG x 20; LG6;5,26126E+14; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 50 MG COM CT BL AL PLAS LEIT X 20; GM2
73304; NIMESULIDA; NIMESULIDA; GOTAS 50 MG 15 ML x 1 (/ML); N_Q;5,25009E+14; NIMESULIDA; NIMESULIDA; 50MG/ML GTS FR X 15ML; MD7
76411; GLIMEPIRIDA; GLIMEPIRIDA; CPR 2 MG x 30; N_Q;5,26131E+14; GLIMEPIRIDA; GLIMEPIRIDA; 2 MG COM CT BL AL PLAS OPC X 30; GM2
73304; NIMESULIDA; NIMESULIDA; GOTAS 50 MG 15 ML x 1 (/ML); N_Q;5,16708E+14; NIMESULIDA; NIMESULIDA; 50 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML; NO_ACR
63247; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 850 MG x 30; MD7;5,21104E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM REV CT 2 BL AL PLAS INC X 15; NO_ACR
83358; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 4; MD7;5,07743E+14; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS OPC X 4; E3S
45785; CYSTEX; NOT FOUND; DRAG x 24; E3S;5,07709E+14; CYSTEX; NOT FOUND; FR C/24 DRG; E3S
56331; PRANDIN; NOT FOUND; CPR 0.50 MG x 30; MD7;5,2501E+14; PRANDIN; NOT FOUND; 0.5 MG COMP CT 2 BL X 15; MD7
77238; CLOR PAROXETINA; CLORIDRATO PAROXETINA HEMI-HIDRATADO; CPR REVEST 20 MG x 30; SDZ;5,25304E+14; CLORIDRATO PAROXETINA; CLORIDRATO PAROXETINA HEMI-HIDRATADO; 20 MG COM REV CT 3 BL AL PLAS INC X 10; NO_ACR
66107; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 500 MG x 30; GM2;5,21104E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT 2 BL AL PLAS INC X 15; NO_ACR
78030; PARACETAMOL; PARACETAMOL; SUSP ORAL 32 MG 60 ML x 1 (/ML); MD7;5,31615E+14; PARACETAMOL; PARACETAMOL; 32 MG/ML SUS OR CT FR PLAS TRANS X 60 ML + CP MED; NO_ACR
32875; OTOMIXYN; NOT FOUND; GOTAS OTO. 5 ML x 1; E3S;5,0772E+14; OTOMIXYN; NOT FOUND; SOL OTO CT FR PLAS OPC GOT X 5 ML; E3S
76492; CLO VENLAFAXINA; CLORIDRATO VENLAFAXINA; CAPS L.P. 150 MG x 30; LG6;5,25069E+14; CLORIDRATO VENLAFAXINA; CLORIDRATO VENLAFAXINA; 150MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 30; MD7
58820; BROMAZEPAM; BROMAZEPAM; CPR 6 MG x 30; MD7;5,25001E+14; BROMAZEPAM; BROMAZEPAM; 6 MG COM CT BL AL PLAS INC X 30; MD7
77459; DESLORATADINA; DESLORATADINA; XAR. 0.50 MG 60 ML x 1 (/ML); GM2;5,25309E+14; DESLORATADINA; DESLORATADINA; 0.5 MG/ML XPE CT FR VD AMB X 60 ML + SER DOS     ; NO_ACR
63893; CEFADROXILA; CEFADROXILA; CAPS 500 MG x 8; MD7;5,07704E+14; CEFADROXIL; NOT FOUND; 500 MG 1 BL X 8 CAPS; E3S
66775; PANTOPRAZOL; PANTOPRAZOL; CPR REVEST 40 MG x 28; GM2;5,11515E+14; PANTOPRAZOL SODICO; PANTOPRAZOL SODICO SESQUI-HIDRATADO; 40 MG COM REV CT BL AL/AL X 28; SDZ
72270; ACECLOFENACO; ACECLOFENACO; CREME DERMAT 15 MG 30 G x 1 (/G); GM2;5,07737E+14; ACECLOFENACO; ACECLOFENACO; 15 MG / G CREME DERM CT BG AL X 30 G; E3S
63999; LISINOPRIL; LISINOPRIL; CPR 20 MG x 30; GM2;5,11505E+14; LISINOPRIL; LISINOPRIL; 20 MG COM CT BL AL PLAS BCO OPC X 30; SDZ
29966; SILENCIUM; NOT FOUND; PASTILLAS x 20; S_A;5,02812E+14; SILENCIUM; NOT FOUND; PAS CT 5 STR X 4; NO_ACR
68493; LOSARTAN POTAS; NOT FOUND; CPR REVEST 50 MG x 30; FAS;5,0871E+14; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS LEIT X 30 ; FAS
71488; VAZY; NOT FOUND; CAPS 10 MG x 30; E3S;5,26125E+14; VAZY; NOT FOUND; 10 MG CAP GEL DURA CT 3 BL ALPVC PVDC AMB X 10; GM2
62752; PREDNISONA; PREDNISONA; CPR 20 MG x 10; BF8;5,20723E+14; PREDNISONA; PREDNISONA; 20 MG COM CT BL AL PLAS INC X 10; TTB
67929; ALENDRONATO SOD; ALENDRONATO SODIO TRI-HIDRATADO; CPR 70 MG x 2; E3S;5,07732E+14; ALENDRONATO SODICO; NOT FOUND; 70 MG COM CT BL AL PLAS LEIT X 2; E3S
72790; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; CPR REVEST 500 MG x 14; N_Q;5,25418E+14; CLORIDRATO CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; 500 MG COM REV CT BL AL PLAS INC X 14; NO_ACR
69768; CETOPROFENO; CETOPROFENO; GEL. 25 MG 30 G x 1 (/G); LG6;5,20733E+14; CETOPROFENO; CETOPROFENO; 25 MG/G GEL CT BG AL X 30G; TTB
66684; BUTILB ESCOPOLA; BUTILBROMETO ESCOPOLAMINA; GOTAS 10 MG 20 ML x 1 (/ML); GM2;5,11606E+14; BUTILBROMETO ESCOPOLAMINA; BUTILBROMETO ESCOPOLAMINA; 10 MG/ML CT FR PLAS OPC GOT X 20 ML; HPO
63994; DIMETICONA; DIMETICONA; CPR 40 MG x 20; GM2;5,28525E+14; DIMETICONA; DIMETICONA; 40 MG COM CT BL AL PLAS INC X 20; PZ8
78163; RAMIPRIL; RAMIPRIL; CPR SULCADO 5 MG x 30; MD7;5,2112E+14; RAMIPRIL; RAMIPRIL; 5 MG COM CT STRIP AL/AL X 30; NO_ACR
66801; PIROXICAM; PIROXICAM; CAPS 20 MG x 10; GM2;5,38802E+14; PIROXICAM; PIROXICAM; 20 MG COM SOL CT BL AL PLAS OPC X 10; LG6
69790; TIABENDAZOL POM; NOT FOUND; POM. 50 MG 45 G x 1 (/G); E3S;5,31613E+14; TIABENDAZOL; TIABENDAZOL; 50 MG/G POM DERM CT BG AL X 45 G; NO_ACR
69737; CLO SIBUTRAMINA; CLORIDRATO SIBUTRAMINA MONOIDRATADO; CAPS 15 MG x 30; MD7;5,2613E+14; CLORIDRATO SIBUTRAMINA; CLORIDRATO SIBUTRAMINA MONOIDRATADO; 15 MG CAP GEL DURA CT BL AL PLAS OPC X 30; GM2
71279; NIMESULIDA; NIMESULIDA; GOTAS 50 MG 15 ML x 1 (/ML); BF8;5,28528E+14; NIMESULIDA; NIMESULIDA; 50 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML; PZ8
72961; AC TR S N GR NI; NOT FOUND; CREME 30 G x 1; MD7;5,07726E+14; ACETO TRIA SULF NEO GRAM NIST; NOT FOUND; CR BISN X 30G; E3S
63994; DIMETICONA; DIMETICONA; CPR 40 MG x 20; GM2;5,06314E+14; DIMETICONA; DIMETICONA; 40 MG COM CT BL AL PLAS INC X 20; CF2
73799; ACICLOVIR; ACICLOVIR; CPR 200 MG x 10; BF8;5,01504E+14; ACICLOVIR; ACICLOVIR; 200 MG COM CT BL AL PLAS INC X 10; ATX
68178; CAPTOPRIL; CAPTOPRIL; CPR 50 MG x 30; LG6;5,00104E+14; CAPTOPRIL; CAPTOPRIL; 50 MG COM CT BL AL PLAS INC X 30; AOB
68169; BROMOPRIDA; BROMOPRIDA; SOLN ORAL 1 MG 120 ML x 1 (/ML); LG6;5,21123E+14; BROMOPRIDA; BROMOPRIDA; 1 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED; NO_ACR
68168; BROMAZEPAM; BROMAZEPAM; CPR 3 MG x 30; E3S;5,33001E+14; BROMAZEPAM; BROMAZEPAM; 3MG COM CT 3 BL AL PLAS INC X 10; U_Q
57983; DORILEN; NOT FOUND; GOTAS 15 ML x 1; LG6;5,26104E+14; DORILEN; NOT FOUND; GTS FR X 15ML; GM2
78467; CEFALEXINA; CEFALEXINA; CAPS GEL 500 MG x 8; N_Q;5,06409E+14; CEFALEXINA; CEFALEXINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 8 ; CM5
69863; MESALAZINA; MESALAZINA; CPR REVEST 800 MG x 30; GM2;5,07732E+14; MESALAZINA; MESALAZINA; 800 MG COM REV CT BL AL PLAS LEIT X 30; E3S
68149; ALBENDAZOL; ALBENDAZOL; CPR MASC 400 MG x 1; LG6;5,19E+14; ALBENDAZOL; ALBENDAZOL; 400MG COM CT BL AL PLAS INC X 1; N_Q
63190; PARACETAMOL; PARACETAMOL; GOTAS 200 MG 15 ML x 1 (/ML); N_Q;5,06408E+14; PARACETAMOL; PARACETAMOL; 200 MG / ML CT FR OPC GOT X 15 ML; CM5
85244; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 100 MG x 4; N_Q;5,08029E+14; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 100 MG COM REV CT BL AL PLAS INC X 4; EUF
70194; PARACETAMOL; PARACETAMOL; CPR REVEST 750 MG x 20; GM2;5,08708E+14; PARACETAMOL; PARACETAMOL; 750 MG COM CT BL AL PLAS AMB X 20; FAS
61439; MALEAT DEXCLORF; MALEATO DEXCLORFENIRAMINA; SOLN ORAL 0.40 MG 120 ML x 1 (/ML); E3S;5,26115E+14; MALEATO DEXCLORFENIRAMINA; MALEATO DEXCLORFENIRAMINA; 0.4 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED; GM2
69527; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); LG6;5,25106E+14; DIPIRONA SODICA MONOIDRATADA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS GOT AMB X 20 ML ; MDQ
68193; CLOR METOCLOP; CLORIDRATO METOCLOPRAMIDA MONOIDRATADO; GOTAS 4 MG 10 ML x 1 (/ML); LG6;5,26117E+14; CLOR METOCLOPRAMIDA; CLORIDRATO METOCLOPRAMIDA MONOIDRATADO; 4MG/ML FR C/10ML; GM2
58593; LANSOPRAZOL; LANSOPRAZOL; CAPS GELATIN 30 MG x 7; MD7;5,26119E+14; LANSOPRAZOL; LANSOPRAZOL; 30 MG CAP GEL DURA MICROG LIB RET CT BL AL PLAS INC X 7; GM2
65623; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 10 MG x 30; N_Q;5,17604E+14; MALEAPRIL; NOT FOUND; 10MG COMP STR CX C/30; GLO
59550; ATENOPRESS; NOT FOUND; CPR REVEST 100 MG x 28; SDZ;5,11501E+14; ATENOPRESS; NOT FOUND; 100 MG COM BL AL PLAS INC X 28 ; SDZ
80310; FUM QUETIAPINA; NOT FOUND; CPR REVEST 25 MG x 14; SDZ;5,38812E+14; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS OPC X 14; LG6
64862; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 30; SDZ;5,25302E+14; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT 3 BL AL PLAS OPC X 10; NO_ACR
66801; PIROXICAM; PIROXICAM; CAPS 20 MG x 10; GM2;5,11508E+14; PIROXICAM; PIROXICAM; 20 MG COM SOL CT STR AL/AL X 10; SDZ
76248; CLO SIBUTRAMINA; CLORIDRATO SIBUTRAMINA MONOIDRATADO; CAPS GEL 15 MG x 30; GM2;5,2613E+14; CLORIDRATO SIBUTRAMINA; CLORIDRATO SIBUTRAMINA MONOIDRATADO; 15 MG CAP GEL DURA CT BL AL PLAS OPC X 30; GM2
57761; MEBENDAZOL SUSP; NOT FOUND; SUSP 20 MG 30 ML x 1 (/ML); E3S;5,31619E+14; MEBENDAZOL; MEBENDAZOL; 20 MG/ML SUS OR CT FR VD AMB X 30 ML + CP MED; NO_ACR
63016; LOSARTAN POTAS; NOT FOUND; CPR 50 MG x 60; MD7;5,25008E+14; LOSARTAN; NOT FOUND; 50MG COM REV CT 4 BL AL PLAS OPC X 15; MD7
69422; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); GM2;5,38808E+14; ACICLOVIR; ACICLOVIR; 50 MG/G CREM DERM CT BG AL X 10 G; LG6
59248; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 5 MG x 30; SDZ;5,28527E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 5 MG COM CT BL AL/AL X 30; PZ8
64003; OMEPRAZOL; OMEPRAZOL; CAPS 20 MG x 28; GM2;5,06718E+14; OMEPRAZOL; OMEPRAZOL; 20 MG CAP GEL DURA C/ MCGRAN CT BL AL PLAS BCO OPC X 28; CT6
71599; ATENOLOL; ATENOLOL; CPR 100 MG x 30; LG6;5,25308E+14; ATENOLOL; ATENOLOL; 100 MG COM CT BL AL PLAS INC X 30; NO_ACR
59686; AMOXI CLAVU POT; NOT FOUND; PO P/SUSP 125 MG 75 ML x 1 (/5ML); E3S;5,07702E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; SUSP FR 75 ML 125MG/5ML; E3S
56089; AMPICILINA; AMPICILINA; CPR 500 MG x 24; E3S;5,07702E+14; AMPICILINA; AMPICILINA; 500 MG X 24 COMP; E3S
61101; LISINOPRIL; LISINOPRIL; CPR 10 MG x 30; MD7;5,35901E+14; LISINOPRIL; LISINOPRIL; 10 MG COM CT BL AL PLAS INC X 30; NO_ACR
66679; ATENOLOL; ATENOLOL; CPR 50 MG x 30; GM2;5,26114E+14; ATENOLOL; ATENOLOL; 50 MG COM CT 2 BL AL PLAS INC X 15; GM2
57138; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 20 MG x 30; E3S;5,25008E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 20 MG COM CT BL AL/AL X 30; MD7
70209; CETOCONAZOL CRE; NOT FOUND; CREME 20 MG 30 G x 1 (/G); GM2;5,38808E+14; CETOCONAZOL; CETOCONAZOL; 20 MG/G CREM DERM CT BG AL X 30 G; LG6
89934; PREDNISOLONA; PREDNISOLONA; CPR 20 MG x 10; E3S;5,07721E+14; PREDNIS; NOT FOUND; 20MG 1 BL X 10 COMP; E3S
78310; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 30; GM2;5,06902E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
70112; ACEBROFILINA; ACEBROFILINA; XAR. PED. 25 MG 120 ML x 1 (/5ML); FAS;5,08017E+14; ACEBROFILINA; ACEBROFILINA; CT C/ FR 120ML 25 MG/5 ML XPE INFANTIL; EUF
68183; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CAPS 20 MG x 28; LG6;5,31607E+14; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG COM REV CT BL AL PLAS BCO LEIT X 28; NO_ACR
57233; CETOCONAZOL; CETOCONAZOL; CPR 200 MG x 10; E3S;5,07706E+14; CETOCONAZOL; CETOCONAZOL; 200 MG 1 BL X 10 COMP; E3S
66098; CARBAMAZEPINA; CARBAMAZEPINA; CPR 400 MG x 20; GM2;5,20725E+14; CARBAMAZEPINA; CARBAMAZEPINA; 400 MG COM CT BL AL PLAS INC X 20; TTB
6662; MELHORAL; NOT FOUND; CPR 500 MG x 200 (ADLT); DNF;5,38501E+14; MELHORAL; NOT FOUND; (500 + 30) MG COM DISP BL AL PLAS INC X 200 (EMB MULT); HY_
76496; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; CPR REVEST 250 MG x 14; GM2;5,001E+14; CLORIDRATO CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; 250MG COM REVES CT 2 BL AL PLAS INC X 7; AOB
59249; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 10 MG x 30; SDZ;5,11504E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 10 MG COM CT BL AL/AL X 30; SDZ
61527; ACICLOVIR; ACICLOVIR; CPR 200 MG x 25; SDZ;5,111E+14; ACICLOVAN ACICLOVIR; NOT FOUND; 200 MG COMP CX C/ 25; HBF
78306; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; GM2;5,21124E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PVC/PVDC X 30; NO_ACR
56612; METRONIDAZOL; METRONIDAZOL; GEL. VAG. 100 MG 50 G x 1; E3S;5,03407E+14; METRONIDAZOL; METRONIDAZOL; 100 MG/G GEL VAG CT BG AL X 50G + 10 APLIC; BLF
71614; LEVOFLOXACINO; LEVOFLOXACINO; CPR REVEST 250 MG x 7; SDZ;5,08009E+14; LEVOFLOXACINO; LEVOFLOXACINO; CT C/ 7 COMP 250MG; EUF
56116; CEFALEXINA; CEFALEXINA; CPR REVEST 500 MG x 8; E3S;5,29902E+14; CEFALEXINA; CEFALEXINA; 500 MG COM REV CT BL AL PLAS INC X 8; RBY
86490; CLOR PAROXETINA; CLORIDRATO PAROXETINA HEMI-HIDRATADO; CPR REVEST 20 MG x 30; LG6;5,21122E+14; CLORIDRATO PAROXETINA; CLORIDRATO PAROXETINA HEMI-HIDRATADO; 20 MG COM REV CT BL AL PVC/PVDC INC X 30; NO_ACR
68175; CLOR DILTIAZEM; CLORIDRATO DILTIAZEM; CPR 60 MG x 50; LG6;5,29914E+14; CLORIDRATO DILTIAZEM; CLORIDRATO DILTIAZEM; 60 MG COM CT STR AL AL X 50; RBY
66108; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 850 MG x 30; GM2;5,04611E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM REV CT BL AL PLAS INC X 30; BF8
58808; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); MD7;5,26124E+14; ACICLOVIR; ACICLOVIR; 50 MG/G CREM DERM CT BG AL X 10 G; GM2
59249; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 10 MG x 30; SDZ;5,25008E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 10 MG COM CT BL AL/AL X 30; MD7
63022; SINVASTATINA; SINVASTATINA; CPR 10 MG x 30; MD7;5,04602E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 30  ; BF8
68143; ACETILCISTEINA; ACETILCISTEINA; XAR. 20 MG 100 ML x 1 (/ML); LG6;5,3161E+14; ACETILCISTEINA; ACETILCISTEINA; 20 MG/ML XPE CT FR VD AMB X 100 ML + CP MED; NO_ACR
57429; PIROXICAM; PIROXICAM; CAPS 20 MG x 10; E3S;5,11508E+14; PIROXICAM; PIROXICAM; 20 MG COM SOL CT STR AL/AL X 10; SDZ
68954; CAPTOPRIL; CAPTOPRIL; CPR 12.5 MG x 30; N_Q;5,0773E+14; CAPTOPRIL; CAPTOPRIL; 12.5 MG COM CT BL AL PLAS INC X 30; E3S
