537900201151313, CERETEC, CERETEC, NOT FOUND, 0.5 MG PO LIOF INJ IV CX 5 FA VD INC X 10ML, NO_ACR
532003901114313, CYNT, CYNT, NOT FOUND, 0.2 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
532003902110311, CYNT, CYNT, NOT FOUND, 0.4 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
532301901163112, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 20 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
532301902161113, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 20 MG/G CREM DERM CX 100 BG AL X 30 G (EMB HOSP), NO_ACR
512100901161411, CLINDACNE, CLINDACNE, NOT FOUND, BISN. C/ 25 GR, NO_ACR
522709301114419, CALTRATE, CALTRATE, NOT FOUND, 600 + D - CARTUCHO CONTENDO 1 FRASCO COM 60 COMPRIMIDOS, NO_ACR
522709302110417, CALTRATE, CALTRATE, NOT FOUND, 600 + M - COM REV CT FR PLAS OPC X 60 COMPRIMIDOS, NO_ACR
522709303117415, CALTRATE, CALTRATE, NOT FOUND, 600 MG + 200 UI COM REV CT FR PLAS OPC X 30, NO_ACR
522709304113413, CALTRATE, CALTRATE, NOT FOUND, COM REV CT FR PLAS OPC X 30, NO_ACR
522710701112417, CALTRATE 600 + D 400 UI, CALTRATE 600 D 400 UI, NOT FOUND, 400 UI COM REV CT FR PLAS OPC X 12, NO_ACR
522710702119415, CALTRATE 600 + D 400 UI, CALTRATE 600 D 400 UI, NOT FOUND, 400 UI COM REV CT FR PLAS OPC X 30, NO_ACR
522710703115413, CALTRATE 600 + D 400 UI, CALTRATE 600 D 400 UI, NOT FOUND, 400 UI COM REV CT FR PLAS OPC X 60, NO_ACR
522700501171412, CLIMADERM, CLIMADERM, NOT FOUND, CAIXA COM 4 BLISTERS ALUMINIO PLASTICO INCOLOR CO, NO_ACR
534300601111411, CÁLCIO ZURITA, CALCIO ZURITA, NOT FOUND, 500 MG COM MAST CT C/FR VD INC X 30, NO_ACR
501801102154417, CEFARISTON, CEFARISTON, NOT FOUND, 1000 MG CX C/ 50 FA + DIL X 5 ML, NO_ACR
501801104157413, CEFARISTON, CEFARISTON, NOT FOUND, 1000 MG PO INJ CX 100 FA, NO_ACR
501801105153411, CEFARISTON, CEFARISTON, NOT FOUND, 1000 MG PO INJ CX 50 FA VD INC + 50 AMP DIL PLAS X 5 ML, NO_ACR
501801203112418, CEFAXON, CEFAXON, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 50, NO_ACR
501801202116411, CEFAXON, CEFAXON, NOT FOUND, 500 MG CAP GEL DURA CX 25 BL AL PLAS INC X 4, NO_ACR
501801201111414, CEFAXON, CEFAXON, NOT FOUND, 500 MG CX C/ 8 CAP, NO_ACR
501801301157416, CEFTAZIDON, CEFTAZIDON, NOT FOUND, 1000 MG CX C/ 20 FA + DIL X 10 ML, NO_ACR
501801303151415, CEFTAZIDON, CEFTAZIDON, NOT FOUND, 1000 MG PO INJ CX 100 FA VD INC (EMB HOSP), NO_ACR
501801304156410, CEFTAZIDON, CEFTAZIDON, NOT FOUND, 1000 MG PO INJ CX 20 FA VD INC, NO_ACR
501801302153414, CEFTAZIDON, CEFTAZIDON, NOT FOUND, 1000 MG PO INJ CX 20 FA VD INC + AMP DIL PLAS X 10 ML, NO_ACR
501801401151411, CEFTON, CEFTON, NOT FOUND, 1000 MG CX C/ 20 FA + DIL X 10 ML, NO_ACR
501801402158418, CEFTON, CEFTON, NOT FOUND, 1000 MG PO INJ CX 100 FA AMP VD INC (EMB HOSP), NO_ACR
501801403154416, CEFTON, CEFTON, NOT FOUND, 1000 MG PO INJ CX 20 FA AMP VD INC (EMB HOSP), NO_ACR
501801802156412, CILINON, CILINON, NOT FOUND, 1000 MG CX C/ 100 FA, NO_ACR
501801803152410, CILINON, CILINON, NOT FOUND, 1000 MG CX C/ 100 FA + DIL, NO_ACR
501801809150411, CILINON, CILINON, NOT FOUND, 1000 MG PO INJ CX 100 FA VD INC + AMP DIL PLAS X 5 ML, NO_ACR
501801806151415, CILINON, CILINON, NOT FOUND, 500 MG CX C/ 100 FA, NO_ACR
501801807158413, CILINON, CILINON, NOT FOUND, 500 MG CX C/ 100 FA + DIL, NO_ACR
501801810159417, CILINON, CILINON, NOT FOUND, 500 MG PO INJ CX 100 FA VD INC + AMP DIL PLAS X 5 ML, NO_ACR
501801901154418, CINTON, CINTON, NOT FOUND, 300 MG CX C/ 50 AMP X 2 ML, NO_ACR
501802001157419, CLAFORDIL, CLAFORDIL, NOT FOUND, 1000 MG CX C/ 20 FA + DIL X 5 ML, NO_ACR
501802002153417, CLAFORDIL, CLAFORDIL, NOT FOUND, 1000 MG PO INJ CX 20 FA VD INC + AMP DIL PLAS X 5 ML, NO_ACR
501802101151412, CLINDARIX, CLINDARIX, NOT FOUND, 600 MG CX C/ 20 AMP X 4 ML, NO_ACR
501802102158410, CLINDARIX, CLINDARIX, NOT FOUND, 900 MG CX C/ 20 AMP X 6 ML, NO_ACR
501802201156416, CLORETO DE POTÁSSIO, CLORETO POTASSIO, CLORETO POTASSIO, 10% INJ CX C/ 100 AMP X 10 ML, NO_ACR
501802202152414, CLORETO DE POTÁSSIO, CLORETO POTASSIO, CLORETO POTASSIO, 15 % INJ CX C/ 100 AMP X 10 ML, NO_ACR
501802203159412, CLORETO DE POTÁSSIO, CLORETO POTASSIO, CLORETO POTASSIO, 19.1% INJ CX C/ 100 AMP X 10 ML, NO_ACR
501802204155410, CLORETO DE POTÁSSIO, CLORETO POTASSIO, CLORETO POTASSIO, 20% INJ CX C/ 100 AMP X 10 ML, NO_ACR
506903001110112, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT BL AL PLAS INC X 30, NO_ACR
506903002117110, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT BL AL PLAS INC X 30, NO_ACR
506903003113119, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT BL AL PLAS INC X 30, NO_ACR
506900602113413, CARBOLIM, CARBOLIM, NOT FOUND, 300 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
506900601117415, CARBOLIM, CARBOLIM, NOT FOUND, 300 MG COM CT BL AL/PLAS TRANS X 50 , NO_ACR
506900604116411, CARBOLIM, CARBOLIM, NOT FOUND, 300 MG COM CT BL AL/PLAS TRANS X 500 (EMB HOSP) , NO_ACR
506903401119117, CARBONATO DE LÍTIO, CARBONATO LITIO, NOT FOUND, 300 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
506903402115115, CARBONATO DE LÍTIO, CARBONATO LITIO, NOT FOUND, 300 MG COM CT BL AL PLAS INC X 50, NO_ACR
506903403111113, CARBONATO DE LÍTIO, CARBONATO LITIO, NOT FOUND, 300 MG COM CT BL AL PLAS INC X 500 (EMB HOSP), NO_ACR
506905608111111, CARVEDILOL, CARVEDILOL, CARVEDILOL, 12.5 MG COM CT BL AL PLAS INC X 15, NO_ACR
506905602111111, CARVEDILOL, CARVEDILOL, CARVEDILOL, 12.5 MG COM CT BL AL PLAS INC X 30, NO_ACR
506905603118118, CARVEDILOL, CARVEDILOL, CARVEDILOL, 25 MG COM CT BL AL PLAS INC X 15, NO_ACR
506905604114116, CARVEDILOL, CARVEDILOL, CARVEDILOL, 25 MG COM CT BL AL PLAS INC X 30, NO_ACR
506905605110114, CARVEDILOL, CARVEDILOL, CARVEDILOL, 3.125 MG COM CT BL AL PLAS INC X 15, NO_ACR
506905606117112, CARVEDILOL, CARVEDILOL, CARVEDILOL, 3.125 MG COM CT BL AL PLAS INC X 30, NO_ACR
506905607113110, CARVEDILOL, CARVEDILOL, CARVEDILOL, 6.25 MG COM CT BL AL PLAS INC X 15, NO_ACR
506905601115111, CARVEDILOL, CARVEDILOL, CARVEDILOL, 6.25 MG COM CT BL AL PLAS INC X 30, NO_ACR
506905902115412, CEFELIC, CEFELIC, NOT FOUND, 100MG COM REV CT BL AL PLAST INC X 14, NO_ACR
506905901119414, CEFELIC, CEFELIC, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
506905903111410, CEFELIC, CEFELIC, NOT FOUND, 50MG COM REV CT BL AL PLAST INC X 20, NO_ACR
506905904118419, CEFELIC, CEFELIC, NOT FOUND, 50MG COM REV CT BL AL PLAST INC X 30, NO_ACR
506902001117119, CITALOPRAM , CITALOPRAM, CITALOPRAM, 20 MG COM REV CT 1 BL AL PLAS X 14, NO_ACR
506902002113117, CITALOPRAM , CITALOPRAM, CITALOPRAM, 20 MG COM REV CT 2 BL AL PLAS X 14, NO_ACR
506906101116419, CLOPIDROR, CLOPIDROR, NOT FOUND, 75 MG COM REV CT BL AL PVC/PVDC INC X 10, NO_ACR
506906102112417, CLOPIDROR, CLOPIDROR, NOT FOUND, 75 MG COM REV CT BL AL PVC/PVDC INC X 30, NO_ACR
506902502116115, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 250 MG COM REV CT BL AL PLAS INC X 06, NO_ACR
506902501111111, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 250 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
506902503112113, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 06, NO_ACR
506902504119111, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
506903501172117, CLORIDRATO DE NAFAZOLINA, CLORIDRATO NAFAZOLINA, CLORIDRATO NAFAZOLINA, 0.5 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML, NO_ACR
506903301114113, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
506903302110111, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
506904501117114, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 100 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
506904502113112, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
506904503111113, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
506904504116119, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
506905203111116, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG COM CT BL AL PLAS OPC X 28, NO_ACR
506905202113115, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG COM CT BL AL PLAS OPC X 7, NO_ACR
506905201117117, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG COM CT BL PLAS OPC X 14, NO_ACR
506900703173411, CONIDRIN, CONIDRIN, NOT FOUND, 0.25 MG/ML + 0.25 MG/ML SOL NASAL CT FR PLAS OPC X 10 ML, NO_ACR
506900705176418, CONIDRIN, CONIDRIN, NOT FOUND, 0.5 MG/ML + 0.5 MG/ML SOL NASAL CT FR PLAS OPC X 20 ML , NO_ACR
506900702177413, CONIDRIN, CONIDRIN, NOT FOUND, 1 MG/ML + 1 MG/ML SOL NASAL CT FR PLAS OPC X 30 ML, NO_ACR
506905502117418, CRONOCOR, CRONOCOR, NOT FOUND, 12.5 MG COM CT BL AL PLAS INC X 15, NO_ACR
506905503113416, CRONOCOR, CRONOCOR, NOT FOUND, 12.5 MG COM CT BL AL PLAS INC X 30, NO_ACR
506905504111417, CRONOCOR, CRONOCOR, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 15, NO_ACR
506905505116412, CRONOCOR, CRONOCOR, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 30, NO_ACR
506905501110411, CRONOCOR, CRONOCOR, NOT FOUND, 3.125 MG COM CT BL AL PLAS INC X 15, NO_ACR
506905506112410, CRONOCOR, CRONOCOR, NOT FOUND, 3.125 MG COM CT BL AL PLAS INC X 30, NO_ACR
506905507119419, CRONOCOR, CRONOCOR, NOT FOUND, 6.25 MG COM CT BL AL PLAS INC X 15, NO_ACR
506905508115417, CRONOCOR, CRONOCOR, NOT FOUND, 6.25 MG COM CT BL AL PLAS INC X 30, NO_ACR
506900801116412, CRONOGERON, CRONOGERON, NOT FOUND, 25 MG COM CT 2 BL AL PLAS AMB X 15 , NO_ACR
506900802112410, CRONOGERON, CRONOGERON, NOT FOUND, 75 MG COM CT 2 BL AL PLAS AMB X 15 , NO_ACR
502400601166110, C. TETRACICLINA + ANF., C TETRACICLINA ANF, NOT FOUND, BISN 40 G + 10 APLICADORES, NO_ACR
502407201112411, CALATO, CALATO, NOT FOUND, 125MG CX C/ 60 COMPR REV, NO_ACR
502407202135413, CALATO, CALATO, NOT FOUND, 250MG CX C/ 15 EMV. 3.5G, NO_ACR
502407203131411, CALATO, CALATO, NOT FOUND, 500MG CX C/ 15 ENV 7.0G, NO_ACR
502400701111415, CALCICHELL, CALCICHELL, NOT FOUND, 125 MG COM CT BL AL PLAS INC X 60, NO_ACR
502400702132416, CALCICHELL, CALCICHELL, NOT FOUND, CX C/ 15 ENV DE 3.5 G PO ORAL, NO_ACR
502400703139414, CALCICHELL, CALCICHELL, NOT FOUND, CX C/ 15 ENV DE 7 G PO ORAL, NO_ACR
502400704135412, CALCICHELL, CALCICHELL, NOT FOUND, CX C/ 30 ENV DE 7 G PO ORAL, NO_ACR
502408901169110, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 20 MG/G CREM DERM CT BG AL X 30, NO_ACR
502401001111119, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV CT 2 ENV AL POLIET X 10, NO_ACR
502401002118117, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV CT ENV AL POLIET X 10, NO_ACR
502401003114115, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COM REV CT 2 ENV AL POLIET X 10, NO_ACR
502401004110113, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COM REV CT 3 ENV AL POLIET X 10, NO_ACR
502401005117111, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COM REV CT ENV AL POLIET X 10, NO_ACR
502401101167418, COLPIST MT, COLPIST MT, NOT FOUND, 10 APLIC DESC PRE-ENV DE 4 G, NO_ACR
502401102163416, COLPIST MT, COLPIST MT, NOT FOUND, BISN 40 G + 10 APLICADORES, NO_ACR
502401103161417, COLPIST MT, COLPIST MT, NOT FOUND, BISN 60 G + 1 APLICADOR, NO_ACR
515600902161413, CANESTEN, CANESTEN, NOT FOUND,  1% CREM DERM CT BG AL X 20 G, NO_ACR
515600904172315, CANESTEN, CANESTEN, NOT FOUND, 1% SOL TOP CT FR PLAS OPC GOT X 30 ML, NO_ACR
515600903176414, CANESTEN, CANESTEN, NOT FOUND, 1% SOL TOP CT FR PLAS OPC X 30 ML , NO_ACR
515601008154313, CIPRO, CIPRO, NOT FOUND, 0.2 % SOL INJ ENV AL BOL PVC X 200 ML (REST HOSP), NO_ACR
515601009150311, CIPRO, CIPRO, NOT FOUND, 0.2 % SOL INJ ENV AL BOLS PVC X 100 ML (REST HOSP), NO_ACR
515601006151414, CIPRO, CIPRO, NOT FOUND, 0.2% SOL INJ CT FR VD INC X 100 ML , NO_ACR
515601007158412, CIPRO, CIPRO, NOT FOUND, 0.2% SOL INJ CT FR VD INC X 200 ML , NO_ACR
515601001117412, CIPRO, CIPRO, NOT FOUND, 250 MG COM REV CT 2 BL AL PLAS INC X 7 , NO_ACR
515601002113410, CIPRO, CIPRO, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 6, NO_ACR
515601003111411, CIPRO, CIPRO, NOT FOUND, 500 MG COM REV CT 2 BL AL PLAS INC X 7 , NO_ACR
515601004116417, CIPRO, CIPRO, NOT FOUND, 500 MG COM REV CT 50 BL AL PLAS INC X 1 (REST HOSP) , NO_ACR
515601005112415, CIPRO, CIPRO, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 6 , NO_ACR
515601701119310, CIPRO XR, CIPRO XR, NOT FOUND, 1000 MG COM REV AP CT BL AL PLAS INC X 7 , NO_ACR
515601704118315, CIPRO XR, CIPRO XR, NOT FOUND, 1000 MG COM REV CT BL AL PLAS INC X 3, NO_ACR
515601702115319, CIPRO XR, CIPRO XR, NOT FOUND, 500 MG COM REV AP CT BL AL PLAS INC X 3 , NO_ACR
515601703111317, CIPRO XR, CIPRO XR, NOT FOUND, 500 MG COM REV AP CT BL AL PLAS INC X 7, NO_ACR
538900601158310, CAMPATH, CAMPATH, NOT FOUND, 30 MG/ML SOL INJ CT 3 FA VD INC X 1 ML, NO_ACR
538901701113317, CIPRO, CIPRO, NOT FOUND, 500 MG COM REV CT BL AL PLAS (PP) INC X 6 , NO_ACR
506500302112114, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COMP CT 3 BL AL PLAS INC X 10, NO_ACR
506500303119112, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COMP CT 6 BL AL PLAS INC X 10 (EMB.HOSP.), NO_ACR
506500304115110, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50 MG COMP CT 3 BL AL PLAS INC X 10, NO_ACR
506500401137115, CLORIDRATO DE AMBROXOL, CLORIDRATO AMBROXOL, CLORIDRATO AMBROXOL, 3 MG/ML XPE CT FR VD AMB X 120 ML + COLHER MEDIDA, NO_ACR
506500501115113, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 250 MG COM REV CT 1 BL AL PLAS INC X 6, NO_ACR
506500502111111, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 250 MG COMP REV CT 2 BL AL PLAS INC X 7, NO_ACR
506500504114118, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT 1 BL AL PLAS INC X 6, NO_ACR
506500503118111, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT 2 BL AL PLAS INC X 7, NO_ACR
506502301172111, CLORIDRATO DE OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, 0.5 MG/ML SOL NAS CT FR PLAS OPC SPRAY X 10 ML, NO_ACR
506502302179118, CLORIDRATO DE OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, 0.5 MG/ML SOL NAS CT FR PLAS OPC SPRAY X 30ML, NO_ACR
506500601111111, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COMP REV CT 2 BL AL/AL X 10, NO_ACR
506500602116115, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COMP REV CT 4 BL AL/AL X 7, NO_ACR
506500603112113, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COMP REV CT 2 BL AL/AL X 5, NO_ACR
506500604119111, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COMP REV CT 2 BL AL/AL X 7, NO_ACR
506500605115111, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COMP REV CT 4 BL AL/AL X 5, NO_ACR
506500701114110, CLORIDRATO DE TICLOPIDINA, CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA, 250 MG COM REV CT 2 BL AL PLAS INC X 10, NO_ACR
506500702110119, CLORIDRATO DE TICLOPIDINA, CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA, 250MG COM REV CT 3 BL AL PLAS INC X 10, NO_ACR
504401401159411, CITARAX, CITARAX, NOT FOUND, 100MG/ML SOL. INJ. - CRT C/10 AMP DE 5ML, NO_ACR
504401404158416, CITARAX, CITARAX, NOT FOUND, 20 MG/ML SOL INJ CT 10 FA VD INC X 5 ML, NO_ACR
504401403151418, CITARAX, CITARAX, NOT FOUND, 50 MG/ML SOL INJ CT 10 FA VD INC X 10 ML, NO_ACR
504401402155411, CITARAX, CITARAX, NOT FOUND, 500MG/ML SOL. INJ. - CRT C/10 AMP DE 10ML, NO_ACR
504413201151119, CLORIDRATO DE LIDOCAÍNA, CLORIDRATO LIDOCAINA, CLORIDRATO LIDOCAINA, 20 MG/ML SOL INJ CT FA VD INC X 20 ML, NO_ACR
504413202156114, CLORIDRATO DE LIDOCAÍNA, CLORIDRATO LIDOCAINA, CLORIDRATO LIDOCAINA, 20 MG/ML SOL INJ CX 12 FA VD INC X 20 ML (EMB HOSP), NO_ACR
504401503156411, C-PLATIN, C PLATIN, NOT FOUND, 1 MG/ML SOL INJ CT FA VD AMB X 100 ML, NO_ACR
504401504152411, C-PLATIN, C PLATIN, NOT FOUND, 1 MG/ML SOL INJ CT FA VD AMB X 50 ML, NO_ACR
504401501153415, C-PLATIN, C PLATIN, NOT FOUND, CISPLATINA SOL INJ 10 MG - CX COM 1 FR AMP DE 20 ML, NO_ACR
504401502151416, C-PLATIN, C PLATIN, NOT FOUND, CISPLATINA SOL INJ 50 MG - CX COM 1 FR AMP DE 100 ML, NO_ACR
505101002117312, CAPOTEN, CAPOTEN, NOT FOUND, 12.5MG COMP - CARTUCHO COM 1 BLISTER X 15, NO_ACR
505101003113310, CAPOTEN, CAPOTEN, NOT FOUND, 12.5MG COMP - CARTUCHO COM 2 BLISTERS X 15, NO_ACR
505101004111311, CAPOTEN, CAPOTEN, NOT FOUND, 25MG COMP - CARTUCHO COM 1 BLISTER X 16, NO_ACR
505101005116317, CAPOTEN, CAPOTEN, NOT FOUND, 25MG COMP - CARTUCHO COM 2 BLISTERS X 14, NO_ACR
505101001110314, CAPOTEN, CAPOTEN, NOT FOUND, 50MG COMP - CARTUCHO COM 1 BLISTER X 16, NO_ACR
505101006112315, CAPOTEN, CAPOTEN, NOT FOUND, 50MG COMP - CARTUCHO COM 2 BLISTERS X 14, NO_ACR
505101102138311, CEFAMOX, CEFAMOX, NOT FOUND, 250MG/5ML PO PARA SUSP - CARTUCHO COM 1 FR COM 100ML + COLHER MEDIDA, NO_ACR
505101104114312, CEFAMOX, CEFAMOX, NOT FOUND, 500MG CAPS - CARTUCHO COM 1 BL X 8, NO_ACR
505101103118314, CEFAMOX, CEFAMOX, NOT FOUND, 500MG CAPS - CARTUCHO COM 12 BL X 4, NO_ACR
505101105137316, CEFAMOX, CEFAMOX, NOT FOUND, 500MG/5ML PO PREPARACAO EXTEMPORANEA - CARTUCHO COM 1 FR X 100ML, NO_ACR
505101101115318, CEFAMOX, CEFAMOX, NOT FOUND, CARTUCHO COM 1 FR X 10, NO_ACR
505101201136317, CEFZIL, CEFZIL, NOT FOUND, 250MG/5ML PO PARA SUSP. - CARTUCHO COM 1 FR X 100ML, NO_ACR
505101202116311, CEFZIL, CEFZIL, NOT FOUND, 500MG COMP - CARTUCHO COM 2 BLISTERS X 5, NO_ACR
505101301114315, CITOSTAL, CITOSTAL, NOT FOUND, 10MG CAPS - CARTUCHO COM FR X 5, NO_ACR
505101302110313, CITOSTAL, CITOSTAL, NOT FOUND, 40MG CAPS - CARTUCHO COM FR X 5, NO_ACR
505101401119319, CORGARD, CORGARD, NOT FOUND, 40MG COMP - CARTUCHO COM 2 BLISTERS X 15, NO_ACR
505101402115317, CORGARD, CORGARD, NOT FOUND, 80MG COMP - CARTUCHO COM 2 BLISTERS X 10, NO_ACR
505101501113312, COUMADIN, COUMADIN, NOT FOUND, 1MG COMP - CARTUCHO COM 30, NO_ACR
505101502111313, COUMADIN, COUMADIN, NOT FOUND, 2.5MG COMP - CARTUCHO COM 30, NO_ACR
505101503116319, COUMADIN, COUMADIN, NOT FOUND, 5MG COMP - CARTUCHO COM 30, NO_ACR
505601005158410, CEFEPEN, CEFEPEN, NOT FOUND, 1000 MG PO SOL INJ CT FA VD INC, NO_ACR
505601001152418, CEFEPEN, CEFEPEN, NOT FOUND, 1G PO CX. 1FA + DIL X 3ML, NO_ACR
505601002159416, CEFEPEN, CEFEPEN, NOT FOUND, 2G PO CX. 1FA, NO_ACR
505601102153411, CEFLEN, CEFLEN, NOT FOUND, 1G CX. 50FA S/ DIL, NO_ACR
505601303116414, CELLEXINA, CELLEXINA, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS X 10, NO_ACR
505601301113418, CELLEXINA, CELLEXINA, NOT FOUND, 500 MG CAPS CX. 20 BLX10, NO_ACR
505601402157410, CELLOZINA, CELLOZINA, NOT FOUND, 1G CX. 25 FA, NO_ACR
505601607158419, CELLTRIAXON, CELLTRIAXON, NOT FOUND, 1 G PO INJ IV CT 100 FA VD INC, NO_ACR
505601604159414, CELLTRIAXON, CELLTRIAXON, NOT FOUND, IV - 1G CX C/ 100 FA + DIL. 10 ML, NO_ACR
505601901153410, CELOVAN, CELOVAN, NOT FOUND, 500 MG CX. 1 FA+DIL. 10ML, NO_ACR
505601804158411, CELOVAN, CELOVAN, NOT FOUND, 500 MG PO LIOF INJ CT 50 FA VD INC X 10 ML , NO_ACR
505601803151413, CELOVAN, CELOVAN, NOT FOUND, 500 MG PO LIOF INJ CT FA VD INC X 10 ML , NO_ACR
505607602166412, CINADERM, CINADERM, NOT FOUND, 3.5 MG POM DERM CT BG AL X 20 G, NO_ACR
505608503153116, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500 MG PO LIOF INJ IV CT 10 FA VD INC (EMB HOSP), NO_ACR
505608502157118, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500 MG PO LIOF INJ IV CT 5 FA VD INC (EMB HOSP), NO_ACR
505608501150111, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500 MG PO LIOF INJ IV CT FA VD INC (EMB HOSP), NO_ACR
505602204154413, CLARITRON, CLARITRON, NOT FOUND, 500 MG PO INJ CX FA+DIL X 10 ML, NO_ACR
505602305155415, CLAVICIN, CLAVICIN, NOT FOUND, 1000 MG + 200 MG PO SOL INJ CT 50 FR VD INC, NO_ACR
505602301151415, CLAVICIN, CLAVICIN, NOT FOUND, 1G CX 1FA + DIL. 20 ML, NO_ACR
505602306151413, CLAVICIN, CLAVICIN, NOT FOUND, 500 MG + 100 MG PO SOL INJ CT 50 FR VC INC, NO_ACR
