268118; FILGRASTIM; FILGRASTIM; FILGRASTIM; 300MCG. INJETAVEL; NO_ACR; FRASCO; 1.20 ML
268292; FOLINATO DE CÃLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG; NO_ACR; COMPRIMIDO; 0

373036; FENOL; FENOL; FENOL; GLICERINADO. 100 MG/ML. EM SOLUCAO AQUOSA TOPICA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 20.00 ML

352407; FORMOTEROL FUMARATO; FORMOTEROL FUMARATO; NOT FOUND; 12 MCG. CAPSULA PO INALANTE. REFIL; NO_ACR; FRASCO; 60.00 DOSE(S)

267107; FENITOÃNA SÃDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML

267661; FLUCONAZOL; FLUCONAZOL; FLUCONAZOL; 100 MG; NO_ACR; CÃPSULA; 0

342469; FENILBUTAZONA; FENILBUTAZONA; FENILBUTAZONA; CALCICA. 200 MG; NO_ACR; DRÃGEA; 0

301906; FLUORETO DE SÃDIO; FLUORETO SODIO; NOT FOUND; 0.05%. SOLUCAO BUCAL; NO_ACR; FRASCO; 250.00 ML

267657; FENITOÃNA SÃDICA; FENITOINA SODICA; FENITOINA SODICA; 100 MG; NO_ACR; AMPOLA; 5.00 ML

267083; FLUVASTATINA; FLUVASTATINA; FLUVASTATINA; 20 MG; NO_ACR; COMPRIMIDO; 0

304120; FOLITROPINA; FOLITROPINA; NOT FOUND; BETA. 50 UI/ 0.5ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

305464; FLUOXETINA; FLUOXETINA; FLUOXETINA; 10 MG; NO_ACR; FRASCO; 20.00 ML

300412; FILGRASTIM; FILGRASTIM; FILGRASTIM; 300 MCG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 1.00 ML

428101; FLUORETO DE SÃDIO; FLUORETO SODIO; NOT FOUND; 1.23%. GEL TIXOTROPICO. NEUTRO; NO_ACR; FRASCO; 100.00 G

367666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. XAROPE. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 120.00 ML

271116; FLUCONAZOL; FLUCONAZOL; FLUCONAZOL; 2 MG/ML. INJETAVEL; NO_ACR; BOLSA; 100.00 ML

378054; FOSFOMICINA TROMETAMOL; FOSFOMICINA TROMETAMOL; FOSFOMICINA TROMETAMOL; 2 G. GRANULADO; NO_ACR; ENVELOPE; 0

270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG; NO_ACR; FRASCO; 60.00 ML

268118; FILGRASTIM; FILGRASTIM; FILGRASTIM; 300MCG. INJETAVEL; NO_ACR; FRASCO; 1.60 ML

274033; FENOTEROL BROMIDRATO; FENOTEROL BROMIDRATO; NOT FOUND; 0.5MG/ML. XAROPE; NO_ACR; FRASCO; 20.00 ML

387341; FORMOTEROL FUMARATO; FORMOTEROL FUMARATO; NOT FOUND; ASSOCIADO COM BUDESONIDA. 6 MCG + 200 MCG/DOSE. CAPSULA PO INALANTE. COM FRASCO INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)

373036; FENOL; FENOL; FENOL; GLICERINADO. 100 MG/ML. EM SOLUCAO AQUOSA TOPICA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 200.00 ML

396470; FENOTEROL BROMIDRATO; FENOTEROL BROMIDRATO; NOT FOUND; 0.25 MG/ML. SOLUCAO PARA INALACAO; NO_ACR; FRASCO; 120.00 ML

428099; FLUORETO DE SÃDIO; FLUORETO SODIO; NOT FOUND; 1.23%. ESPUMA. NEUTRO; NO_ACR; FRASCO; 200.00 ML

272793; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG; NO_ACR; COMPRIMIDO; 0

309041; FOLINATO DE CÃLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 5.00 ML

272945; FLUORESCEÃNA; FLUORESCEINA; FLUORESCEINA; 2%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML

387339; FORMOTEROL FUMARATO; FORMOTEROL FUMARATO; NOT FOUND; ASSOCIADO COM BUDESONIDA. 12 MCG + 400MCG/DOSE. CAPSULA PO INALANTE. REFIL; NO_ACR; CÃPSULA; 0

313689; FOSFATO DE POTÃSSIO; FOSFATO POTASSIO; NOT FOUND; MONOBASICO E DIBASICO. 2 MEQ/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 100.00 ML

386026; FOLINATO DE CÃLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 5 MG/ML. SOLUCAO ORAL. MEDICAMENTO ESPECIALMENTE MANIPULADO; NO_ACR; FRASCO; 60.00 ML

267107; FENITOÃNA SÃDICA; FENITOINA SODICA; FENITOINA SODICA; 50 MG/ML. SOLUCAO INJETAVEL; NO_ACR; COMPRIMIDO; 0

352407; FORMOTEROL FUMARATO; FORMOTEROL FUMARATO; NOT FOUND; 12 MCG. CAPSULA PO INALANTE. REFIL; NO_ACR; CÃPSULA; 0

267661; FLUCONAZOL; FLUCONAZOL; FLUCONAZOL; 100 MG; NO_ACR; FRASCO; 100.00 ML

274437; FLUCONAZOL; FLUCONAZOL; FLUCONAZOL; 10 MG/ML. SUSPENSAO; NO_ACR; FRASCO; 100.00 ML

367666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. XAROPE. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 100.00 ML

268177; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG; NO_ACR; COMPRIMIDO; 0

427589; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 2 MG/ML. SOLUCAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; AMPOLA; 2.00 ML

412094; FINGOLIMODE CLORIDRATO; FINGOLIMODE CLORIDRATO; NOT FOUND; 0.5 MG; NO_ACR; CÃPSULA; 0

272953; FLUORETO DE SÃDIO; FLUORETO SODIO; NOT FOUND; 2%. GEL; NO_ACR; FRASCO; 200.00 ML

273012; FLURBIPROFENO; FLURBIPROFENO; FLURBIPROFENO; 0.3 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML

428105; FLUORETO DE SÃDIO; FLUORETO SODIO; NOT FOUND; 0.2%. SOLUCAO BUCAL; NO_ACR; FRASCO; 200.00 ML

271790; FENILEFRINA CLORIDRATO; FENILEFRINA CLORIDRATO; NOT FOUND; 10%. SOLUCAO OFTALMICA; NO_ACR; AMPOLA; 1.00 ML

277513; FLUOXETINA; FLUOXETINA; FLUOXETINA; 20 MG/ML. SOLUCAO ORAL. GOTAS; NO_ACR; FRASCO; 20.00 ML

271950; FENTANILA; FENTANILA; FENTANILA; SAL CITRATO. 0.05 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML

309094; FORMOTEROL FUMARATO; FORMOTEROL FUMARATO; NOT FOUND; ASSOCIADO COM BUDESONIDA. 12 MCG + 400MCG/DOSE. PO INALANTE. COM FRASCO INALADOR; NO_ACR; CÃPSULA; 0

269390; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 2.00 ML

270785; FENOTEROL BROMIDRATO; FENOTEROL BROMIDRATO; NOT FOUND; 0.1MG / DOSE. AEROSSOL. FRASCO DOSIFICADOR + AEROCaMARA; NO_ACR; FRASCO; 200.00 DOSE(S)

270785; FENOTEROL BROMIDRATO; FENOTEROL BROMIDRATO; NOT FOUND; 0.1MG / DOSE. AEROSSOL. FRASCO DOSIFICADOR + AEROCaMARA; NO_ACR; FRASCO; 10.00 ML

274033; FENOTEROL BROMIDRATO; FENOTEROL BROMIDRATO; NOT FOUND; 0.5MG/ML. XAROPE; NO_ACR; FRASCO; 120.00 ML

271116; FLUCONAZOL; FLUCONAZOL; FLUCONAZOL; 2 MG/ML. INJETAVEL; NO_ACR; FRASCO; 50.00 ML

333662; FOSFATO DE POTÃSSIO; FOSFATO POTASSIO; NOT FOUND; MONOBASICO. 60 MG/ML. SOLUCAO ORAL. MEDICAMENTO ESPECIALMENTE MANIPULADO; NO_ACR; AMPOLA; 10.00 ML

367508; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 5 MG/ML. SOLUCAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 50.00 ML

392773; FONDAPARINUX; FONDAPARINUX; NOT FOUND; SAL SODICO. 7.5 MG. SOLUCAO INJETAVEL. EM SERINGA PREENCHIDA; NO_ACR; SERINGA; 0

267666; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

393565; FURAZOLIDONA; FURAZOLIDONA; FURAZOLIDONA; 200 MG; NO_ACR; COMPRIMIDO; 0

270799; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 180MG; NO_ACR; COMPRIMIDO; 0

322434; FANCICLOVIR; FANCICLOVIR; FANCICLOVIR; 250 MG; NO_ACR; COMPRIMIDO; 0

392760; FLUTICASONA PROPIONATO; FLUTICASONA PROPIONATO; NOT FOUND; 250MCG/DOSE. AEROSSOL ORAL - SPRAY; NO_ACR; EMBALAGEM; 120.00 DOSE(S)

269390; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 50.00 ML

271949; FENTANILA; FENTANILA; FENTANILA; SAL CITRATO. 50 MCG. ADESIVO TRANSDERMICO; NO_ACR; AMPOLA; 5.00 ML

268478; FLUORURACILA; FLUORURACILA; FLUORURACILA; 50 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 5.00 ML

392772; FONDAPARINUX; FONDAPARINUX; NOT FOUND; SAL SODICO. 2.5 MG. SOLUCAO INJETAVEL. EM SERINGA PREENCHIDA; NO_ACR; SERINGA; 0

309094; FORMOTEROL FUMARATO; FORMOTEROL FUMARATO; NOT FOUND; ASSOCIADO COM BUDESONIDA. 12 MCG + 400MCG/DOSE. PO INALANTE. COM FRASCO INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)

387339; FORMOTEROL FUMARATO; FORMOTEROL FUMARATO; NOT FOUND; ASSOCIADO COM BUDESONIDA. 12 MCG + 400MCG/DOSE. CAPSULA PO INALANTE. REFIL; NO_ACR; FRASCO; 120.00 DOSE(S)

271790; FENILEFRINA CLORIDRATO; FENILEFRINA CLORIDRATO; NOT FOUND; 10%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 1.00 ML

300723; FENOBARBITAL SÃDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 40 MG/ML. SOLUCAO ORAL - GOTAS; NO_ACR; AMPOLA; 2.00 ML

270503; FIBRINOLISINA; FIBRINOLISINA; FIBRINOLISINA; ASSOCIADA COM DESOXIRRIBONUCLEASE E CLORANFENICOL. 1U + 666U + 1%. POMADA; NO_ACR; BISNAGA; 30.00 G

273009; FLUOXETINA; FLUOXETINA; FLUOXETINA; 20 MG; NO_ACR; CÃPSULA; 0

275963; FINASTERIDA; FINASTERIDA; FINASTERIDA; 5 MG; NO_ACR; COMPRIMIDO; 0

300722; FENOBARBITAL SÃDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 200 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 20.00 ML

272478; FLUNARIZINA DICLORIDRATO; FLUNARIZINA DICLORIDRATO; NOT FOUND; 10 MG; NO_ACR; COMPRIMIDO; 0

315483; FLUDROXICORTIDA; FLUDROXICORTIDA; FLUDROXICORTIDA; ASSOCIADA COM NEOMICINA SULFATO. 0.125 MG + 3.5 MG/G. CREME; NO_ACR; BISNAGA; 30.00 G

268477; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML

267328; FOSFATO DE SÃDIO; FOSFATO SODIO; NOT FOUND; ENEMA. FOSFATO MONOBaSICO 16% + FOSFATO DIBaSICO 6%; NO_ACR; FRASCO; 120.00 ML

272944; FLUORESCEÃNA; FLUORESCEINA; FLUORESCEINA; 1%. SOLUCAO OFTALMICA; NO_ACR; AMPOLA; 5.00 ML

396471; FENOTEROL BROMIDRATO; FENOTEROL BROMIDRATO; NOT FOUND; 5 MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML

268510; FLUMAZENIL; FLUMAZENIL; FLUMAZENIL; 0.1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML

386336; FLUCONAZOL; FLUCONAZOL; FLUCONAZOL; 1 MG/ML. SOLUCAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 50.00 ML

275964; FINASTERIDA; FINASTERIDA; FINASTERIDA; 1 MG; NO_ACR; COMPRIMIDO; 0

331166; FLUORMETOLONA ACETATO; FLUORMETOLONA ACETATO; NOT FOUND; 2.5 MG/ML. SUSPENSAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML

270796; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; ASSOCIADA A PSEUDOEFEDRINA. 60MG + 120MG. ACAO PROLONGADA; NO_ACR; COMPRIMIDO; 0

273009; FLUOXETINA; FLUOXETINA; FLUOXETINA; 20 MG; NO_ACR; FRASCO; 20.00 ML

429102; FAMPRIDINA; FAMPRIDINA; FAMPRIDINA; 10 MG; NO_ACR; COMPRIMIDO; 0

274573; FENILEFRINA CLORIDRATO; FENILEFRINA CLORIDRATO; NOT FOUND; 10MG/ML. INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

332989; FLUDARABINA FOSFATO; FLUDARABINA FOSFATO; NOT FOUND; 10 MG; NO_ACR; COMPRIMIDO; 0

424389; FOSFATO TRICÃLCICO; FOSFATO TRICALCICO; NOT FOUND; 129 MG/ML. SOLUCAO ORAL. MEDICAMENTO ESPECIALMENTE MANIPULADO; NO_ACR; FRASCO; 60.00 ML

268118; FILGRASTIM; FILGRASTIM; FILGRASTIM; 300MCG. INJETAVEL; NO_ACR; SERINGA; 0

268478; FLUORURACILA; FLUORURACILA; FLUORURACILA; 50 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML

271949; FENTANILA; FENTANILA; FENTANILA; SAL CITRATO. 50 MCG. ADESIVO TRANSDERMICO; NO_ACR; FRASCO; 10.00 ML

301906; FLUORETO DE SÃDIO; FLUORETO SODIO; NOT FOUND; 0.05%. SOLUCAO BUCAL; NO_ACR; FRASCO; 100.00 G

271950; FENTANILA; FENTANILA; FENTANILA; SAL CITRATO. 0.05 MG/ML. SOLUCAO INJETAVEL; NO_ACR; SACHÃ; 0

271950; FENTANILA; FENTANILA; FENTANILA; SAL CITRATO. 0.05 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

276871; FLUORURACILA; FLUORURACILA; FLUORURACILA; 5%. CREME; NO_ACR; BISNAGA; 15.00 G

427589; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 2 MG/ML. SOLUCAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 30.00 ML

300722; FENOBARBITAL SÃDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 200 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

283356; FLUDROXICORTIDA; FLUDROXICORTIDA; FLUDROXICORTIDA; 0.125 MG/G. CREME; NO_ACR; BISNAGA; 45.00 G

270504; FIBRINOLISINA; FIBRINOLISINA; FIBRINOLISINA; ASSOCIADA COM DESOXIRRIBONUCLEASE E CLORANFENICOL. 1U + 666U + 1%. POMADA VAGINAL + APLICADORES; NO_ACR; BISNAGA; 30.00 G

273011; FLURAZEPAM; FLURAZEPAM; FLURAZEPAM; 30 MG; NO_ACR; COMPRIMIDO; 0

266532; FENOTEROL BROMIDRATO; FENOTEROL BROMIDRATO; NOT FOUND; 0.2MG / DOSE. AEROSSOL. FRASCO DOSIFICADOR + AEROCaMARA; NO_ACR; FRASCO; 300.00 DOSE(S)

267328; FOSFATO DE SÃDIO; FOSFATO SODIO; NOT FOUND; ENEMA. FOSFATO MONOBaSICO 16% + FOSFATO DIBaSICO 6%; NO_ACR; FRASCO; 100.00 ML

267328; FOSFATO DE SÃDIO; FOSFATO SODIO; NOT FOUND; ENEMA. FOSFATO MONOBaSICO 16% + FOSFATO DIBaSICO 6%; NO_ACR; FRASCO; 133.00 ML

417393; FLUDROCORTISONA ACETATO; FLUDROCORTISONA ACETATO; NOT FOUND; 0.1 MG/ML. SOLUCAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 100.00 ML

428102; FLUORETO DE SÃDIO; FLUORETO SODIO; NOT FOUND; 1.23%. GEL TIXOTROPICO. ACIDULADO; NO_ACR; FRASCO; 100.00 G

309041; FOLINATO DE CÃLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 30.00 ML

267328; FOSFATO DE SÃDIO; FOSFATO SODIO; NOT FOUND; ENEMA. FOSFATO MONOBaSICO 16% + FOSFATO DIBaSICO 6%; NO_ACR; FRASCO; 45.00 ML

397435; FORMOTEROL FUMARATO; FORMOTEROL FUMARATO; NOT FOUND; ASSOCIADO COM BUDESONIDA. 12 MCG + 200 MCG/DOSE. CAPSULA PO INALANTE. COM FRASCO INALADOR; NO_ACR; CÃPSULA; 0

413648; FENILEFRINA CLORIDRATO; FENILEFRINA CLORIDRATO; NOT FOUND; 25 MG/ML. SOLUCAO OFTALMICA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 1.00 ML

428101; FLUORETO DE SÃDIO; FLUORETO SODIO; NOT FOUND; 1.23%. GEL TIXOTROPICO. NEUTRO; NO_ACR; FRASCO; 200.00 ML

322436; FANCICLOVIR; FANCICLOVIR; FANCICLOVIR; 125 MG; NO_ACR; COMPRIMIDO; 0

268292; FOLINATO DE CÃLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG; NO_ACR; FRASCO-AMPOLA; 0

322435; FANCICLOVIR; FANCICLOVIR; FANCICLOVIR; 500 MG; NO_ACR; COMPRIMIDO; 0

367361; FOLINATO DE CÃLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG/ML. SOLUCAO ORAL. MEDICAMENTO ESPECIALMENTE MANIPULADO; NO_ACR; FRASCO; 30.00 ML

313689; FOSFATO DE POTÃSSIO; FOSFATO POTASSIO; NOT FOUND; MONOBASICO E DIBASICO. 2 MEQ/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML

393936; FENILEFRINA CLORIDRATO; FENILEFRINA CLORIDRATO; NOT FOUND; ASSOCIADA A BRONFENIRAMINA. 2.5MG + 2 MG/ML. SOLUCAO ORAL - GOTAS; NO_ACR; FRASCO; 20.00 ML

428076; FENOTEROL BROMIDRATO; FENOTEROL BROMIDRATO; NOT FOUND; ASSOCIADO COM IPRATROPIO BROMETO. 0.05MG + 0.02MG/DOSE. AEROSSOL ORAL; NO_ACR; FRASCO; 20.00 ML

428103; FLUORETO DE SÃDIO; FLUORETO SODIO; NOT FOUND; 2%. GEL TIXOTROPICO. NEUTRO; NO_ACR; FRASCO; 100.00 G

273626; FENOBARBITAL SÃDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 50 MG; NO_ACR; AMPOLA; 1.00 ML

273009; FLUOXETINA; FLUOXETINA; FLUOXETINA; 20 MG; NO_ACR; COMPRIMIDO; 0

268292; FOLINATO DE CÃLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 15 MG; NO_ACR; FRASCO; 100.00 ML

279298; FENOTEROL BROMIDRATO; FENOTEROL BROMIDRATO; NOT FOUND; ASSOCIADO COM IPRATROPIO BROMETO. 0.1MG + 0.04MG / DOSE. AEROSSOL ORAL; NO_ACR; FRASCO; 200.00 DOSE(S)

280603; FLUORETO DE SÃDIO; FLUORETO SODIO; NOT FOUND; SISTEMA GEL DE FLUOR FOSFATO ACIDULADO. COM SABOR. GEL TIXOTROPICO. FLUORETO DE SODIO 1.23%. AC. FOSFORICO 0.98%. PH - 3 A 3.5; NO_ACR; FRASCO; 200.00 ML

300412; FILGRASTIM; FILGRASTIM; FILGRASTIM; 300 MCG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 1.20 ML

269390; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 10 MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 60.00 ML

305464; FLUOXETINA; FLUOXETINA; FLUOXETINA; 10 MG; NO_ACR; COMPRIMIDO; 0

397542; FOLITROPINA; FOLITROPINA; NOT FOUND; ALFA RECOMBINANTE. 300UI (22MCG)/ 0.5 ML. SOLUCAO INJETAVEL. EM CANETA APLICADORA PRE-ENCHIDA; NO_ACR; FRASCO-AMPOLA; 0

335088; FOSFATO DE SÃDIO; FOSFATO SODIO; NOT FOUND; DIBASICO. ASSOCIADO AO ACIDO CITRICO E GLICERINA. 7% + 12.1% + 14%. SOLUCAO ORAL. ESPECIALMENTE MANIPULADO; NO_ACR; FRASCO; 133.00 ML

395144; FLUFENAZINA; FLUFENAZINA; FLUFENAZINA; SAL CLORIDRATO. 5 MG; NO_ACR; COMPRIMIDO; 0

267657; FENITOÃNA SÃDICA; FENITOINA SODICA; FENITOINA SODICA; 100 MG; NO_ACR; COMPRIMIDO; 0

300725; FENOBARBITAL SÃDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

285063; FELODIPINO; FELODIPINO; FELODIPINO; 5 MG. LIBERACAO PROLONGADA; NO_ACR; COMPRIMIDO; 0

272953; FLUORETO DE SÃDIO; FLUORETO SODIO; NOT FOUND; 2%. GEL; NO_ACR; FRASCO; 250.00 ML

269391; FENITOÃNA SÃDICA; FENITOINA SODICA; FENITOINA SODICA; 20 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML

309044; FOLINATO DE CÃLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 3 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

268477; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 100.00 ML

274573; FENILEFRINA CLORIDRATO; FENILEFRINA CLORIDRATO; NOT FOUND; 10MG/ML. INJETAVEL; NO_ACR; COMPRIMIDO; 0

272971; FENOXIMETILPENICILINA; FENOXIMETILPENICILINA; FENOXIMETILPENICILINA; POTASSICA. 500.000UI; NO_ACR; COMPRIMIDO; 0

428104; FLUORETO DE SÃDIO; FLUORETO SODIO; NOT FOUND; 2%. GEL TIXOTROPICO. ACIDULADO; NO_ACR; FRASCO; 100.00 G

266532; FENOTEROL BROMIDRATO; FENOTEROL BROMIDRATO; NOT FOUND; 0.2MG / DOSE. AEROSSOL. FRASCO DOSIFICADOR + AEROCaMARA; NO_ACR; FLACONETE; 2.00 ML

301906; FLUORETO DE SÃDIO; FLUORETO SODIO; NOT FOUND; 0.05%. SOLUCAO BUCAL; NO_ACR; FRASCO; 500.00 ML

273626; FENOBARBITAL SÃDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 50 MG; NO_ACR; COMPRIMIDO; 0

272945; FLUORESCEÃNA; FLUORESCEINA; FLUORESCEINA; 2%. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 3.00 ML

309042; FOLINATO DE CÃLCIO; FOLINATO CALCIO; FOLINATO CALCIO; 50 MG. PO LIOFILO P/ INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

269391; FENITOÃNA SÃDICA; FENITOINA SODICA; FENITOINA SODICA; 20 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 120.00 ML

395719; FLUOXETINA; FLUOXETINA; FLUOXETINA; 60 MG. ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 70.00 ML

352408; FORMOTEROL FUMARATO; FORMOTEROL FUMARATO; NOT FOUND; 12 MCG. CAPSULA PO INALANTE. COM FRASCO INALADOR; NO_ACR; FRASCO; 60.00 DOSE(S)

424712; FENTANILA; FENTANILA; FENTANILA; SAL CITRATO. 78.5 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML

396470; FENOTEROL BROMIDRATO; FENOTEROL BROMIDRATO; NOT FOUND; 0.25 MG/ML. SOLUCAO PARA INALACAO; NO_ACR; FLACONETE; 2.00 ML

270798; FEXOFENADINA; FEXOFENADINA; FEXOFENADINA; 120MG; NO_ACR; COMPRIMIDO; 0

266532; FENOTEROL BROMIDRATO; FENOTEROL BROMIDRATO; NOT FOUND; 0.2MG / DOSE. AEROSSOL. FRASCO DOSIFICADOR + AEROCaMARA; NO_ACR; FRASCO; 200.00 DOSE(S)

300723; FENOBARBITAL SÃDICO; FENOBARBITAL SODICO; FENOBARBITAL SODICO; 40 MG/ML. SOLUCAO ORAL - GOTAS; NO_ACR; FRASCO; 20.00 ML

386482; FOSFATO TRICÃLCICO; FOSFATO TRICALCICO; NOT FOUND; ASSOCIADO AO COLECALCIFEROL. 600 MG + 400 UI. COMPRIMIDO REVESTIDO; NO_ACR; COMPRIMIDO; 0

323713; FOSFATO TRICÃLCICO; FOSFATO TRICALCICO; NOT FOUND; CALCIO + FOSFORO. 60 + 32 MG/ML. SUSPENSAO ORAL. MEDICAMENTO ESPECIALMENTE MANIPULADO; NO_ACR; FRASCO; 60.00 ML

392760; FLUTICASONA PROPIONATO; FLUTICASONA PROPIONATO; NOT FOUND; 250MCG/DOSE. AEROSSOL ORAL - SPRAY; NO_ACR; EMBALAGEM; 60.00 DOSE(S)

335088; FOSFATO DE SÃDIO; FOSFATO SODIO; NOT FOUND; DIBASICO. ASSOCIADO AO ACIDO CITRICO E GLICERINA. 7% + 12.1% + 14%. SOLUCAO ORAL. ESPECIALMENTE MANIPULADO; NO_ACR; FRASCO; 100.00 ML

271947; FENTANILA; FENTANILA; FENTANILA; SAL CITRATO. 75 MCG. ADESIVO TRANSDERMICO; NO_ACR; SACHÃ; 0

268118; FILGRASTIM; FILGRASTIM; FILGRASTIM; 300MCG. INJETAVEL; NO_ACR; FRASCO; 1.00 ML

272995; FAMOTIDINA; FAMOTIDINA; FAMOTIDINA; 20 MG; NO_ACR; COMPRIMIDO; 0

395439; FLUTICASONA FUORATO; FLUTICASONA FUORATO; NOT FOUND; 27.5 MCG/DOSE. SPRAY NASAL; NO_ACR; FRASCO; 120.00 DOSE(S)

267663; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG; NO_ACR; COMPRIMIDO; 0

271950; FENTANILA; FENTANILA; FENTANILA; SAL CITRATO. 0.05 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML

411590; FLUORESCEÃNA; FLUORESCEINA; FLUORESCEINA; 1 MG / TIRA DE PAPEL ESTERILIZADA. 2 TIRAS POR ENVELOPE; NO_ACR; ENVELOPE; 0

