68514; ACEBROFILINA; ACEBROFILINA; XAR. AD 10 MG 120 ML x 1 (/ML); N_Q;5,19E+14; ACEBROFILINA; ACEBROFILINA; 5 MG/ML XPE CT FR VD AMB X 120 ML + CP MED 10 ML; N_Q
52309; AMOXINA; NOT FOUND; CAPS 500 MG x 8; SDZ;5,12E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT STR AL X 12; SDZ
74351; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; POM.DERMAT 50 MG 25 G x 1 (/G); E3S;5,08E+14; CLO; NOT FOUND; (C1) 10 MG 2 BL X 10 COMP REV HOSP; E3S
56333; PRANDIN; NOT FOUND; CPR 2 MG x 30; MD7;5,25E+14; PRANDIN; NOT FOUND; 0.5 MG COM CT BL AL/AL X 30; MD7
76404; ELOXATIN; NOT FOUND; F.AMP IV 100 MG 20 ML x 1; S_A;5,31E+14; ELOXATIN; NOT FOUND; 50 MG PO LIOF CT FR VD INC X 500 MG; S_A
60376; ESTRINOLON; NOT FOUND; CREME VAG. 0.62 MG 25 G x 1 (/G); E3S;5,08E+14; ESTRINOLON; NOT FOUND; 0.625MG 1 BL X 21 DRG; E3S
56678; AZI; NOT FOUND; CPR 1000 MG x 1; E3S;5,08E+14; AZITROGRAN; NOT FOUND; 500 MG 1 BL X 3 COMP; E3S
59575; DORALGINA; NOT FOUND; GOTAS 15 ML x 1; N_Q;5,19E+14; DORALGINA; NOT FOUND; DGS (CX C/2 BL C/10); N_Q
77283; PURAN T 4; NOT FOUND; CPR 25 Y x 28; S_A;5,31E+14; PURAN T4; NOT FOUND; 100 MCG COM CT 2 BL AL PLAS INC X 15; S_A
75203; ENERGIL C AMINO; NOT FOUND; CPR EFERV 1 G x 16; E3S;5,08E+14; ENERGIL C; NOT FOUND; 2 G ROSE HIPS C/10 COMP EFERV; E3S
56806; CLORANA; NOT FOUND; CPR 25 MG x 30; S_A;5,31E+14; CLORANA; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 20; S_A
30379; FACYL 500; NOT FOUND; DRAG 500 MG x 4; MD7;5,25E+14; FACYL; NOT FOUND; 500 MG C/ 8 COMP REVEST; MD7
47991; NEODEX C NEO; NOT FOUND; CREME. 0.10 % 15 G x 1; N_Q;5,19E+14; NEODEX; NOT FOUND; 0.1 MG/ML ELX CT FR VD AMB X 120 ML ; N_Q
67810; CLOR TRAMADOL; CLORIDRATO TRAMADOL; CAPS GELATIN 50 MG x 10; E3S;5,08E+14; CLO; NOT FOUND; (C1) 25 MG 2 BL X 10 COMP REV HOSP; E3S
47467; NEO METRODAZOL; NOT FOUND; SUSP 200 MG 80 ML x 1 (/5ML); N_Q;5,19E+14; NEODAZOL; NOT FOUND; 450MG PO/ SUSP (VD C/15ML); N_Q
61433; CLO TERBINAFINA; CLORIDRATO TERBINAFINA; CPR 125 MG x 14; E3S;5,08E+14; CLO; NOT FOUND; (C1) 25MG 2 BL X 10 COMP REV HOSP; E3S
55656; EPICITRIN; NOT FOUND; POM. 10 G x 1; N_Q;5,19E+14; EPICITRIN; NOT FOUND; 5 MG/G + 250 UI/G POM DERM CX 50 BG AL X 10 G (EMB HOSP); N_Q
53285; PROFLOX; NOT FOUND; CPR REVEST 750 MG x 10; E3S;5,08E+14; PROFLOX; NOT FOUND; 500 MG 2 BL X 7 COMP; E3S
59536; ULCINAX; NOT FOUND; AMP. 300 MG 2 ML x 6; N_Q;5,19E+14; ULCINAX; NOT FOUND; INJ 300MG/2ML (CX C/6 AMP C/2ML); N_Q
49857; AVIRAL; NOT FOUND; CPR 200 MG x 25; MD7;5,25E+14; AVIRAL; NOT FOUND; 200 MG CX C/5 BL X 5 COMP; MD7
62535; CLO; NOT FOUND; CPR REVEST 25 MG x 20; E3S;5,08E+14; CLOR DILTIAZEN; NOT FOUND; 60MG FR C/50 COMP; E3S
68364; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; SOLN OFTAL 0.35 % 5 ML x 1; E3S;5,08E+14; CLO; NOT FOUND; 75MG 2 BLT C/ 10 COMP; E3S
55745; GELMAX; NOT FOUND; CPR PAP.&.CA x 120; E3S;5,08E+14; GELMAX; NOT FOUND; EFERV ABACAXI 20 SACHET C/5G; E3S
59686; AMOXI CLAVU POT; NOT FOUND; PO P/SUSP 125 MG 75 ML x 1 (/5ML); E3S;5,08E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; SUSP FR 75 ML 125MG/5ML; E3S
77723; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; CPR REVEST 500 MG x 14; LG6;5,39E+14; CLORIDRATO CIPROFLOXACINO DEXAMETASONA; NOT FOUND; 3.5 MG + 1 MG SOL OFT CT FR PLAS OPC GOT X 5 ML; LG6
2451; CLORANA; NOT FOUND; CPR 50 MG x 20; S_A;5,31E+14; CLORANA; NOT FOUND; 25 MG COM CT BL PLAS PAPEL X 30; S_A
58486; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 875 MG x 12 (/125); SDZ;5,12E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 25 MG/ML + 6.25 MG/ML PO P/ SUSP ORAL CT FR VD AMB X 75 ML + COL DOSAD; SDZ
98547; NARIDRIN AQUA; NOT FOUND; SPRAY NASAL 9 MG 50 ML x 1 (/ML); E3S;5,08E+14; NARIDRIN; NOT FOUND; 12HS GOTAS FR C/30ML; E3S
62535; CLO; NOT FOUND; CPR REVEST 25 MG x 20; E3S;5,08E+14; CAPTOPRIL HIDROCLOROTIAZIDA; NOT FOUND; 50/25 MG 2BL X 15 COMP; E3S
57910; SIGMASPORIN MICROR; NOT FOUND; SOLN 100 MG 50 ML x 1 (/ML); GM2;5,26E+14; SIGMASPORIN; NOT FOUND; 100 MG 1 BL X 50 CAPS MICRORAL; GM2
57028; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 16; E3S;5,08E+14; CAPTOPRIL HIDROCLOROTIAZIDA; NOT FOUND; 50 MG + 25 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC); E3S
76160; OXIMAX; NOT FOUND; CAPS+INALAD. 200 Y x 30; MQF;5,12E+14; OXIMAX; NOT FOUND; 400 MCG CAP PO INAL CT BL AL/AL X 10; MQF
57009; APROZIDE; NOT FOUND; CPR 300 MG x 28 (/12); S_A;5,31E+14; APROZIDE; NOT FOUND; 150 MG + 12.5 MG COM CT 2 BL AL PLAS INC X 14; S_A
77063; DIPROSONE; NOT FOUND; CREME 0.64 MG 10 G x 1 (/G); MQF;5,12E+14; DIPROSONE; NOT FOUND; 0.64 MG/G POM DERM CT BG AL X 30 G; MQF
48659; NEO BENDAZOL; NOT FOUND; SUSP 4 % 10 ML x 1; N_Q;5,19E+14; NEOZOL; NOT FOUND; CAP 30 MG (CX C/1 BL C/7); N_Q
65206; VALTRIAN; NOT FOUND; CPR REVEST 25 MG x 30; MD7;5,25E+14; VALTRIAN; NOT FOUND; 100 MG COM REV CT 2 BL AL PLAS OPC X 15; MD7
66548; MAL DEXCLO BETA; NOT FOUND; CPR 0.25 MG x 20 (/2); E3S;5,08E+14; MALEATO DEXCLOR BETAMETASONA; NOT FOUND; 2 MG + 0.25 MG COM CT BL AL PLAS LEIT X 20; E3S
62998; CETOCONAZOL; CETOCONAZOL; CPR 200 MG x 30; MD7;5,25E+14; CETOCONAZOL DIP BETAMET; NOT FOUND; 20 MG/G + 0.5 MG/G CREM DERM CT BG AL X 30 G; MD7
71751; RINOSORO; NOT FOUND; SPRAY NA SIC 3 % 50 ML x 1; FAS;5,09E+14; RINOSORO SIC; NOT FOUND; 9.0 MG/ML SOL NASAL CT FR PLAS OPC SPRAY X 50 ML; FAS
71623; SULBAMOX; NOT FOUND; CPR 500 MG x 8 (/500); FAS;5,09E+14; SULBAMOX; NOT FOUND; 875 MG + 125 MG COM REV CT BL AL PLAS INC X 14; FAS
72333; GLIANSOR; NOT FOUND; CPR 1 MG x 30; LG6;5,39E+14; GLIANSOR; NOT FOUND; 2 MG COM CT BL AL PLAS INC X 30; LG6
59936; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 500 MG x 18 (/125); E3S;5,08E+14; AMOX; NOT FOUND; EMS - SUSP PO 250MG/5ML FR 150ML; E3S
57001; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 15; E3S;5,08E+14; AMOXICILINA TRIIDRATADA; NOT FOUND; 500 MG CAP GEL DURA CT BL AL PLAS INC X 30; E3S
63059; LANSODOM; NOT FOUND; CAPS GELATIN 15 MG x 35 (/10); MD7;5,25E+14; LANSODOM 30; NOT FOUND; 30MG CAPS MICRO DESINTEG GRAD + 10MG COM CT C/ 2 BL X 7 + 21; MD7
62535; CLO; NOT FOUND; CPR REVEST 25 MG x 20; E3S;5,08E+14; CETOROLACO TROMETAMINA; NOT FOUND; SOL OT 0.5% 5ML; E3S
64399; CLO; NOT FOUND; CPR REVEST 75 MG x 20; E3S;5,08E+14; CAPTOPRIL HIDROCLOROTIAZIDA; NOT FOUND; 50 MG + 25 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC); E3S
60067; CLORATADD; NOT FOUND; XAR. 5 MG 100 ML x 1 (/5ML); E3S;5,08E+14; CLORATADD D; NOT FOUND; (D1) XPE FR C/60 ML; E3S
69341; RINOSORO; NOT FOUND; SPRAY NA SIC 0.90 % 50 ML x 1; FAS;5,09E+14; RINOSORO SIC; NOT FOUND; 9.0 MG/ML SOL NASAL CT FR PLAS OPC GOT X 90 ML; FAS
73129; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 875 MG x 12 (/125); E3S;5,08E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 80 MG/ML + 11.4 MG/ML PO SUS ORAL CT FR PLAS OPC X 70 ML + SER DOSAD + CP MED; E3S
62640; EXPECTAMIN F; NOT FOUND; CPR 6 MG x 12; LG6;5,39E+14; EXPECTAMIN; NOT FOUND; 0.4 MG + 4.0 MG + 20.0 MG / ML SOL OR CT FR VD AMB X 120ML ; LG6
73529; TINIDAZOL; TINIDAZOL; CPR REVEST 500 MG x 4; E3S;5,08E+14; TIOCONAZOL TINIDAZOL; NOT FOUND; CR VAG 35GC/7APLIC; E3S
78242; VIDENFIL; NOT FOUND; CPR 25 MG x 4; SDZ;5,12E+14; VIDENFIL; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 8; SDZ
63827; PERFER; NOT FOUND; DRAG 300 MG x 50; LR3;5,24E+14; PERFER; NOT FOUND; 32.5 MG COM REV CT FR PLAS OPC X 50; LR3
80206; VOLUNTA; NOT FOUND; CPR REVEST 40 MG x 30; MD7;5,25E+14; VOLUNTA; NOT FOUND; 20 MG COM REV CT BL AL/AL X 90 (EMB FRAC); MD7
57002; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; E3S;5,08E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT BL AL / AL X 14; E3S
99510; ALENTHUS XR; NOT FOUND; CAPS L.C. 37.5 MG x 30; MD7;5,25E+14; ALENTHUS XR; NOT FOUND; 75 MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 15; MD7
50998; NEOVERMIN; NOT FOUND; CPR 100 MG x 6; N_Q;5,19E+14; NEOVERMIN; NOT FOUND; 20 MG/ML + 33.20 MG/ML SUS OR CT FR VD AMB X 30 ML; N_Q
53528; NEOPRAZOL; NOT FOUND; CAPS GASTROR 20 MG x 14; N_Q;5,19E+14; NEOPRAZOL; NOT FOUND; CAPS 20MG (FR C/7); N_Q
55259; NEOTOSS; NOT FOUND; XAR. AD 15 MG 100 ML x 1 (/5ML); N_Q;5,19E+14; NEOTOSS; NOT FOUND; 1.5 MG/ML XPE CT FR VD AMB X 60 ML ; N_Q
58485; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 500 MG x 12 (/125); SDZ;5,12E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT STR AL X 12; SDZ
73810; CLO TICLOPIDINA; CLORIDRATO TICLOPIDINA; CPR REVEST 250 MG x 20; E3S;5,08E+14; CLO; NOT FOUND; 75 MG 2 BLT C/ 10 COMP; E3S
55381; GELMAX; NOT FOUND; SACH.EF.ABAC 5 G x 100; E3S;5,08E+14; GELMAX; NOT FOUND; EFERV ABACAXI 100 SACHET C/5; E3S
56373; CAPTOPRIL; CAPTOPRIL; CPR 12.5 MG x 16; MD7;5,25E+14; CAPTOPRIL HIDROCLOROTIAZIDA; NOT FOUND; 50MG + 25MG COM CT 2 BL AL PLAST INC X 15; MD7
78410; PLAVIX; NOT FOUND; CPR REVEST 300 MG x 4; S_A;5,31E+14; PLAVIX; NOT FOUND; 75 MG COM REV CT BL AL/AL X 98; S_A
68146; ACETON TRIANCIN; NOT FOUND; POM.BUCAL 1 MG 10 G x 1 (/G); LG6;5,39E+14; ACETONIDA TRIANCINOLONA SULFATO NEOMICINA GRAMICIDINA NISTATINA; NOT FOUND; 1 MG/G + 2.5 MG/G + 0.25 MG/G + 100.000 UI/G CREM DERM CT BG AL X 30 G; LG6
48950; BENEVRAN; NOT FOUND; DRAG 50 MG x 10; LG6;5,39E+14; BENEVRAN; NOT FOUND; 11.6 MG/G GEL CT BG AL X 60 G; LG6
72915; RINOSORO; NOT FOUND; SP.N.INF SIC 0.90 % 50 ML x 1; FAS;5,09E+14; RINOSORO SIC; NOT FOUND; 9.0 MG/ML SOL NASAL CT FR PLAS OPC SPRAY X 90 ML; FAS
57619; GELMAX; NOT FOUND; SAC.EF.LIMAO 5 G x 20; E3S;5,08E+14; GELMAX; NOT FOUND; PAPAYA-CASSIS BL 4 X 6 COMP; E3S
78855; DIPIRONA SODICA; NOT FOUND; CPR 1 G x 10; N_Q;5,19E+14; DIPIRONA SODICA; NOT FOUND; 1G COM DISP BL AL PLAS INC X 100; N_Q
73811; CLO TICLOPIDINA; CLORIDRATO TICLOPIDINA; CPR REVEST 250 MG x 30; E3S;5,08E+14; CLO; NOT FOUND; 75 MG 2 BLT C/ 10 COMP; E3S
71624; SULBAMOX; NOT FOUND; CPR 250 MG x 16 (/250); FAS;5,09E+14; SULBAMOX; NOT FOUND; 875 MG + 125 MG COM REV CT BL AL PLAS INC X 20; FAS
57891; LORATADINA; LORATADINA; XAROPE 5 MG 100 ML x 1 (/5ML); MD7;5,25E+14; LORATADINA SULFATO PSEUDOEFEDRINA; NOT FOUND; 1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + DOSADOR; MD7
2219; CELESTONE SOLUSPAN; NOT FOUND; AMP. RETARD 3 MG 1 ML x 1 (/ML); MQF;5,12E+14; CELESTONE; NOT FOUND; 0.1 MG/ML ELX CT FR VD AMB X 30 ML; MQF
71629; SULBAMOX; NOT FOUND; F.AMP C/DILU 500 MG 5 ML x 1 (/250); FAS;5,09E+14; SULBAMOX; NOT FOUND; 500 MG + 500 MG COM REV CT BL AL PVC X 16; FAS
73470; FLATEX; NOT FOUND; CAPS GEL 125 MG x 10; FAS;5,09E+14; FLATEX; NOT FOUND; 150 MG/ML EMU OR CT FR PLAS OPC GOT X 10 ML ; FAS
50236; ENERGIL C; NOT FOUND; CPR EFER 1 G x 10; E3S;5,08E+14; ENERGIL C AMINO; NOT FOUND; 1000 MG + 1000 MG COM EFEV CT TB PLAS X 16; E3S
59454; CENEVIT; NOT FOUND; CPR EFER 1 G x 10; LG6;5,39E+14; CENEVIT; NOT FOUND; 2 G COM EFEV CT TB PLAS X 10 (SABOR LARANJA); LG6
51697; INIBEX S; NOT FOUND; CPR RETARD 50 MG x 20; MD7;5,25E+14; INIBEX S; NOT FOUND; 25 MG COM CT STR X 20 ; MD7
48963; CELESTAMINE; NOT FOUND; CPR x 20; MQF;5,12E+14; CELESTAMINE; NOT FOUND; 0.25 MG + 2 MG COM CT BL AL PLAS INC X 10; MQF
77828; CLEANKINOL; NOT FOUND; GEL. 30 G x 1; LG6;5,39E+14; CLEANKINOL; NOT FOUND; 40 MG/G GEL CT BG AL X 30 G; LG6
59570; DEXANIL; NOT FOUND; AMP. 2 MG 1 ML x 50 (/ML); N_Q;5,19E+14; DEXANIL; NOT FOUND; 2 MG/ML SOL INJ CT 2 AMP VD INC X 1 ML ; N_Q
46054; CITROPLEX C; NOT FOUND; GOTAS 200 MG 20 ML x 1 (/ML); N_Q;5,19E+14; CITROPLEX; NOT FOUND; INJ 500MG (CX C/50 AMP C/5ML); N_Q
82917; ROVELAN; NOT FOUND; CPR REV . 320 MG x 30; E3S;5,08E+14; ROVELAN; NOT FOUND; 40 MG COM REV CT BL AL/AL X 30; E3S
64014; FESTONE; NOT FOUND; CPR REVEST 20 MG x 30; SDZ;5,12E+14; FESTONE; NOT FOUND; 10 MG COM REV CT BL AL PLAS BCO OPC X 30; SDZ
78320; AH ZUL; NOT FOUND; CPR REVEST 50 MG x 1; LG6;5,39E+14; AH ZUL; NOT FOUND; 25 MG COM REV CT BL AL PLAS OPC X 4; LG6
68591; TINIDAZOL; TINIDAZOL; CPR REVEST 500 MG x 4; MD7;5,25E+14; TIOCONAZOL TINIDAZOL; NOT FOUND; CREME VAG CT 1 BG AL X 35 G + 7APL; MD7
69828; BACTRONEO; NOT FOUND; POM. 2 % 15 G x 1; N_Q;5,19E+14; BACTRONEO; NOT FOUND; 20 MG/G POM DERM CT BG AL X 15 G; N_Q
50297; PENTOX; NOT FOUND; AMP. 100 MG 5 ML x 5; FAS;5,09E+14; PENTOX; NOT FOUND; 400 MG COMP REV CT 2 BL AL PLAST INC X 10; FAS
69866; PEPSAMAR; NOT FOUND; CPR MASC 230 MG x 50; S_A;5,31E+14; PEPSAMAR; NOT FOUND; 230 MG COM MAST CT 3 STR X 10; S_A
55776; PLAVIX; NOT FOUND; CPR REVEST 75 MG x 14; S_A;5,31E+14; PLAVIX; NOT FOUND; 75 MG COM REV CT 2 BL AL / AL X 14; S_A
47991; NEODEX C NEO; NOT FOUND; CREME. 0.10 % 15 G x 1; N_Q;5,19E+14; NEODEX; NOT FOUND; CP 0.5MG (CX C/1 BL C/10); N_Q
61668; DILAFLUX RETARD; NOT FOUND; CPR 20 MG x 400; MD7;5,25E+14; DILAFLUX; NOT FOUND; 20 MG COM REV CT BL AL PLAS AMB X 20; MD7
68361; AMOXINA; NOT FOUND; CAPS 500 MG x 21; SDZ;5,12E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT FR PLAS OPC X 12; SDZ
67084; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 30; SDZ;5,12E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT FR PLAS OPC X 14; SDZ
78434; LANZACOR; NOT FOUND; CPR REVEST 50 MG x 490; N_Q;5,19E+14; LANZACOR; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 28; N_Q
63812; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 500 MG x 6; BF8;5,05E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 50MG/ML + 12.5MG/ML PO SUS OR CT FR PLAS OPC X 75ML; BF8
66696; CLOR NAFAZOLINA; CLORIDRATO NAFAZOLINA; SOLN NASAL 0.50 MG 30 ML x 1 (/ML); E3S;5,08E+14; CLO; NOT FOUND; (C1) 10MG 2 BL X 10 COMP REV HOSP; E3S
57307; SIGMASPORIN MICROR; NOT FOUND; CAPS 50 MG x 50; GM2;5,26E+14; SIGMASPORIN; NOT FOUND; 10MG 1 BL X 60 CAPS MICRORAL; GM2
112797; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 500 MG x 21 (/125); SDZ;5,12E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT FR PLAS OPC X 12; SDZ
74941; CENEVIT ZINCO; NOT FOUND; CPR EFER 1 G x 10 (/10); LG6;5,39E+14; CENEVIT; NOT FOUND; 2 G COM EFEV CT TB PLAS X 10 (SABOR LARANJA); LG6
68792; V BE SU G TO CL; NOT FOUND; POM.DERMAT 20 G x 1; N_Q;5,19E+14; VALERATO BETAMETASONA SULFATO GENTAMICINA TOLNAFTATO CLIOQUINOL; NOT FOUND; 0.5 MG/G + 1 MG/G + 10 MG/G + 10 MG/G POM DERM CT BG AL X 20 G; N_Q
75256; SINVASTACOR; NOT FOUND; CPR REVEST 20 MG x 60; SDZ;5,12E+14; SINVASTACOR; NOT FOUND; 20 MG COM REV CT BL AL PLAS INC X 30; SDZ
65145; SINVASTACOR; NOT FOUND; CPR REVEST 40 MG x 10; SDZ;5,12E+14; SINVASTACOR; NOT FOUND; 5 MG COM REV CT BL AL PLAS INC X 30; SDZ
77929; SOLLEVARE; NOT FOUND; CPR REVEST 50 MG x 1; E3S;5,08E+14; SOLLEVARE; NOT FOUND; 25 MG COM REV CT BL AL PLAS OPC X 4; E3S
57288; NEOLON D; NOT FOUND; POM. 30 G x 1; N_Q;5,19E+14; NEOLON D; NOT FOUND; 1.0 MG+2.5MG+0.25MG+100 000 UI CREM DERM CT BG AL X 30 G; N_Q
69168; THIOMUCASE; NOT FOUND; CPR x 60; FAS;5,09E+14; THIOMUCASE; NOT FOUND; 135 TRU/G CREM DERM CT BG AL X 45 G ; FAS
52081; DORIFLAN; NOT FOUND; DRAG 50 MG x 20; LR3;5,24E+14; DORIFLAN; NOT FOUND; C/20 DRAGEAS; LR3
46838; SUPERAN; NOT FOUND; CPR 50 MG x 20; S_A;5,31E+14; SUPERAN; NOT FOUND; 12 MG/ML SOL OR CT FR VD CGT X 30 ML; S_A
8451; POLARAMINE; NOT FOUND; REPETABS 6 MG x 12; MQF;5,12E+14; POLARAMINE; NOT FOUND; 10 MG / G CREM DERM CT BG AL X 30 G; MQF
48846; POLARAMINE; NOT FOUND; LIQD 2 MG 120 ML x 1 (/5ML); MQF;5,12E+14; POLARAMINE; NOT FOUND; 2.8MG/ML SOL OR CT FR PLAS X 20 ML; MQF
54548; NEOSAC; NOT FOUND; CPR 150 MG x 20; N_Q;5,19E+14; NEOSAC; NOT FOUND; 300 MG COM REV CT BL AL PLAS AMB X 20; N_Q
64311; CLOR VERAPAMIL; CLORIDRATO VERAPAMIL; CPR REVEST 80 MG x 30; E3S;5,08E+14; CLO; NOT FOUND; (C1) 10 MG 2 BL X 10 COMP REV HOSP; E3S
70022; ALPRAZOLAM; ALPRAZOLAM; CPR 0.25 MG x 30; GM2;5,26E+14; ALPRAZOLAM B1; NOT FOUND; 0.5 MG 2BLT C/ 10COMP; GM2
63813; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 500 MG x 18; BF8;5,05E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 50MG/ML + 12.5MG/ML PO SUS OR CT FR PLAS OPC X 75ML; BF8
73376; NEOSORO H; NOT FOUND; SOLN NASAL 30 MG 60 ML x 1 (/ML); N_Q;5,19E+14; NEOSORO; NOT FOUND; 0.5 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML; N_Q
75729; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; LG6;5,39E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT BL AL/AL X 14; LG6
51710; PRAZOL; NOT FOUND; CAPS ENTERIC 15 MG x 14; MD7;5,25E+14; PRAZOL; NOT FOUND; 30 MG CAPS GEL CT BL INC X 7; MD7
74349; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; POM LARANJA 50 MG 25 G x 1 (/G); E3S;5,08E+14; CLO; NOT FOUND; 75MG 2 BLT C/ 10 COMP; E3S
63061; PREVENCOR; NOT FOUND; CPR COMBI 10 MG x 60 (/100); MD7;5,25E+14; PREVENCOR; NOT FOUND; 100 MG COM + 20 MG COM REVEST CT C/ 6 BL AL INC X 5 + 5; MD7
48593; NEO BENDAZOL; NOT FOUND; CPR 200 MG x 2; N_Q;5,19E+14; NEODAZOL; NOT FOUND; COMP 1000 MG (CX C/1 BL C/2); N_Q
80051; STILNOX CR; NOT FOUND; CPR 6.25 MG x 20; S_A;5,31E+14; STILNOX; NOT FOUND; 10 MG COM REV CT 1 BL AL PLAS INC X 20; S_A
77060; DIPROGENTA; NOT FOUND; POM. 10 G x 1; MQF;5,12E+14; DIPROGENTA; NOT FOUND; 0.64 MG/G + 1.0 MG/G CREM CT BG AL X 10 G; MQF
66536; CLOR TERB SOL; NOT FOUND; SOLN TOP. 10 MG 30 ML x 1 (/G); E3S;5,08E+14; CLO; NOT FOUND; (C1) 10MG 2 BL X 10 COMP REV HOSP; E3S
89119; CLOR PAROXETINA; CLORIDRATO PAROXETINA HEMI-HIDRATADO; CPR REVEST 20 MG x 20; E3S;5,08E+14; CLO; NOT FOUND; (C1) 25 MG 2 BL X 10 COMP REV HOSP; E3S
78435; NEO MOXILIN; NOT FOUND; CAPS 500 MG x 500; N_Q;5,19E+14; NEO MOXILIN; NOT FOUND; CAP 500MG (CX C/2 BL C/6); N_Q
58758; NEODAZOL; NOT FOUND; PO P/SUSP 900 MG 30 ML x 1; N_Q;5,19E+14; NEODAZOL; NOT FOUND; COMP 500 MG (CX C/2 BL C/4); N_Q
63619; ANLO; NOT FOUND; CPR 5 MG x 30; E3S;5,08E+14; ATENOLOL CLORTALIDONA; NOT FOUND; 100/25 MG 2 BL X 15; E3S
77290; PURAN T 4; NOT FOUND; CPR 125 Y x 28; S_A;5,31E+14; PURAN T4; NOT FOUND; 150 MCG COM CT 2 BL AL PLAS INC X 15; S_A
137559; AH ZUL; NOT FOUND; CPR REVEST 50 MG x 12; LG6;5,39E+14; AH ZUL; NOT FOUND; 50 MG COM REV CT BL AL PLAS OPC X 1; LG6
62534; CLO; NOT FOUND; CPR REVEST 10 MG x 20; E3S;5,08E+14; CAPTOPRIL HIDROCLOROTIAZIDA; NOT FOUND; 50/25MG 1BL X 15 COMP; E3S
58142; PREDSIM; NOT FOUND; CPR 5 MG x 10; MQF;5,12E+14; PREDSIM; NOT FOUND; 3 MG/ML SOL OR CT FR PLAS TRANS X 30 ML + PIPETA DOSADORA; MQF
55442; RENALAPRIL; NOT FOUND; CPR 10 MG x 30; N_Q;5,19E+14; RENALAPRIL; NOT FOUND; CP 20MG (CX C/03 ENV AL C/10); N_Q
69846; DIAZEPAM; DIAZEPAM; CPR 10 MG x 30; GM2;5,26E+14; DIAZEPAM NQ; NOT FOUND; 10MG 2 BL X 10 COMP (B1); GM2
71624; SULBAMOX; NOT FOUND; CPR 250 MG x 16 (/250); FAS;5,09E+14; SULBAMOX; NOT FOUND; 250 MG + 250 MG COM REV CT BL AL PVC X 8; FAS
80413; PIOTAZ; NOT FOUND; CPR 15 MG x 15; GM2;5,26E+14; PIOTAZ; NOT FOUND; 30 MG COM CT FR PLAS OPC X 30; GM2
9162; RINOSORO; NOT FOUND; GOTAS NASAL 30 ML x 1; FAS;5,09E+14; RINOSORO SIC; NOT FOUND; 9.0 MG/ML SOL NASAL CT FR PLAS OPC SPRAY X 50 ML; FAS
57231; NEO CEFADRIL; NOT FOUND; CAPS 500 MG x 8; N_Q;5,19E+14; NEO CEFADRIL; NOT FOUND; 50 MG/ML PO PREP EXT CT 01 FR VD AMB X 100 ML; N_Q
52310; AMOXINA; NOT FOUND; SUSP 250 MG 60 ML x 1; SDZ;5,12E+14; AMOXINA; NOT FOUND; 500 MG CAP GEL DURA CT BL AL PLAS INC X 21; SDZ
56823; NEOTAFLAN; NOT FOUND; AMP. 75 MG 3 ML x 3; N_Q;5,19E+14; NEOTAFLAN; NOT FOUND; 50MG COM REV CT BL AL PLAS INC X 20 ; N_Q
