58701; DECONGEX PLUS NF ; DECONGEX PLUS NF; NOT FOUND; CPR.RE.LP x 12; A4H
59064; DESINFLEX ; DESINFLEX; NOT FOUND; GEL. 1 % 30 G x 1; DFP

59063; DESINFLEX ; DESINFLEX; NOT FOUND; CPR REVEST 50 MG x 20; DFP

47764; DELTAREN ; DELTAREN; NOT FOUND; GOTAS 15 MG 10 ML x 1 (/ML); DLT

60161; DELTAREN ; DELTAREN; NOT FOUND; DRAG 50 MG x 20; DLT

101814; DELTAVIT ; DELTAVIT; NOT FOUND; CPR COMPL B x 30; DLT

50325; DESPIN ; DESPIN; NOT FOUND; SABAO 60 G x 1; DLT

49317; DELTAFLOGIN ; DELTAFLOGIN; NOT FOUND; DRAG AP x 10; DLT

52467; DELTAFLAN ; DELTAFLAN; NOT FOUND; CPR 100 MG x 12; DLT

96170; DELTAVIT SENIOR ; DELTAVIT SENIOR; NOT FOUND; CPR REVEST x 30; DLT

60167; DIPRO AS ; DIPRO AS; NOT FOUND; POM. 30 G x 1; DLT

101815; DELTAVIT ; DELTAVIT; NOT FOUND; CPR FERRO x 50; DLT

50324; DESPIN ; DESPIN; NOT FOUND; CREME 30 G x 1; DLT

60457; DELTAREN ; DELTAREN; NOT FOUND; DRAG AP 100 MG x 10; DLT

98541; DELTAVIT LACTANTE ; DELTAVIT LACTANTE; NOT FOUND; CPR REVEST x 60; DLT

58933; DELTALAX ; DELTALAX; NOT FOUND; DRAG 5 MG x 20; DLT

60157; DELTAFLAN ; DELTAFLAN; NOT FOUND; GOTAS 50 MG 15 ML x 1 (/ML); DLT

60163; DELTAREN GEL ; DELTAREN GEL; NOT FOUND; GEL. 1 % 60 G x 1; DLT

50323; DELTAVIT ; DELTAVIT; NOT FOUND; LIQD 120 ML x 1 (PAED); DLT

49316; DELTAFLOGIN ; DELTAFLOGIN; NOT FOUND; DRAG x 10; DLT

56832; DORZONE ; DORZONE; NOT FOUND; CPR x 12; DLT

65560; DELTAFLAN ; DELTAFLAN; NOT FOUND; CPR DISPER. 100 MG x 12; DLT

60158; DELTAFLAN ; DELTAFLAN; NOT FOUND; SUSP 50 MG 60 ML x 1 (/5ML); DLT

64468; DELTAFLOGIN ; DELTAFLOGIN; NOT FOUND; CPR SR 75 MG x 28; DLT

56831; DORMELOX ; DORMELOX; NOT FOUND; CPR 15 MG x 10; DLT

76749; DELTASORO ; DELTASORO; NOT FOUND; SOLN NASAL 0.90 % 30 ML x 1; DLT

60168; DIPRO AS ; DIPRO AS; NOT FOUND; SOLN TOP. 30 ML x 1; DLT

50322; DELTAVIT ; DELTAVIT; NOT FOUND; DRAG x 50; DLT

61713; DERMAFREE ; DERMAFREE; NOT FOUND; LIQD 15 ML x 1; DLT

64469; DELTAFLOGIN ; DELTAFLOGIN; NOT FOUND; DRAG 100 MG x 20; DLT

56830; DORMELOX ; DORMELOX; NOT FOUND; CPR 7.50 MG x 10; DLT

76906; DESPIN AS ; DESPIN AS; NOT FOUND; SABAO 80 G x 1; DLT

63636; DELTAFLAN GEL ; DELTAFLAN GEL; NOT FOUND; GEL. 2 % 40 G x 1; DLT

46932; DEXALGEN ; DEXALGEN; NOT FOUND; A.IM A+B 5000 Y 1 ML x 3; EUF

61804; DIP.BET+FOS.BET MG ; DIP BET FOS BET; NOT FOUND; A.IM+SER. 1 ML x 1; EUF

68618; DIMETICONA MG ; DIMETICONA; DIMETICONA; GOTAS 75 MG 15 ML x 1 (/ML); EUF

78575; DEJAVU ; DEJAVU; NOT FOUND; CPR REVEST 50 MG x 2; EUF

72255; DIACQUA ; DIACQUA; NOT FOUND; CPR 100 MG x 16; EUF

53992; DACARB ; DACARB; NOT FOUND; F.AMP LIOF 200 MG x 1; EUF

96325; DOMPERIX ; DOMPERIX; NOT FOUND; SUSP ORAL 1 MG 100 ML x 1 (/ML); EUF

78574; DEJAVU ; DEJAVU; NOT FOUND; CPR REVEST 50 MG x 4; EUF

79589; DOMPERIX ; DOMPERIX; NOT FOUND; CPR 10 MG x 30; EUF

132638; DICL BETAISTINA MG ; DICL BETAISTINA; DICLORIDRATO BETAISTINA; CPR 8 MG x 30; EUF

72253; DIACQUA ; DIACQUA; NOT FOUND; CPR 25 MG x 30; EUF

132635; DICL BETAISTINA MG ; DICL BETAISTINA; DICLORIDRATO BETAISTINA; CPR 16 MG x 60; EUF

74283; DIUBLOK ; DIUBLOK; NOT FOUND; CPR 25 MG x 30 (/100); EUF

132634; DICL BETAISTINA MG ; DICL BETAISTINA; DICLORIDRATO BETAISTINA; CPR 16 MG x 30; EUF

68337; DOCETAXEL MG ; DOCETAXEL; DOCETAXEL; F.AMP C/DILU 20 MG 0.50 ML x 1; EUF

65470; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); EUF

72015; DEXAMETASONA MG ; DEXAMETASONA; DEXAMETASONA; ELIXIR 0.10 MG 120 ML x 1 (/ML); EUF

75528; DUOMO ; DUOMO; NOT FOUND; CPR 2 MG x 30; EUF

72254; DIACQUA ; DIACQUA; NOT FOUND; CPR 50 MG x 30; EUF

132637; DICL BETAISTINA MG ; DICL BETAISTINA; DICLORIDRATO BETAISTINA; CPR 24 MG x 60; EUF

75681; DOPO ; DOPO; NOT FOUND; CPR 0.75 MG x 2; EUF

57863; DICLOFEN.DIETIL.MG ; DICLOFEN DIETIL; DICLOFENACO DIETILAMONIO; GEL. 1 % 60 G x 1; EUF

2991; DEBEI ; DEBEI; NOT FOUND; CAPS 50 MG x 20; EUF

77974; DIUBLOK ; DIUBLOK; NOT FOUND; CPR 100 MG x 10 (/25); EUF

73223; DESOGES+ETINILE.MG ; DESOGES ETINILE; NOT FOUND; CPR 30 Y x 21 (/150); EUF

113292; DUOMO HP ; DUOMO HP; NOT FOUND; CAP GEL DUR 2 MG x 30 (/5); EUF

74610; DESAGREG ; DESAGREG; NOT FOUND; CPR REVEST 250 MG x 20; EUF

68338; DOCETAXEL MG ; DOCETAXEL; DOCETAXEL; F.AMP C/DILU 80 MG 2 ML x 1; EUF

65471; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); EUF

78576; DEJAVU ; DEJAVU; NOT FOUND; CPR REVEST 50 MG x 1; EUF

132636; DICL BETAISTINA MG ; DICL BETAISTINA; DICLORIDRATO BETAISTINA; CPR 24 MG x 30; EUF

73222; DESOGES+ETINILE.MG ; DESOGES ETINILE; NOT FOUND; CPR 20 Y x 21 (/150); EUF

78572; DEJAVU ; DEJAVU; NOT FOUND; CPR REVEST 100 MG x 4; EUF

78573; DEJAVU ; DEJAVU; NOT FOUND; CPR REVEST 100 MG x 2; EUF

74611; DESAGREG ; DESAGREG; NOT FOUND; CPR REVEST 250 MG x 30; EUF

75932; DICLO.LEVOCETIR MG ; DICLO LEVOCETIR; DICLORIDRATO LEVOCETIRIZINA; CPR REVEST 5 MG x 10; EUF

74284; DIUBLOK ; DIUBLOK; NOT FOUND; CPR 12.5 MG x 30 (/50); EUF

113295; DUOMO HP ; DUOMO HP; NOT FOUND; CAP GEL DUR 2 MG x 20 (/5); EUF

78990; DOMPERIDONA MG ; DOMPERIDONA; DOMPERIDONA; CPR 10 MG x 30; EUF

77973; DIUBLOK ; DIUBLOK; NOT FOUND; CPR 12.5 MG x 10 (/50); EUF

52192; DDAVP ; DDAVP; NOT FOUND; CPR 0.10 MG x 30; FER

57076; DDAVP ; DDAVP; NOT FOUND; SPRAY NASAL 0.10 MG 2.50 ML x 1 (/ML); FER

52193; DDAVP ; DDAVP; NOT FOUND; CPR 0.20 MG x 30; FER

41950; DDAVP ; DDAVP; NOT FOUND; SOLN NASAL 0.10 MG 2.50 ML x 1 (/ML); FER

52194; DDAVP ; DDAVP; NOT FOUND; F.AMP 4 Y 1 ML x 10 (/ML); FER

69607; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); FM_

78349; DICLOFARMA ; DICLOFARMA; NOT FOUND; A.IM 75 MG 3 ML x 100; FM_

78071; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); FM_

64872; DIPIFARMA ; DIPIFARMA; NOT FOUND; AMP. 500 MG 2 ML x 50 (/ML); FM_

64870; DICLOFARMA ; DICLOFARMA; NOT FOUND; A.IM 75 MG 3 ML x 50; FM_

75328; DEXAMETASONA MG ; DEXAMETASONA; DEXAMETASONA; ELIXIR 0.50 MG 100 ML x 1 (/5ML); FM_

73108; DIPIFARMA ; DIPIFARMA; NOT FOUND; AMP. 500 MG 2 ML x 100 (/ML); FM_

69550; DOLAMIN FLEX ; DOLAMIN FLEX; NOT FOUND; CPR REVEST x 15; FQM

52973; DOLAMIN ; DOLAMIN; NOT FOUND; AMP. 200 MG 4 ML x 6; FQM

3613; DRAPOLENE ; DRAPOLENE; NOT FOUND; CREME 40 G x 1; FQM

88927; DERMOVANCE ; DERMOVANCE; NOT FOUND; LOC S P SECA 200 ML x 1; FQM

77270; DENSITIUM ; DENSITIUM; NOT FOUND; CREME YEUX 15 ML x 1; FQM

3097; DEQUADIN ; DEQUADIN; NOT FOUND; DISCOS MENTA 0.25 MG x 20; FQM

77271; DENSITIUM ; DENSITIUM; NOT FOUND; CREME A/I 50 ML x 1; FQM

42263; DEQUADIN ; DEQUADIN; NOT FOUND; DISCOS LARAN 0.25 MG x 20; FQM

66610; DIMEFOR ; DIMEFOR; NOT FOUND; CPR 500 MG x 30; FQM

88923; DERMOVANCE ; DERMOVANCE; NOT FOUND; CREME PES 100 G x 1; FQM

88912; DERMOVANCE ; DERMOVANCE; NOT FOUND; LOC P NORMAL 200 ML x 1; FQM

42262; DEQUADIN ; DEQUADIN; NOT FOUND; DISCOS LIMAO 0.25 MG x 20; FQM

51543; DIMEFOR ; DIMEFOR; NOT FOUND; CPR 850 MG x 30; FQM

51544; DOLAMIN ; DOLAMIN; NOT FOUND; CPR REVEST 125 MG x 16; FQM

2954; DARAPRIM ; DARAPRIM; NOT FOUND; CPR 25 MG x 100; FQM

160367; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; ESP OR FO BR 130 ML x 1; GLD

57256; DYSPORT ; DYSPORT; NOT FOUND; F.AMP LIOF 500 IU x 1; GLD

75123; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; SAB LIQ PUMP 300 ML x 1; GLD

115838; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; K S L OR+NEC 300 ML x 1; GLD

76653; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; S L FLIP TOP 120 ML x 1; GLD

75236; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; S L FOAM P/O 50 ML x 1; GLD

85422; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; SAB.CONTROL 90 G x 1; GLD

51750; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; SABAO 80 G x 1; GLD

101289; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; SAB CR SCRUB 90 G x 1; GLD

73149; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; S L FLIP TOP 150 ML x 1; GLD

73150; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; S L PUMP 150 ML x 1; GLD

55432; DERMAX ; DERMAX; NOT FOUND; SABAO 110 G x 1; GLD

105742; DYSPORT ; DYSPORT; NOT FOUND; F.AMP LIOF 300 IU x 1; GLD

150170; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; SAB LIQ ORIG 70 ML x 1; GLD

83734; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; SABAO ORIG 90 G x 1; GLD

150173; DERMOTIVIN SALIX ; DERMOTIVIN SALIX; NOT FOUND; SAB LIQ 70 ML x 1; GLD

77876; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; S L CONTROL 120 ML x 1; GLD

77877; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; S L F CONTRO 130 ML x 1; GLD

82761; DERMOTIVIN SALIX ; DERMOTIVIN SALIX; NOT FOUND; SAB FOAM 130 ML x 1; GLD

56703; DESOWEN ; DESOWEN; NOT FOUND; CREME 0.05 % 30 G x 1; GLD

77328; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; ESP SOF FOAM 130 ML x 1; GLD

76122; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; S L FOAM P/O 130 ML x 1; GLD

80309; DERMOTIVIN SALIX ; DERMOTIVIN SALIX; NOT FOUND; SABAO 90 G x 1; GLD

120311; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; KSFL50ML+NEC 50 ML x 1; GLD

108189; DERMOTIVIN SALIX ; DERMOTIVIN SALIX; NOT FOUND; SAB LIQ 300 ML x 1; GLD

74509; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; S L FOAM P/O 100 ML x 1; GLD

84702; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; SAB CR SCRUB 60 G x 1; GLD

103547; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; LENCOS CONTR x 25; GLD

84701; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; SAB SOFT 90 G x 1; GLD

78072; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; SAB LIQ SOFT 120 ML x 1; GLD

150172; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; SAB LIQ SOFT 70 ML x 1; GLD

150171; DERMOTIVIN ; DERMOTIVIN; NOT FOUND; SAB LIQ CONT 70 ML x 1; GLD

55991; DEXAMETRAT ; DEXAMETRAT; NOT FOUND; CREME 0.10 % 10 G x 1; GLO

78637; DERMONASE ; DERMONASE; NOT FOUND; POM. 60 G x 1; GLO

76655; DESONIDA MG ; DESONIDA; DESONIDA; CREME 0.50 MG 30 G x 1 (/G); GLO

78638; DICLOR CETIRIZI.MG ; DICLOR CETIRIZI; DICLORIDRATO CETIRIZINA; LIQD ORAL 1 MG 120 ML x 1 (/ML; GLO

66713; DICLOF.COLESTIR.MG ; DICLOF COLESTIR; NOT FOUND; CAPS 70 MG x 20; GM2

66715; DICLOFEN.DIETIL.MG ; DICLOFEN DIETIL; DICLOFENACO DIETILAMONIO; GEL. 60 G x 1; GM2

66712; DIAZEPAM MG ; DIAZEPAM; DIAZEPAM; CPR 10 MG x 20; GM2

66710; DIAZEPAM MG ; DIAZEPAM; DIAZEPAM; AMP. 10 MG 2 ML x 5; GM2

69848; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; SOLN ORAL 50 MG 100 ML x 1 (/ML; GM2

67650; DESONIDA MG ; DESONIDA; DESONIDA; CREME 0.50 MG 30 G x 1 (/G); GM2

103030; DEEPLIN ; DEEPLIN; NOT FOUND; CPR REVEST 20 MG x 30; GM2

78521; DIABEMED ; DIABEMED; NOT FOUND; CPR 2 MG x 60; GM2

66304; DIMETICONA MG ; DIMETICONA; DIMETICONA; CAPS 125 MG x 10; GM2

66717; DIN.ISOSSORBIDA.MG ; DIN ISOSSORBIDA; NOT FOUND; CPR 10 MG x 30; GM2

66707; DEXAMETASONA MG ; DEXAMETASONA; DEXAMETASONA; CPR 4 MG x 10; GM2

66718; DIN.ISOSSORBIDA.MG ; DIN ISOSSORBIDA; NOT FOUND; CPR 5 MG x 30; GM2

66719; DIP.BET+SUL.GEN.MG ; DIP BET SUL GEN; NOT FOUND; POM. 30 G x 1; GM2

69845; DIAZEPAM MG ; DIAZEPAM; DIAZEPAM; CPR 5 MG x 30; GM2

78503; DERMAZELAIC ; DERMAZELAIC; NOT FOUND; GEL. 150 MG 30 G x 1 (/G); GM2

71710; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; CPR 500 MG x 240; GM2

69743; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); GM2

68367; DEFLAZACORTE MG ; DEFLAZACORTE; DEFLAZACORTE; CPR 6 MG x 20; GM2

63994; DIMETICONA MG ; DIMETICONA; DIMETICONA; CPR 40 MG x 20; GM2

78493; DERMAZELAIC ; DERMAZELAIC; NOT FOUND; GEL. 150 MG 15 G x 1 (/G); GM2

155037; DICL PRAMIPEXOL MG ; DICL PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; CPR 0.25 MG x 30; GM2

85289; DICLOF.SODI.CPR MG ; DICLOF SODI CPR; NOT FOUND; CPR REVEST 50 MG x 20; GM2

69846; DIAZEPAM MG ; DIAZEPAM; DIAZEPAM; CPR 10 MG x 30; GM2

75637; DERMATOL ; DERMATOL; NOT FOUND; LOC.CAPILAR 1 MG 30 G x 1 (/G); GM2

78522; DIABEMED ; DIABEMED; NOT FOUND; CPR 4 MG x 60; GM2

92466; DESLORATADINA MG ; DESLORATADINA; DESLORATADINA; CPR REVEST 5 MG x 30; GM2

137877; DULORGRAN ; DULORGRAN; NOT FOUND; CAPS LR 60 MG x 30; GM2

155036; DICL PRAMIPEXOL MG ; DICL PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; CPR 0.125 MG x 30; GM2

66709; DEXAMETASONA MG ; DEXAMETASONA; DEXAMETASONA; CPR 0.50 MG x 20; GM2

69320; DESONIDA MG ; DESONIDA; DESONIDA; LOC.CAPILAR 1 MG 30 G x 1 (/G); GM2

77460; DESLORATADINA MG ; DESLORATADINA; DESLORATADINA; XAR. 0.50 MG 100 ML x 1 (/ML); GM2

155035; DIABEMED ; DIABEMED; NOT FOUND; CPR 4 MG x 30; GM2

69019; DIMET+MET.HOMAT.MG ; DIMET MET HOMAT; NOT FOUND; GOTAS 20 ML x 1; GM2

76501; DIP.BET+AC.SALI MG ; DIP BET AC SALI; NOT FOUND; SOLN TOP. 30 ML x 1; GM2

66720; DIP.BET+SUL.GEN.MG ; DIP BET SUL GEN; NOT FOUND; CREME 30 G x 1; GM2

66721; DIPROP.BETAMETA.MG ; DIPROP BETAMETA; NOT FOUND; CREME 0.64 MG 30 G x 1 (/G); GM2

78520; DIABEMED ; DIABEMED; NOT FOUND; CPR 1 MG x 60; GM2

89941; DROSPI+ETINILES MG ; DROSPI ETINILES; NOT FOUND; CPR REVEST 3 MG x 21 (/.03); GM2

66716; DICLOF.RESINATO MG ; DICLOF RESINATO; NOT FOUND; GOTAS 15 MG 20 ML x 1 (/ML); GM2

135997; DULORGRAN ; DULORGRAN; NOT FOUND; CAPS LR 30 MG x 30; GM2

135992; DULORGRAN ; DULORGRAN; NOT FOUND; CAPS LR 30 MG x 15; GM2

78950; DOMPERIDONA MG ; DOMPERIDONA; DOMPERIDONA; CPR 10 MG x 30; GM2

67968; DIP.BET+AC.SALI MG ; DIP BET AC SALI; NOT FOUND; POM. 30 G x 1; GM2

67705; DICLOF.COLESTIR.MG ; DICLOF COLESTIR; NOT FOUND; CAPS 70 MG x 10; GM2

69847; DICLOFENACO SOD.MG ; DICLOFENACO SOD; DICLOFENACO SODICO; GEL. 10 MG 60 G x 1 (/G); GM2

66706; DESONIDA MG ; DESONIDA; DESONIDA; POM. 0.50 MG 30 G x 1 (/G); GM2

69669; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); GM2

77459; DESLORATADINA MG ; DESLORATADINA; DESLORATADINA; XAR. 0.50 MG 60 ML x 1 (/ML); GM2

155033; DIABEMED ; DIABEMED; NOT FOUND; CPR 1 MG x 30; GM2

158185; DICL PRAMIPEXOL MG ; DICL PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; CPR 1 MG x 30; GM2

76654; DESLORATADINA MG ; DESLORATADINA; DESLORATADINA; CPR REVEST 5 MG x 10; GM2

66711; DIAZEPAM MG ; DIAZEPAM; DIAZEPAM; CPR 5 MG x 20; GM2

75638; DERMATOL ; DERMATOL; NOT FOUND; POM.DERMAT 0.50 MG 30 G x 1 (/G); GM2

155034; DIABEMED ; DIABEMED; NOT FOUND; CPR 2 MG x 30; GM2

78951; DOMPERIDONA MG ; DOMPERIDONA; DOMPERIDONA; CPR 10 MG x 60; GM2

68567; DEFLAZACORTE MG ; DEFLAZACORTE; DEFLAZACORTE; CPR 30 MG x 10; GM2

68572; DIPROP.BETAMETA.MG ; DIPROP BETAMETA; NOT FOUND; POM. 0.64 MG 30 G x 1 (/G); GM2

75636; DERMATOL ; DERMATOL; NOT FOUND; CREME DERMAT 0.50 MG 30 G x 1 (/G); GM2

66714; DICLOF.COLESTIR.MG ; DICLOF COLESTIR; NOT FOUND; CAPS 70 MG x 14; GM2

76123; DICLOF.SODI.CPR MG ; DICLOF SODI CPR; NOT FOUND; CPR REVEST 100 MG x 10; GM2

128837; DERIVA C MICRO ; DERIVA C MICRO; NOT FOUND; GEL DERM L/P 30 G x 1; GMK

120463; DERMOTIL FUSID ; DERMOTIL FUSID; NOT FOUND; CRE DERM 10 G x 1; GMK

71461; DOCETAXEL MG ; DOCETAXEL; DOCETAXEL; F.AMP IV 20 MG 1.50 ML x 1; GMK

71462; DOCETAXEL MG ; DOCETAXEL; DOCETAXEL; F.AMP IV 80 MG 6 ML x 1; GMK

69180; DERMOTIL ; DERMOTIL; NOT FOUND; POM.DERMAT 1 MG 20 G x 1 (/G); GMK

160483; DEMELAN ; DEMELAN; NOT FOUND; CREM AIRLES 15 G x 1; GMK

52741; DORNAL ; DORNAL; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); GMK

78952; DERIVA MICRO ; DERIVA MICRO; NOT FOUND; GEL L/P 1 MG 30 G x 1 (/G); GMK

75023; DERMOTIL ; DERMOTIL; NOT FOUND; CREME. 1 MG 20 G x 1 (/G); GMK

76182; DEMELAN ; DEMELAN; NOT FOUND; CREME 15 G x 1; GMK

80177; DEMELAN KIT ; DEMELAN KIT; NOT FOUND; K CR15G+SU30 60 G x 1; GMK

160484; DEMELAN ; DEMELAN; NOT FOUND; CREM AIRLES 30 G x 1; GMK

52742; DORNAL ; DORNAL; NOT FOUND; SOLN ORAL 50 MG 100 ML x 1 (/ML); GMK

80176; DEMELAN KIT ; DEMELAN KIT; NOT FOUND; K CR15G+SU60 60 G x 1; GMK

70847; DICLOFEN.DIETIL.MG ; DICLOFEN DIETIL; DICLOFENACO DIETILAMONIO; GEL. 10 MG 60 G x 1 (/G); GOB

76553; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; CPR 500 MG x 100; GOB

70765; DIPRIN ; DIPRIN; NOT FOUND; CPR 500 MG x 100; GOB

69530; DIPRIN ; DIPRIN; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); GOB

74091; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); GOB

69531; DIPROP.BETAMETA.MG ; DIPROP BETAMETA; NOT FOUND; CREME 0.64 MG 30 G x 1 (/G); GOB

79060; DIP.BET+SUL.GEN.MG ; DIP BET SUL GEN; NOT FOUND; POM. 30 G x 1; GOB

72642; DEXAMETASONA MG ; DEXAMETASONA; DEXAMETASONA; ELIXIR 0.10 MG 120 ML x 1 (/ML); GOB

79061; DIP.BET+SUL.GEN.MG ; DIP BET SUL GEN; NOT FOUND; CREME 30 G x 1; GOB

72187; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; SOLN ORAL 50 MG 100 ML x 1 (/M; GOB

69529; DIPRIN ; DIPRIN; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); GOB

64876; DIUREMIDA ; DIUREMIDA; NOT FOUND; CPR 40 MG x 20; GOB

84392; DROTIZIN ; DROTIZIN; NOT FOUND; SOL ORAL. 2 MG 120 ML x 1 (/ML); GOB

70473; DIPRIN ; DIPRIN; NOT FOUND; SOLN ORAL 50 MG 100 ML x 1 (/ML); GOB

93140; DIMEFTAL ; DIMEFTAL; NOT FOUND; CPR MAST 125 MG x 10; GOB

74088; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); GOB

71744; DIPROP.BETAMETA.MG ; DIPROP BETAMETA; NOT FOUND; POM. 0.64 MG 30 G x 1 (/G); GOB

73782; DIUREMIDA ; DIUREMIDA; NOT FOUND; CPR 40 MG x 500; GOB

120317; DEXA+NEOM+POL.B MG ; DEXA NEOM POL B; NOT FOUND; SUSP OFTAL 5 MG 5 ML x 1 (/ML); GOB

59768; DORGEX ; DORGEX; NOT FOUND; POM. 20 G x 1; GP8

59767; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 10 ML x 12 (/ML); GP8

64874; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; CPR 500 MG x 100; GP8

52079; DEXAGREEN ; DEXAGREEN; NOT FOUND; CREME 0.10 % 10 G x 1; GP8

52080; DIGITAX ; DIGITAX; NOT FOUND; CPR 0.25 MG x 20; GP8

75927; DEPOFLOX ; DEPOFLOX; NOT FOUND; CAPS 20 MG x 28; GP8

64869; DENASON ; DENASON; NOT FOUND; SOLN NASAL 20 ML x 1; GP8

57084; DORALGEX ; DORALGEX; NOT FOUND; CPR x 20; GP8

78221; DORALGEX ; DORALGEX; NOT FOUND; CPR x 240; GP8

61041; DECORFEN ; DECORFEN; NOT FOUND; CPR 50 MG x 20; GP8

77378; DIMETICONA MG ; DIMETICONA; DIMETICONA; GOTAS 75 MG 10 ML x 1 (/ML); HPO

74510; DIAZEPAM MG ; DIAZEPAM; DIAZEPAM; AMP. 10 MG 2 ML x 100; HPO

65045; DIMETICOLIN ; DIMETICOLIN; NOT FOUND; GOTAS 75 MG 10 ML x 200 (/ML); HPO

70530; DICLOFEN.POTASI MG ; DICLOFEN POTASI; NOT FOUND; A.IM 75 MG 3 ML x 100; HPO

70532; DIPIRONA SO.INJ MG ; DIPIRONA SO INJ; NOT FOUND; AMP. 500 MG 2 ML x 100 (/ML); HPO

65465; DEMESON ; DEMESON; NOT FOUND; F.AMP 4 MG 2.50 ML x 100 (/ML); HPO

71777; DICLOFENACO SOD.MG ; DICLOFENACO SOD; DICLOFENACO SODICO; AMP. 75 MG 3 ML x 100; HPO

72998; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 10 ML x 200 (/ML); HPO

65044; DIMETICOLIN ; DIMETICOLIN; NOT FOUND; GOTAS 75 MG 10 ML x 1 (/ML); HPO

66605; DIAZEPAMIL ; DIAZEPAMIL; NOT FOUND; AMP. 5 MG 2 ML x 50 (/ML); HPO

65047; DOBUTAMOL ; DOBUTAMOL; NOT FOUND; F.AMP 250 MG 20 ML x 10; HPO

72999; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); HPO

71315; DIMETICONA MG ; DIMETICONA; DIMETICONA; GOTAS 75 MG 10 ML x 200 (/ML); HPO

66497; DOPAMOL ; DOPAMOL; NOT FOUND; AMP.INFUSION 50 MG 10 ML x 100; HPO

67375; DICLOFENACO SOD.MG ; DICLOFENACO SOD; DICLOFENACO SODICO; AMP. 25 MG 3 ML x 100 (/ML); HYP

52471; DENOREX ; DENOREX; NOT FOUND; SH DAILY NOR 200 ML x 1; HY_

66261; DENOREX ; DENOREX; NOT FOUND; SH PLUS NOR 120 ML x 1; HY_

