56094; ANTUX ; ANTUX; NOT FOUND; XAR. 30 MG 120 ML x 1 (/5ML); A4H
151; ADEROGIL-D3 AMPOLA ; ADEROGIL D3 AMPOLA; NOT FOUND; AMP.OR 3 ML x 50; S_A

74990; AMARYL FLEX ; AMARYL FLEX; NOT FOUND; CPR SULCADO 2 MG x 150 (/500); S_A

57007; APROZIDE ; APROZIDE; NOT FOUND; CPR 150 MG x 28 (/12); S_A

57922; AAS ; AAS; NOT FOUND; CPR 100 MG x 120 (INF); S_A

54961; ARAVA ; ARAVA; NOT FOUND; CPR REVEST 100 MG x 3; S_A

56100; ATLANSIL ; ATLANSIL; NOT FOUND; CPR 100 MG x 20; S_A

30739; ATLANSIL ; ATLANSIL; NOT FOUND; CPR 200 MG x 20; S_A

53589; AMARYL ; AMARYL; NOT FOUND; CPR 4 MG x 30; S_A

76391; AMARYL ; AMARYL; NOT FOUND; CPR 6 MG x 30; S_A

49301; ARELIX ; ARELIX; NOT FOUND; CAPS 6 MG x 20; S_A

56661; ACTONEL ; ACTONEL; NOT FOUND; CPR REVEST 5 MG x 14; S_A

75267; ALLEGRA ; ALLEGRA; NOT FOUND; SUSP PED 6 MG 60 ML x 1 (/ML); S_A

72451; ALLEGRA ; ALLEGRA; NOT FOUND; CPR REVEST 120 MG x 5; S_A

57009; APROZIDE ; APROZIDE; NOT FOUND; CPR 300 MG x 28 (/12); S_A

32312; AGIOLAX ; AGIOLAX; NOT FOUND; GRAN 250 G x 1; TAK

67521; ALVESCO ; ALVESCO; NOT FOUND; SPRAY 80 Y x 60 (/DOS); TAK

67519; ALVESCO ; ALVESCO; NOT FOUND; SPRAY 160 Y x 60 (/DOS); TAK

49848; AGIOLAX ; AGIOLAX; NOT FOUND; GRAN ENVELO. 5 G x 20; TAK

93584; AD-TIL ; AD TIL; NOT FOUND; GOTAS 20 ML x 1; TAK

69592; ALVESCO ; ALVESCO; NOT FOUND; SPRAY 80 Y x 120 (/DOS); TAK

32311; AGIOLAX ; AGIOLAX; NOT FOUND; GRAN 100 G x 1; TAK

189; AD-TIL ; AD TIL; NOT FOUND; GOTAS 10 ML x 1; TAK

295; ALBOCRESIL ; ALBOCRESIL; NOT FOUND; GEL. 5 % 50 G x 1; TAK

67520; ALVESCO ; ALVESCO; NOT FOUND; SPRAY 160 Y x 120 (/DOS); TAK

86220; ALEKTOS ; ALEKTOS; NOT FOUND; CPR 20 MG x 10; TAK

296; ALBOCRESIL ; ALBOCRESIL; NOT FOUND; LIQD 36 % 12 ML x 1 (CONC); TAK

297; ALBOCRESIL ; ALBOCRESIL; NOT FOUND; OVULOS 250 MG x 6; TAK

165397; ADCETRIS ; ADCETRIS; NOT FOUND; PO LIOF INFU 50 MG x 1; TAK

86221; ALEKTOS ; ALEKTOS; NOT FOUND; CPR 20 MG x 30; TAK

58666; ABELCET ; ABELCET; NOT FOUND; F.AMP INFUS 100 MG 20 ML x 1; TEV

61816; AMLOCOR ; AMLOCOR; NOT FOUND; CPR 10 MG x 30; TNT

61813; ALTROX ; ALTROX; NOT FOUND; CPR 1 MG x 20; TNT

64159; AZUKON MR ; AZUKON MR; NOT FOUND; CPR RETARD 30 MG x 30; TNT

61815; AMLOCOR ; AMLOCOR; NOT FOUND; CPR 5 MG x 30; TNT

62995; ALCYTAM ; ALCYTAM; NOT FOUND; CPR 20 MG x 28; TNT

62994; ALCYTAM ; ALCYTAM; NOT FOUND; CPR 20 MG x 14; TNT

64161; AZULIX ; AZULIX; NOT FOUND; CPR 2 MG x 30; TNT

61811; ALTROX ; ALTROX; NOT FOUND; CPR 0.50 MG x 20; TNT

64160; AZULIX ; AZULIX; NOT FOUND; CPR 1 MG x 30; TNT

61812; ALTROX ; ALTROX; NOT FOUND; CPR 0.25 MG x 20; TNT

51685; ARTRODAR ; ARTRODAR; NOT FOUND; CAPS 50 MG x 30; TPQ

28919; ARTISAL ; ARTISAL; NOT FOUND; POM. 30 G x 1; TPQ

73630; AMILIA ; AMILIA; NOT FOUND; CREME 80 G x 1; TSK

90025; ARNICA ; ARNICA; NOT FOUND; GEL . 60 G x 1; TTB

53075; AMINOLIV ; AMINOLIV; NOT FOUND; CPR 100 MG x 20; TTB

55706; ANDROLIP ; ANDROLIP; NOT FOUND; CPR 10 MG x 30; TTB

46752; ANFLENE ; ANFLENE; NOT FOUND; CAPS 20 MG x 15; TTB

74532; ATENOLOL+CLORTA.MG ; ATENOLOL CLORTA; NOT FOUND; CPR 25 MG x 30 (/100); TTB

50268; ANALGESIN ; ANALGESIN; NOT FOUND; CPR 500 MG x 100; TTB

113651; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 25 MG x 28; TTB

57454; ATEPRESS ; ATEPRESS; NOT FOUND; CPR 50 MG x 28; TTB

69803; ANDROCORTIL ; ANDROCORTIL; NOT FOUND; F.AMP SOLV 100 MG 2 ML x 1; TTB

53078; AMPICILASE ; AMPICILASE; NOT FOUND; CAPS 500 MG x 10; TTB

56053; ANTITENSIN ; ANTITENSIN; NOT FOUND; CPR 40 MG x 40; TTB

95871; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 100 MG x 60; TTB

53076; AMINOLIV ; AMINOLIV; NOT FOUND; CPR 200 MG x 20; TTB

87340; APEFER BC ; APEFER BC; NOT FOUND; XAROPE 240 ML x 1; TTB

69647; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 50 MG x 30; TTB

53321; ASMOFEN ; ASMOFEN; NOT FOUND; XAR. 1 MG 120 ML x 1 (/5ML); TTB

46751; ANFLENE ; ANFLENE; NOT FOUND; CAPS 10 MG x 15; TTB

67889; ACEBROFILINA MG ; ACEBROFILINA; ACEBROFILINA; XAR. AD 50 MG 120 ML x 1 (/5ML); TTB

51383; AERODINI ; AERODINI; NOT FOUND; SOLN ORAL 2 MG 120 ML x 1 (/5ML); TTB

67524; ANSIRAX ; ANSIRAX; NOT FOUND; CPR 2 MG x 20; TTB

50267; ANALGESIN ; ANALGESIN; NOT FOUND; CPR 100 MG x 200; TTB

69637; ALBENDAZOL MG ; ALBENDAZOL; ALBENDAZOL; CPR 400 MG x 1; TTB

53160; ANTIDIN ; ANTIDIN; NOT FOUND; CPR 150 MG x 20; TTB

82779; AZITROMICINA MG ; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 5; TTB

51396; AMPICILASE ; AMPICILASE; NOT FOUND; F.AMP 1 G 3 ML x 50; TTB

53319; ASMOFEN ; ASMOFEN; NOT FOUND; CPR 1 MG x 20; TTB

70029; AMPICILINA SODI.MG ; AMPICILINA SODI; AMPICILINA SODICA; F.AMP 1 G x 50; TTB

67888; ACEBROFILINA MG ; ACEBROFILINA; ACEBROFILINA; XAR. PED. 25 MG 120 ML x 1 (/5ML); TTB

87168; ATORVASTATINA MG ; ATORVASTATINA; ATORVASTATINA; CPR REVEST 20 MG x 60; TTB

102163; ACNEFIN ; ACNEFIN; NOT FOUND; GEL 50 MG 20 G x 1 (/G); TTB

70027; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 100; TTB

78939; AFOPIC ; AFOPIC; NOT FOUND; CPR 5 MG x 100; TTB

56054; ANTITENSIN ; ANTITENSIN; NOT FOUND; CPR 80 MG x 20; TTB

54628; AFOPIC ; AFOPIC; NOT FOUND; CPR 5 MG x 20; TTB

81180; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 15; TTB

104588; ACETILCISTEINA MG ; ACETILCISTEINA; ACETILCISTEINA; XAR PED 20 MG 120 ML x 1 (/ML); TTB

95866; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 50 MG x 60; TTB

49514; ALBENTEL ; ALBENTEL; NOT FOUND; SUSP 4 % 10 ML x 1; TTB

100128; A-Z ; A Z; NOT FOUND; CAPS GELATIN x 60; TTB

52176; ALDOTENSIN ; ALDOTENSIN; NOT FOUND; CPR 250 MG x 20; TTB

75404; ATENOLOL+CLORTA.MG ; ATENOLOL CLORTA; NOT FOUND; CPR 25 MG x 60 (/100); TTB

90033; ARNICA CONFREI ; ARNICA CONFREI; NOT FOUND; GEL . 60 G x 1; TTB

56548; AMINOFILINA MG ; AMINOFILINA; AMINOFILINA; A.IV 24 MG 10 ML x 50 (/ML); TTB

59683; AERODINI ; AERODINI; NOT FOUND; SPRAY 100 Y x 200 (/DOS); TTB

74531; ATENOLOL+CLORTA.MG ; ATENOLOL CLORTA; NOT FOUND; CPR 12.5 MG x 30 (/50); TTB

74384; AC DEXAMETASONA MG ; AC DEXAMETASONA; ACETATO DEXAMETASONA; CREME. 1 MG 10 G x 1 (/G); TTB

72769; AZITROMICINA MG ; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 2; TTB

54106; ATROMICIN ; ATROMICIN; NOT FOUND; PO P/SUSP 600 MG 15 ML x 1; TTB

75844; ATELIDONA ; ATELIDONA; NOT FOUND; CPR 25 MG x 30 (/100); TTB

74385; AC DEXAMETASONA MG ; AC DEXAMETASONA; ACETATO DEXAMETASONA; CREME. 1 MG 10 G x 50 (/G); TTB

75842; ATELIDONA ; ATELIDONA; NOT FOUND; CPR 12.5 MG x 30 (/50); TTB

85256; ATORVASTATINA MG ; ATORVASTATINA; ATORVASTATINA; CPR REVEST 20 MG x 30; TTB

76585; ACET.HIDROCORTI.MG ; ACET HIDROCORTI; ACETATO HIDROCORTISONA; CREME 10 MG 30 G x 1 (/G); TTB

117550; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 500; TTB

165399; ALENDRONATO SOD.MG ; ALENDRONATO SOD; NOT FOUND; CPR 70 MG x 4; TTB

74317; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; SUSP 250 MG 150 ML x 1 (/5ML); TTB

78928; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 1 MG x 30; TTB

65521; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 30; TTB

76584; ACET.HIDROCORTI.MG ; ACET HIDROCORTI; ACETATO HIDROCORTISONA; CREME 10 MG 15 G x 1 (/G); TTB

78927; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 0.50 MG x 30; TTB

54636; ARTINIZONA ; ARTINIZONA; NOT FOUND; CPR 5 MG x 20; TTB

65520; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; TTB

87164; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; SUSP 50 MG 60 ML x 1 (/ML); TTB

62801; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 100 MG x 28; TTB

55113; ARTINIZONA ; ARTINIZONA; NOT FOUND; CPR 20 MG x 10; TTB

54630; AMINOLIV ; AMINOLIV; NOT FOUND; A.IV 24 MG 10 ML x 50 (/ML); TTB

56991; ALBENDAZOL MG ; ALBENDAZOL; ALBENDAZOL; SUSP 40 MG 10 ML x 1 (/ML); TTB

75845; ATELIDONA ; ATELIDONA; NOT FOUND; CPR 25 MG x 60 (/100); TTB

75403; ATENOLOL+CLORTA.MG ; ATENOLOL CLORTA; NOT FOUND; CPR 12.5 MG x 60 (/50); TTB

56246; ACICLOVIR MG ; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); TTB

72770; AZITROMICINA MG ; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 3; TTB

78326; ACICLOVIR MG ; ACICLOVIR; ACICLOVIR; F.AMP LIOF 250 MG 20 ML x 50; TTB

103890; ANTI-OX ; ANTI OX; ANTIMONIUM OXYDATUM; CAPS GELATIN x 30; TTB

71306; ANDROCORTIL ; ANDROCORTIL; NOT FOUND; F.AMP S/DILU 500 MG x 50; TTB

69802; ANDROCORTIL ; ANDROCORTIL; NOT FOUND; F.AMP SOLV 500 MG 5 ML x 1; TTB

85255; ATORVASTATINA MG ; ATORVASTATINA; ATORVASTATINA; CPR REVEST 10 MG x 30; TTB

64198; AMINOFILINA MG ; AMINOFILINA; AMINOFILINA; CPR 200 MG x 20; TTB

87166; ATORVASTATINA MG ; ATORVASTATINA; ATORVASTATINA; CPR REVEST 10 MG x 60; TTB

113652; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 25 MG x 30; TTB

71307; ANDROCORTIL ; ANDROCORTIL; NOT FOUND; F.AMP S/DILU 100 MG x 50; TTB

56549; AMPICILINA SODI.MG ; AMPICILINA SODI; AMPICILINA SODICA; F.AMP 500 MG x 50; TTB

71764; ACICLOVIR MG ; ACICLOVIR; ACICLOVIR; F.AMP LIOF 250 MG x 5; TTB

78929; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 2 MG x 30; TTB

64197; AMINOFILINA MG ; AMINOFILINA; AMINOFILINA; CPR 100 MG x 20; TTB

75843; ATELIDONA ; ATELIDONA; NOT FOUND; CPR 12.5 MG x 60 (/50); TTB

57292; ANDROFLOXIN ; ANDROFLOXIN; NOT FOUND; CPR 400 MG x 14; TTB

54637; ARTINIZONA ; ARTINIZONA; NOT FOUND; CPR 20 MG x 20; TTB

56099; ATEPRESS ; ATEPRESS; NOT FOUND; CPR 100 MG x 28; TTB

53320; ASMOFEN ; ASMOFEN; NOT FOUND; SOLN ORAL 1 MG 30 ML x 1 (/ML); TTB

87162; AERODINI ; AERODINI; NOT FOUND; AERO C/ESP 100 Y x 200 (/DOS); TTB

65450; ADRENYL ; ADRENYL; NOT FOUND; XAR. 0.30 MG 100 ML x 1 (/ML); UCI

1044; ATENASE ; ATENASE; NOT FOUND; CPR MASC 500 MG x 4; UCI

47921; AZIRAM ; AZIRAM; NOT FOUND; SUSP 60 MG 150 ML x 1 (/ML); U_Q

41872; ACURITYBINA ; ACURITYBINA; NOT FOUND; PASTA 280 MG 13 G x 1; U_Q

70332; ACET.HIDROCORTI.MG ; ACET HIDROCORTI; ACETATO HIDROCORTISONA; CREME 10 MG 20 G x 1 (/G); U_Q

113086; AZIRAM ; AZIRAM; NOT FOUND; SUSP HORT 60 MG 240 ML x 1 (/ML); U_Q

111570; ACEBROFILINA MG ; ACEBROFILINA; ACEBROFILINA; XPE ADLT 50 MG 120 ML x 1 (/5ML); U_Q

68775; ACEBROFILINA MG ; ACEBROFILINA; ACEBROFILINA; XAR. 25 MG 120 ML x 1 (/5ML); U_Q

64708; ALIVE ; ALIVE; NOT FOUND; SOLN NASAL 30 ML x 1; U_Q

68794; ACETILCIST.INJ MG ; ACETILCIST INJ; NOT FOUND; AMP. 10 % 3 ML x 5; U_Q

70331; AC DEXAMETASONA MG ; AC DEXAMETASONA; ACETATO DEXAMETASONA; CREME 1 MG 10 G x 1 (/G); U_Q

668; ANDRIODERMOL ; ANDRIODERMOL; NOT FOUND; PO 50 G x 1; U_Q

117569; ALLFORT ; ALLFORT; NOT FOUND; CPR x 30; U_Q

68643; ARTRINID ; ARTRINID; NOT FOUND; F.IV LIOF 100 MG 2 ML x 50; U_Q

75524; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 30; U_Q

64391; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; PO P/SUSP 500 MG 150 ML x 1 (/5ML); U_Q

41871; ACURITYBINA ; ACURITYBINA; NOT FOUND; GOTAS 100 MG 5 ML x 1; U_Q

64390; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; PO P/SUSP 250 MG 150 ML x 1 (/5ML); U_Q

67921; ACETILCISTEINA MG ; ACETILCISTEINA; ACETILCISTEINA; XAR. 20 MG 120 ML x 1 (/ML); U_Q

50107; ARTRINID ; ARTRINID; NOT FOUND; A.IM 100 MG 2 ML x 50; U_Q

46767; ARTRINID ; ARTRINID; NOT FOUND; CAPS 50 MG x 24; U_Q

69423; ACICLOVIR MG ; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); U_Q

59348; ARES ; ARES; NOT FOUND; SOLN INALT 0.25 MG 20 ML x 1 (/ML); U_Q

667; ANDRIODERMOL ; ANDRIODERMOL; NOT FOUND; LIQD 50 ML x 1; U_Q

75526; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 15; U_Q

53952; ACURITYBINA ; ACURITYBINA; NOT FOUND; LIQD 12 ML x 1; U_Q

75525; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; U_Q

72516; AMPRAX ; AMPRAX; NOT FOUND; CPR 40 MG x 500; VAP

85765; ALGY-FLANDERIL GO ; ALGY FLANDERIL GO; NOT FOUND; GOTAS 50 MG 30 ML x 1 (/ML); VAP

65005; AMPRAX ; AMPRAX; NOT FOUND; CPR 80 MG x 30; VAP

65009; ASMOFILIN ; ASMOFILIN; NOT FOUND; CPR 100 MG x 20; VAP

67125; AMLODIL ; AMLODIL; NOT FOUND; CPR 10 MG x 20; VAP

59938; ATENOCLOR ; ATENOCLOR; NOT FOUND; CPR 100 MG x 28 (/25); VAP

86880; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 50 MG x 30; VAP

71975; ALGY-FLANDERIL ; ALGY FLANDERIL; NOT FOUND; CPR 300 MG x 500; VAP

67124; AMLODIL ; AMLODIL; NOT FOUND; CPR 5 MG x 20; VAP

86879; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 25 MG x 30; VAP

70149; ALGY-FLANDERIL ; ALGY FLANDERIL; NOT FOUND; CPR 600 MG x 500; VAP

65004; AMPRAX ; AMPRAX; NOT FOUND; CPR 40 MG x 40; VAP

59155; ASSEDATIL ; ASSEDATIL; NOT FOUND; CPR 500 MG x 100 (ADLT); VAP

73161; ACIDINA ; ACIDINA; NOT FOUND; SUSP 240 ML x 1; VAP

57667; ALGY-FLANDERIL ; ALGY FLANDERIL; NOT FOUND; CPR 300 MG x 20; VAP

85766; ALGY-FLANDERIL GO ; ALGY FLANDERIL GO; NOT FOUND; GOTAS 50 MG 30 ML x 50 (/ML); VAP

75066; AMINOFILINA MG ; AMINOFILINA; AMINOFILINA; CPR 100 MG x 500; VAP

57668; ALGY-FLANDERIL ; ALGY FLANDERIL; NOT FOUND; CPR 600 MG x 20; VAP

73915; AMINOFILINA MG ; AMINOFILINA; AMINOFILINA; CPR 200 MG x 20; VAP

101670; AMPRAX ; AMPRAX; NOT FOUND; CPR 40 MG x 30; VAP

62185; ALENDRIN ; ALENDRIN; NOT FOUND; CPR 10 MG x 30; VAP

66008; ANCLORIC ; ANCLORIC; NOT FOUND; CPR 5 MG x 30 (/50); VAP

114782; AMLODIL ; AMLODIL; NOT FOUND; CPR 10 MG x 500; VAP

164474; ACECLOFENACO MG ; ACECLOFENACO; ACECLOFENACO; CPR REVEST 100 MG x 12; VAP

114781; AMLODIL ; AMLODIL; NOT FOUND; CPR 5 MG x 500; VAP

59154; ASSEDATIL ; ASSEDATIL; NOT FOUND; CPR 100 MG x 200 (INF); VAP

86878; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 100 MG x 30; VAP

59937; ATENOCLOR ; ATENOCLOR; NOT FOUND; CPR 50 MG x 28 (/12); VAP

74595; AMINOFILINA MG ; AMINOFILINA; AMINOFILINA; CPR 100 MG x 20; VAP

122265; ALCOOL ANTISSEPTI ; ALCOOL ANTISSEPTI; NOT FOUND; GEL 70% 100 ML x 1; VC_

141922; ALCOOL ANTISSEPTI ; ALCOOL ANTISSEPTI; NOT FOUND; GEL 70% 5000 ML x 1; VC_

115787; ALCOOL ANTISSEPTI ; ALCOOL ANTISSEPTI; NOT FOUND; LIQD 70% 1000 ML x 1; VC_

118079; ALCOOL ANTISSEPTI ; ALCOOL ANTISSEPTI; NOT FOUND; GEL 800 ML x 1; VC_

141320; ALCOOL ANTISSEPTI ; ALCOOL ANTISSEPTI; NOT FOUND; GEL 70% QUAL 210 G x 1; VC_

113843; ALCOOL ANTISSEPTI ; ALCOOL ANTISSEPTI; NOT FOUND; LIQD 70 ML x 1; VC_

144657; ALCOOL ANTISSEPTI ; ALCOOL ANTISSEPTI; NOT FOUND; GEL 70% 430 G x 1; VC_

