104561; CORUS ; CORUS; NOT FOUND; CPR REVEST 25 MG x 30; A4H
62163; CEBION ; CEBION; NOT FOUND; CPR EF.ACERO 1 G x 30; M_S

2150; CEBION ; CEBION; NOT FOUND; CPR EFER LA 1 G x 10; M_S

73934; CLINFAR ; CLINFAR; NOT FOUND; CPR REVEST 80 MG x 30; M_S

57048; CLINFAR ; CLINFAR; NOT FOUND; CPR REVEST 10 MG x 30; M_S

70224; CEBION ZINCO ; CEBION ZINCO; NOT FOUND; CPR EFER 1 G x 10; M_S

2155; CEBION GLICOSE ; CEBION GLICOSE; NOT FOUND; GRAN ENVELO. 1 G x 50; M_S

56278; CLOR. VERAPAMIL MG ; CLOR VERAPAMIL; CLORIDRATO VERAPAMIL; CPR RETARD 240 MG x 30; M_S

58502; CEBION ; CEBION; NOT FOUND; CPR EF.ACERO 1 G x 10; M_S

54575; CEBION ; CEBION; NOT FOUND; CPR EFE TUBO 1 G x 2; M_S

59799; CARBOCISTEINA MG ; CARBOCISTEINA; CARBOCISTEINA; XAR. AD 50 MG 100 ML x 1 (/ML); M_S

76971; CLINFAR ; CLINFAR; NOT FOUND; CPR REVEST 40 MG x 10; M_S

2154; CEBION CALCIO ; CEBION CALCIO; NOT FOUND; CPR EFER x 10; M_S

76401; CEBION ; CEBION; NOT FOUND; CPR A/P 500 MG x 30; M_S

59174; CETROTIDE ; CETROTIDE; NOT FOUND; F.AMP SOLV 0.25 MG x 1; M_S

61670; CLARITROMICINA MG ; CLARITROMICINA; CLARITROMICINA; CPR REVEST 500 MG x 14; M_S

57712; CRINONE ; CRINONE; NOT FOUND; G.V.P.EN15AP 1.12 G x 1; M_S

66978; CLOR.CIPROFLOXA.MG ; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; CPR REVEST 500 MG x 14; M_S

2151; CEBION EFERVESCENT ; CEBION EFERVESCENT; NOT FOUND; CPR EFER 2 G x 10; M_S

78551; CLOR.SERTRALINA MG ; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 30; M_S

60863; CITALOPRAM MG ; CITALOPRAM; CITALOPRAM; CPR REVEST 20 MG x 30; M_S

68899; CLINDAL AZ ; CLINDAL AZ; NOT FOUND; CPR REVEST 500 MG x 5; M_S

56130; CLINDAL AZ ; CLINDAL AZ; NOT FOUND; CPR REVEST 500 MG x 2; M_S

57413; CLINDAL AZ ; CLINDAL AZ; NOT FOUND; SUSP 40 MG 15 ML x 1 (/ML); M_S

63623; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 850 MG x 60; M_S

2152; CEBION ; CEBION; NOT FOUND; GOTAS 200 MG 30 ML x 1 (/ML); M_S

57047; CLINFAR ; CLINFAR; NOT FOUND; CPR REVEST 10 MG x 10; M_S

64541; CEBION ; CEBION; NOT FOUND; CPR EFE LARA 1 G x 30; M_S

56280; CLOR. VERAPAMIL MG ; CLOR VERAPAMIL; CLORIDRATO VERAPAMIL; CPR REVEST 80 MG x 30; M_S

58694; CLO TICLOPIDINA MG ; CLO TICLOPIDINA; CLORIDRATO TICLOPIDINA; CPR REVEST 250 MG x 30; M_S

72176; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. PED. 15 MG 120 ML x 1 (/5ML; M_S

64865; CONCOR ; CONCOR; NOT FOUND; CPR 1.25 MG x 28; M_S

63855; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 1 G x 30; M_S

54747; CR.UNIVERSAL ; CR UNIVERSAL; NOT FOUND; CREME C/FRAG 60 G x 1; M_S

2392; CITONEURIN ; CITONEURIN; NOT FOUND; AMP. 5 MG 3 ML x 3; M_S

69599; CLOR.FLUOXETINA MG ; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CAPS 20 MG x 30; M_S

57408; CAPTOPRIL MG ; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 30; M_S

47392; CISTICID ; CISTICID; NOT FOUND; CPR 500 MG x 50; M_S

54743; CLINDAL AZ ; CLINDAL AZ; NOT FOUND; CPR REVEST 500 MG x 3; M_S

57431; CLOR.RANITIDINA MG ; CLOR RANITIDINA; CLORIDRATO RANITIDINA; CPR 150 MG x 20; M_S

81174; CR.UNIVERSAL ; CR UNIVERSAL; NOT FOUND; GEL CR.FPS30 45 ML x 1; M_S

57049; CLOR.BIPERIDENO MG ; CLOR BIPERIDENO; CLORIDRATO BIPERIDENO; CPR 2 MG x 80; M_S

73932; CLINFAR ; CLINFAR; NOT FOUND; CPR REVEST 40 MG x 30; M_S

2390; CITONEURIN ; CITONEURIN; NOT FOUND; AMP. 1 MG 3 ML x 3; M_S

2388; CITONEURIN ; CITONEURIN; NOT FOUND; DRAG 5 MG x 20; M_S

84645; CORABION HC ; CORABION HC; NOT FOUND; CAPS 1100 MG x 60; M_S

64868; CONCOR ; CONCOR; NOT FOUND; CPR 10 MG x 28; M_S

56279; CLOR. VERAPAMIL MG ; CLOR VERAPAMIL; CLORIDRATO VERAPAMIL; CPR REVES.AP 120 MG x 20; M_S

32316; CESTOX ; CESTOX; NOT FOUND; CPR 150 MG x 12; M_S

58916; CARBAMAZEPINA MG ; CARBAMAZEPINA; CARBAMAZEPINA; CPR 200 MG x 20; M_S

74500; CELAPRAM ; CELAPRAM; NOT FOUND; CPR REVEST 20 MG x 30; M_S

57711; CRINONE ; CRINONE; NOT FOUND; G.V.P.EN7APL 1.12 G x 1; M_S

63695; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; SOLN ORAL 7.50 MG 50 ML x 1 (/M; M_S

61669; CLARITROMICINA MG ; CLARITROMICINA; CLARITROMICINA; CPR REVEST 500 MG x 10; M_S

58380; CONCOR ; CONCOR; NOT FOUND; CPR 1.25 MG x 14; M_S

65413; CLINFAR ; CLINFAR; NOT FOUND; CPR REVEST 20 MG x 30; M_S

54576; CEBION EFERVESCENT ; CEBION EFERVESCENT; NOT FOUND; CPR EFE TUBO 2 G x 2; M_S

88986; CONCOR HCT ; CONCOR HCT; NOT FOUND; CPR REVEST 5 MG x 30 (/12.); M_S

68036; CLOR.PAROXETINA MG ; CLOR PAROXETINA; NOT FOUND; CPR REVEST 20 MG x 20; M_S

64685; CEBION ; CEBION; NOT FOUND; CP EF LA S/A 1 G x 10; M_S

58917; CARBAMAZEPINA MG ; CARBAMAZEPINA; CARBAMAZEPINA; CPR 400 MG x 20; M_S

64866; CONCOR ; CONCOR; NOT FOUND; CPR 2.50 MG x 28; M_S

76970; CLINFAR ; CLINFAR; NOT FOUND; CPR REVEST 20 MG x 10; M_S

57432; CLOR.RANITIDINA MG ; CLOR RANITIDINA; CLORIDRATO RANITIDINA; CPR 300 MG x 20; M_S

72994; CR.UNIVERSAL ; CR UNIVERSAL; NOT FOUND; GEL CR.FPS20 45 G x 1; M_S

88991; CONCOR HCT ; CONCOR HCT; NOT FOUND; CPR REVEST 10 MG x 30 (/25); M_S

58371; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR 850 MG x 30; M_S

58359; CEBION ; CEBION; NOT FOUND; GOTAS 100 MG 30 ML x 1 (/ML); M_S

63622; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 500 MG x 60; M_S

47316; CEBION GLICOSE ; CEBION GLICOSE; NOT FOUND; GRAN ENVELO. 1 G x 10; M_S

84647; CORABION HC ; CORABION HC; NOT FOUND; CAPS 550 MG x 60; M_S

68037; CLOR.PAROXETINA MG ; CLOR PAROXETINA; NOT FOUND; CPR REVEST 20 MG x 30; M_S

58381; CONCOR ; CONCOR; NOT FOUND; CPR 2.50 MG x 14; M_S

58534; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR 500 MG x 30; M_S

72177; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. AD 30 MG 120 ML x 1 (/5ML); M_S

154154; CARDOMARIN ; CARDOMARIN; NOT FOUND; LIQ 18.0 MG 100 ML x 1; NAU

79263; COMPLE B ; COMPLE B; NOT FOUND; SUSP 100 ML x 1; NAU

93356; COMPLE B ; COMPLE B; NOT FOUND; CPR REVEST x 50; NAU

79262; COMPLE B ; COMPLE B; NOT FOUND; GOTAS 20 ML x 1; NAU

164462; COMPLE B ; COMPLE B; NOT FOUND; CPR REVEST x 500; NAU

52452; CLOFEN K ; CLOFEN K; NOT FOUND; CPR 50 MG x 20; NCK

67976; CLOFEN K ; CLOFEN K; NOT FOUND; SUSP 15 MG 20 ML x 1 (/ML); NCK

52456; CLOFEN S ; CLOFEN S; NOT FOUND; CPR 50 MG x 20; NCK

62522; CLOR.AMITRIPTIL.MG ; CLOR AMITRIPTIL; CLORIDRATO AMITRIPTILINA; CPR REVEST 75 MG x 20; NQA

135998; CANDESARTA CILE MG ; CANDESARTA CILE; CANDESARTANA CILEXETILA; CPR 8 MG x 30; NQA

152687; CANDECOR ; CANDECOR; NOT FOUND; CPR 16 MG x 30; NQA

70156; CETO+DIP BETAME MG ; CETO DIP BETAME; NOT FOUND; CREME 30 G x 1; NQA

104585; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 12.5 MG x 30; NQA

72218; CLOR.DILTIAZEM MG ; CLOR DILTIAZEM; CLORIDRATO DILTIAZEM; CPR 30 MG x 50; NQA

144171; CARDBET ; CARDBET; NOT FOUND; CPR 6.25 MG x 30; NQA

65609; CLOR.FEXOFENADI.MG ; CLOR FEXOFENADI; CLORIDRATO FEXOFENADINA; CPR REVEST 180 MG x 10; NQA

86923; CLOR NARATRIPTA MG ; CLOR NARATRIPTA; CLORIDRATO NARATRIPTANA; CPR REV . 2.50 MG x 4; NQA

58834; CLOR.CIPROFLOXA.MG ; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; CPR REVEST 250 MG x 6; NQA

104587; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 12.5 MG x 60; NQA

66599; CEFALEXINA MG ; CEFALEXINA; CEFALEXINA; CPR REVEST 500 MG x 10; NQA

86922; CLOR NARATRIPTA MG ; CLOR NARATRIPTA; CLORIDRATO NARATRIPTANA; CPR REV . 2.50 MG x 10; NQA

144169; CARDBET ; CARDBET; NOT FOUND; CPR 3.12 MG x 30; NQA

65608; CLOR.FEXOFENADI.MG ; CLOR FEXOFENADI; CLORIDRATO FEXOFENADINA; CPR REVEST 120 MG x 10; NQA

69926; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. 6 MG 120 ML x 1 (/ML); NQA

62521; CLOR.AMITRIPTIL.MG ; CLOR AMITRIPTIL; CLORIDRATO AMITRIPTILINA; CPR REVEST 25 MG x 20; NQA

63120; CETOCONAZOL MG ; CETOCONAZOL; CETOCONAZOL; CPR 200 MG x 10; NQA

64042; CLOR.SERTRALINA MG ; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 20; NQA

89016; CLOR.BUPROPIONA MG ; CLOR BUPROPIONA; CLORIDRATO BUPROPIONA; CPR A.P 150 MG x 60; NQA

123853; CLOR. BROMEXINA MG ; CLOR BROMEXINA; CLORIDRATO BROMEXINA; XAR INF 4 MG 120 ML x 1 (/5ML); NQA

83722; CLO PIOGLITAZO MG ; CLO PIOGLITAZO; CLORIDRATO PIOGLITAZONA; CPR 15 MG x 15; NQA

65972; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 850 MG x 30; NQA

62524; CLOR.PAROXETINA MG ; CLOR PAROXETINA; NOT FOUND; CPR 20 MG x 30; NQA

67646; CLOR TRAMADOL MG ; CLOR TRAMADOL; CLORIDRATO TRAMADOL; AMP. 50 MG 1 ML x 6; NQA

58837; CLOR.CIPROFLOXA.MG ; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; CPR REVEST 500 MG x 6; NQA

69911; CARBOCISTEINA MG ; CARBOCISTEINA; CARBOCISTEINA; XAR. 20 MG 100 ML x 1 (/ML); NQA

78601; CLOR.CICLOBENZA.MG ; CLOR CICLOBENZA; CLORIDRATO CICLOBENZAPRINA; CPR REVEST 10 MG x 15; NQA

103013; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 6.25 MG x 15; NQA

69921; CET+D.BET+S.NEO MG ; CET D BET S NEO; NOT FOUND; CREME 30 G x 1; NQA

69930; CLOR.NAFAZOLINA MG ; CLOR NAFAZOLINA; CLORIDRATO NAFAZOLINA; SOLN NASAL 0.50 MG 30 ML x 1 (; NQA

104582; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 3.12 MG x 30; NQA

85001; CITAGRAN ; CITAGRAN; NOT FOUND; CPR REVEST 20 MG x 30; NQA

78600; CLOR.CICLOBENZA.MG ; CLOR CICLOBENZA; CLORIDRATO CICLOBENZAPRINA; CPR REVEST 10 MG x 10; NQA

144164; CARDBET ; CARDBET; NOT FOUND; CPR 12.5 MG x 30; NQA

67532; CINARIZINA MG ; CINARIZINA; CINARIZINA; CPR 25 MG x 30; NQA

83725; CLO PIOGLITAZO MG ; CLO PIOGLITAZO; CLORIDRATO PIOGLITAZONA; CPR 45 MG x 15; NQA

69912; CARBOCISTEINA MG ; CARBOCISTEINA; CARBOCISTEINA; XAR. 50 MG 100 ML x 1 (/ML); NQA

150792; CLOTRIMAZOL MG ; CLOTRIMAZOL; CLOTRIMAZOL; CRE VAG 6APL 10 MG 35 G x 1; NQA

144172; CLINDELLA ; CLINDELLA; NOT FOUND; CPR 2.50 MG x 30; NQA

63121; CETOCONAZOL MG ; CETOCONAZOL; CETOCONAZOL; CPR 200 MG x 30; NQA

83724; CLO PIOGLITAZO MG ; CLO PIOGLITAZO; CLORIDRATO PIOGLITAZONA; CPR 30 MG x 30; NQA

69925; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. 3 MG 120 ML x 1 (/ML); NQA

69922; CET+D.BET+S.NEO MG ; CET D BET S NEO; NOT FOUND; POM. 30 G x 1; NQA

62523; CLOR.PAROXETINA MG ; CLOR PAROXETINA; NOT FOUND; CPR 20 MG x 20; NQA

83723; CLO PIOGLITAZO MG ; CLO PIOGLITAZO; CLORIDRATO PIOGLITAZONA; CPR 30 MG x 15; NQA

117533; CLOR.CICLOBENZA.MG ; CLOR CICLOBENZA; CLORIDRATO CICLOBENZAPRINA; CPR REVEST 5 MG x 15; NQA

158198; CAND CILE+HIDRO MG ; CAND CILE HIDRO; NOT FOUND; CPR 16 MG x 30 (/12.); NQA

89231; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 850 MG x 60; NQA

67533; CINARIZINA MG ; CINARIZINA; CINARIZINA; CPR 75 MG x 30; NQA

104581; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 3.12 MG x 15; NQA

155770; CANDECOR ; CANDECOR; NOT FOUND; CPR 8 MG x 30; NQA

144165; CARDBET ; CARDBET; NOT FOUND; CPR 25 MG x 30; NQA

78603; CLOR.CICLOBENZA.MG ; CLOR CICLOBENZA; CLORIDRATO CICLOBENZAPRINA; CPR REVEST 10 MG x 30; NQA

158200; CANDECOR HCT ; CANDECOR HCT; NOT FOUND; CPR 12.5 MG x 30 (/16); NQA

137524; CANDESARTA CILE MG ; CANDESARTA CILE; CANDESARTANA CILEXETILA; CPR 16 MG x 30; NQA

144179; CLOPIPLAX ; CLOPIPLAX; NOT FOUND; CPR REV 75 MG x 14; NQA

58835; CLOR.CIPROFLOXA.MG ; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; CPR REVEST 250 MG x 14; NQA

158199; CAND CILE+HIDRO MG ; CAND CILE HIDRO; NOT FOUND; CPR 8 MG x 30 (/12.); NQA

72219; CLOR.DILTIAZEM MG ; CLOR DILTIAZEM; CLORIDRATO DILTIAZEM; CPR 60 MG x 50; NQA

75622; CLO SIBUTRAMINA MG ; CLO SIBUTRAMINA; NOT FOUND; CAPS 10 MG x 30; NQA

154159; CLOTRIMAZOL MG ; CLOTRIMAZOL; CLOTRIMAZOL; CRE VAG 3APL 20 MG 20 G x 1; NQA

62743; CLOR.FLUOXETINA MG ; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CAPS 20 MG x 28; NQA

75623; CLO SIBUTRAMINA MG ; CLO SIBUTRAMINA; NOT FOUND; CAPS 15 MG x 30; NQA

67644; CLOR TRAMADOL MG ; CLOR TRAMADOL; CLORIDRATO TRAMADOL; GOTAS 100 MG 10 ML x 1 (/ML); NQA

72702; CLOR.SERTRALINA MG ; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 28; NQA

117534; CLOR.CICLOBENZA.MG ; CLOR CICLOBENZA; CLORIDRATO CICLOBENZAPRINA; CPR REVEST 5 MG x 30; NQA

65971; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 500 MG x 30; NQA

113412; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 1 G x 30; NQA

112387; CLOR. VERAPAMIL MG ; CLOR VERAPAMIL; CLORIDRATO VERAPAMIL; CPR REVEST 80 MG x 30; NQA

158201; CLINDELLA ; CLINDELLA; NOT FOUND; CPR 2.50 MG x 60; NQA

63119; CEFALEXINA MG ; CEFALEXINA; CEFALEXINA; CPR REVEST 500 MG x 20; NQA

113413; CLOR TRAMADOL MG ; CLOR TRAMADOL; CLORIDRATO TRAMADOL; CAPS GEL DUR 50 MG x 10; NQA

64034; CEFACLOR MG ; CEFACLOR; CEFACLOR; CAPS 500 MG x 10; NQA

64035; CEFADROXILA MG ; CEFADROXILA; CEFADROXILA; CAPS 500 MG x 8; NQA

123851; CLOR. BROMEXINA MG ; CLOR BROMEXINA; CLORIDRATO BROMEXINA; XAR AD. 8 MG 120 ML x 1 (/5ML); NQA

137868; CLONAZEPAM MG ; CLONAZEPAM; CLONAZEPAM; CPR 2 MG x 20; NQA

115850; CLO DOR+MAL TIM MG ; CLO DOR MAL TIM; NOT FOUND; SOL OFTAL 5 ML x 1; NQA

137870; CLONAZEPAM MG ; CLONAZEPAM; CLONAZEPAM; CPR 2 MG x 30; NQA

63118; CEFALEXINA MG ; CEFALEXINA; CEFALEXINA; CPR REVEST 500 MG x 8; NQA

144177; CLOPIPLAX ; CLOPIPLAX; NOT FOUND; CPR REV 75 MG x 28; NQA

104590; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 25 MG x 30; NQA

104589; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 25 MG x 15; NQA

103014; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 6.25 MG x 30; NQA

89013; CLOR.BUPROPIONA MG ; CLOR BUPROPIONA; CLORIDRATO BUPROPIONA; CPR A.P 150 MG x 30; NQA

104584; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 12.5 MG x 15; NQA

64039; CLARITROMICINA MG ; CLARITROMICINA; CLARITROMICINA; CPR REVEST 500 MG x 10; NQA

58838; CLOR.CIPROFLOXA.MG ; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; CPR REVEST 500 MG x 14; NQA

70155; CETO+DIP BETAME MG ; CETO DIP BETAME; NOT FOUND; POM. 30 G x 1; NQA

64043; CLOR.SERTRALINA MG ; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 30; NQA

64036; CITALOPRAM MG ; CITALOPRAM; CITALOPRAM; CPR 20 MG x 14; NQA

115851; CLO DORZOLAMIDA MG ; CLO DORZOLAMIDA; CLORIDRATO DORZOLAMIDA; SOL OFTAL 20 MG 5 ML x 1 (/ML); NQA

64037; CITALOPRAM MG ; CITALOPRAM; CITALOPRAM; CPR 20 MG x 28; NQA

150791; CLOR.RANITIDINA MG ; CLOR RANITIDINA; CLORIDRATO RANITIDINA; XAR 15 MG 120 ML x 1 (/ML); NV7

75350; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAROPE FRAMB 15 MG 120 ML x 1 (/; NV7

78832; CARBOCISTEINA MG ; CARBOCISTEINA; CARBOCISTEINA; XAR PED FRA 20 MG 100 ML x 1 (/ML; NV7

87804; CETOCONAZOL MG ; CETOCONAZOL; CETOCONAZOL; SHAMPOO 20 MG 100 ML x 1 (/ML); NV7

75349; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAROPE MENTA 30 MG 120 ML x 1 (/; NV7

87814; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAROPE AD 50 MG 100 ML x 1 (/ML); NV7

78834; CARBOCISTEINA MG ; CARBOCISTEINA; CARBOCISTEINA; XAR AD CAR 50 MG 100 ML x 1 (/ML); NV7

87813; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAROPE PED. 20 MG 100 ML x 1 (/M; NV7

86926; CLO.GRANISETRON MG ; CLO GRANISETRON; CLORIDRATO GRANISETRONA; AMP IV 1 MG 3 ML x 50 (/ML); NVA

77234; CLOR.CEFEPIMA MG ; CLOR CEFEPIMA; CLORIDRATO CEFEPIMA; F.AMP S/DILU 1 G x 10; NVA

58538; CORTICOIDEX ; CORTICOIDEX; NOT FOUND; F.AMP 4 MG 2.50 ML x 50 (/ML); NVA

98145; CLOR.LIDOCAINA MG ; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; F AMP . 20 MG 20 ML x 25 (/ML); NVA

77235; CLOR.CEFEPIMA MG ; CLOR CEFEPIMA; CLORIDRATO CEFEPIMA; F.AMP S/DILU 2 G x 10; NVA

70116; CEFOXITINA SODI.MG ; CEFOXITINA SODI; CEFOXITINA SODICA; F.IV LIOF 1 G 10 ML x 1; NVA

58512; CEFTAFOR ; CEFTAFOR; NOT FOUND; F.AMP PO 1 G x 50; NVA

69095; CETAZIMA ; CETAZIMA; NOT FOUND; F.AMP S/DILU 1 G x 50; NVA

77232; CEFOXITINA SODI.MG ; CEFOXITINA SODI; CEFOXITINA SODICA; F.IV LIOF 1 G 10 ML x 20; NVA

69094; CETAZIMA ; CETAZIMA; NOT FOUND; F.AMP S/DILU 500 MG x 50; NVA

58511; CEFTRIONA ; CEFTRIONA; NOT FOUND; F.AMP C/DILU 1 G 10 ML x 50; NVA

135044; CEFAZOLINA SODI MG ; CEFAZOLINA SODI; CEFAZOLINA SODICA; F.AMP C/DILU 1 G 100 ML x 50; NVA

73321; CLOR.DOBUTAMINA MG ; CLOR DOBUTAMINA; CLORIDRATO DOBUTAMINA; A.IV 12.5 MG 20 ML x 1 (/ML); NVA

71853; CLOR.RANITIDINA MG ; CLOR RANITIDINA; CLORIDRATO RANITIDINA; AMP. 50 MG 2 ML x 50; NVA

70522; CLOR.CEFEPIMA MG ; CLOR CEFEPIMA; CLORIDRATO CEFEPIMA; F.AMP S/DILU 1 G x 1; NVA

69808; CEFTRIONA ; CEFTRIONA; NOT FOUND; F.AMP S/DILU 1 G x 50; NVA

83391; CLOR.DOBUTAMINA MG ; CLOR DOBUTAMINA; CLORIDRATO DOBUTAMINA; AMP IV 12.5 MG 20 ML x 50; NVA

70121; CRISTACILINA ; CRISTACILINA; NOT FOUND; F.AMP 5 M x 50; NVA

70523; CLOR.CEFEPIMA MG ; CLOR CEFEPIMA; CLORIDRATO CEFEPIMA; F.AMP S/DILU 2 G x 1; NVA

58527; CETAZIMA ; CETAZIMA; NOT FOUND; F.AMP C/DILU 1 G 4 ML x 50; NVA

67144; CEFAZOLINA SODI MG ; CEFAZOLINA SODI; CEFAZOLINA SODICA; F.AMP S/DILU 1 G x 50; NVA

70122; CRISTACILINA ; CRISTACILINA; NOT FOUND; F.AMP 1 M x 50; NVA

73060; CLOR.ONDANSETRO MG ; CLOR ONDANSETRO; CLORIDRATO ONDANSETRONA; AMP. 2 MG 2 ML x 50 (/ML); NVA

58510; CEFTRIONA ; CEFTRIONA; NOT FOUND; F.AMP C/DILU 500 MG x 50; NVA

78859; CUBICIN ; CUBICIN; NOT FOUND; F.AMP 500 MG 10 ML x 5; NVR

42314; CATAFLAM ; CATAFLAM; NOT FOUND; SUP INF 12.5 MG x 5; NVR

68081; CARBAMAZEPINA MG ; CARBAMAZEPINA; CARBAMAZEPINA; CPR 400 MG x 20; NVR

45170; CATAFLAM ; CATAFLAM; NOT FOUND; AMP. 75 MG 3 ML x 3; NVR

71663; CERTICAN ; CERTICAN; NOT FOUND; CPR 0.50 MG x 60; NVR

42316; CATAFLAM ; CATAFLAM; NOT FOUND; SUP AD 75 MG x 5; NVR

2160; CEDILANIDE ; CEDILANIDE; NOT FOUND; AMP. 0.40 MG 2 ML x 50; NVR

68529; CLOXAZOLAM MG ; CLOXAZOLAM; CLOXAZOLAM; CPR 4 MG x 20; NVR

62989; CODATEN ; CODATEN; NOT FOUND; CPR REVEST x 10; NVR

60440; CILCLAR ; CILCLAR; NOT FOUND; SOLN OFTAL 120 ML x 1; NVR

75849; CUBICIN ; CUBICIN; NOT FOUND; F.AMP 500 MG 10 ML x 1; NVR

48039; CATAFLAM ; CATAFLAM; NOT FOUND; GOTAS 15 MG 20 ML x 1 (/ML); NVR

71664; CERTICAN ; CERTICAN; NOT FOUND; CPR 1 MG x 60; NVR

68527; CLOXAZOLAM MG ; CLOXAZOLAM; CLOXAZOLAM; CPR 1 MG x 20; NVR

71493; CERTICAN ; CERTICAN; NOT FOUND; CPR DISPER. 0.75 MG x 60; NVR

52965; CATAFLAM ; CATAFLAM; NOT FOUND; SUSP 1.80 MG 120 ML x 1 (/ML); NVR

46271; CATAFLAM ; CATAFLAM; NOT FOUND; AMP. 75 MG 3 ML x 50; NVR

68080; CARBAMAZEPINA MG ; CARBAMAZEPINA; CARBAMAZEPINA; CPR 200 MG x 20; NVR

46155; CATAFLAM ; CATAFLAM; NOT FOUND; DRAG 50 MG x 20; NVR

48749; CATAFLAM ; CATAFLAM; NOT FOUND; CPR DISPER. 50 MG x 20; NVR

42313; CATAFLAM ; CATAFLAM; NOT FOUND; DRAG 50 MG x 10; NVR

54985; COMTAN ; COMTAN; NOT FOUND; CPR REVEST 200 MG x 30; NVR

68528; CLOXAZOLAM MG ; CLOXAZOLAM; CLOXAZOLAM; CPR 2 MG x 20; NVR

61700; CODATEN ; CODATEN; NOT FOUND; CPR REVEST x 20; NVR

76694; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 3.12 MG x 15; N_Q

67047; CARBAMAZEPINA MG ; CARBAMAZEPINA; CARBAMAZEPINA; CPR 200 MG x 30; N_Q

102519; CEFALEXINA MG ; CEFALEXINA; CEFALEXINA; PO P/SUSP 250 MG 100 ML x 1 (/5ML); N_Q

59557; CETOCONAZOL CRE.MG ; CETOCONAZOL CRE; NOT FOUND; CREME 20 MG 30 G x 1 (/G); N_Q

75739; CLOR.SERTRALINA MG ; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 30; N_Q

61800; CIPRONID ; CIPRONID; NOT FOUND; CPR REVEST 500 MG x 6; N_Q

